name	type	others	A	V	S	L
HRG	promoter_candidate	promoter_candidate496	0	0	0	1
HRG_ATG	promoter_candidate	promoter_candidate497	0	0	0	1
ADH4	promoter_candidate	promoter_candidate498	0	0	0	1
PCK1	promoter_candidate	promoter_candidate499	0	0	0	1
CYP2A6	promoter_candidate	promoter_candidate501	0	0	0	1
CYP2A6_ATG	promoter_candidate	promoter_candidate502	0	0	0	1
HPN	promoter_candidate	promoter_candidate503	0	0	0	1
TAT	promoter_candidate	promoter_candidate504	0	0	0	1
CYP2C9	promoter_candidate	promoter_candidate505	0	0	0	1
CYP2C9_ATG	promoter_candidate	promoter_candidate506	0	0	0	1
TFR2	promoter_candidate	promoter_candidate507	0	0	0	1
GSTA1	promoter_candidate	promoter_candidate508	0	0	0	1
RIDA	promoter_candidate	promoter_candidate509	0	0	0	1
DHCR24	promoter_candidate	promoter_candidate510	0	0	0	1
DHCR24_ATG	promoter_candidate	promoter_candidate511	0	0	0	1
KNG1	promoter_candidate	promoter_candidate512	0	0	0	1
ASGR1	promoter_candidate	promoter_candidate515	0	0	0	1
C9	promoter_candidate	promoter_candidate516	0	0	0	1
C9_ATG	promoter_candidate	promoter_candidate517	0	0	0	1
CES1	promoter_candidate	promoter_candidate518	0	0	0	1
CPB2	promoter_candidate	promoter_candidate519	0	0	0	1
CPB2_ATG	promoter_candidate	promoter_candidate520	0	0	0	1
ARG1	promoter_candidate	promoter_candidate521	0	0	0	1
C4BPA	promoter_candidate	promoter_candidate522	0	0	0	1
ASGR2	promoter_candidate	promoter_candidate525	0	0	0	1
SDS	promoter_candidate	promoter_candidate526	0	0	0	1
SLC22A1	promoter_candidate	promoter_candidate527	0	0	0	1
IGFBP1	promoter_candidate	promoter_candidate528	0	0	0	1
F12	promoter_candidate	promoter_candidate529	0	0	0	1
F12_ATG	promoter_candidate	promoter_candidate530	0	0	0	1
C8G	promoter_candidate	promoter_candidate531	0	0	0	1
SULT2A1	promoter_candidate	promoter_candidate532	0	0	0	1
A2M	promoter_candidate	promoter_candidate533	0	0	0	1
CPS1	promoter_candidate	promoter_candidate534	0	0	0	1
APOB	promoter_candidate	promoter_candidate535	0	0	0	1
FBP1	promoter_candidate	promoter_candidate536	0	0	0	1
CYP3A4	promoter_candidate	promoter_candidate537	0	0	0	1
PLG	promoter_candidate	promoter_candidate538	0	0	0	1
GATM	promoter_candidate	promoter_candidate539	0	0	0	1
APOC4	promoter_candidate	promoter_candidate540	0	0	0	1
SLC25A47	promoter_candidate	promoter_candidate541	0	0	0	1
CP	promoter_candidate	promoter_candidate542	0	0	0	1
CP_ATG	promoter_candidate	promoter_candidate543	0	0	0	1
APOA5	promoter_candidate	promoter_candidate544	0	0	0	1
APOA5_ATG	promoter_candidate	promoter_candidate545	0	0	0	1
BHMT	promoter_candidate	promoter_candidate546	0	0	0	1
ADH1A	promoter_candidate	promoter_candidate547	0	0	0	1
XBP1	promoter_candidate	promoter_candidate548	0	0	0	1
C8B	promoter_candidate	promoter_candidate550	0	0	0	1
HSD17B6	promoter_candidate	promoter_candidate551	0	0	0	1
SDC1	promoter_candidate	promoter_candidate552	0	0	0	1
FTCD	promoter_candidate	promoter_candidate553	0	0	0	1
PRAP1	promoter_candidate	promoter_candidate554	0	0	0	1
PRAP1_ATG	promoter_candidate	promoter_candidate555	0	0	0	1
SLC39A14	promoter_candidate	promoter_candidate556	0	0	0	1
C8A	promoter_candidate	promoter_candidate557	0	0	0	1
ADH1C	promoter_candidate	promoter_candidate558	0	0	0	1
AFM	promoter_candidate	promoter_candidate559	0	0	0	1
AFM_ATG	promoter_candidate	promoter_candidate560	0	0	0	1
ALDH4A1	promoter_candidate	promoter_candidate561	0	0	0	1
C4BPB_tv1	promoter_candidate	promoter_candidate562	0	0	0	1
C4BPB_tv2	promoter_candidate	promoter_candidate563	0	0	0	1
ITIH2	promoter_candidate	promoter_candidate564	0	0	0	1
SLC13A5	promoter_candidate	promoter_candidate565	0	0	0	1
SLC13A5_ATG	promoter_candidate	promoter_candidate566	0	0	0	1
INSIG1	promoter_candidate	promoter_candidate567	0	0	0	1
CFI	promoter_candidate	promoter_candidate568	0	0	0	1
CFI_ATG	promoter_candidate	promoter_candidate569	0	0	0	1
CXCL2	promoter_candidate	promoter_candidate570	0	0	0	1
PAH	promoter_candidate	promoter_candidate573	0	0	0	1
AOX1	promoter_candidate	promoter_candidate574	0	0	0	1
REEP6	promoter_candidate	promoter_candidate575	0	0	0	1
RDH16	promoter_candidate	promoter_candidate576	0	0	0	1
PROC	promoter_candidate	promoter_candidate577	0	0	0	1
HSD11B1	promoter_candidate	promoter_candidate578	0	0	0	1
F9	promoter_candidate	promoter_candidate579	0	0	0	1
CYP4A11	promoter_candidate	promoter_candidate580	0	0	0	1
CYP4A11_ATG	promoter_candidate	promoter_candidate581	0	0	0	1
CFHR1	promoter_candidate	promoter_candidate582	0	0	0	1
KRT18	promoter_candidate	promoter_candidate583	0	0	0	1
ERRFI1	promoter_candidate	promoter_candidate584	0	0	0	1
CYP2D6	promoter_candidate	promoter_candidate587	0	0	0	1
CYP2D6_ATG	promoter_candidate	promoter_candidate588	0	0	0	1
CYP8B1	promoter_candidate	promoter_candidate589	0	0	0	1
BAAT	promoter_candidate	promoter_candidate590	0	0	0	1
TST	promoter_candidate	promoter_candidate595	0	0	0	1
SLC22A7	promoter_candidate	promoter_candidate596	0	0	0	1
CD14	promoter_candidate	promoter_candidate597	0	0	0	1
SERPIND1	promoter_candidate	promoter_candidate598	0	0	0	1
GJB1	promoter_candidate	promoter_candidate599	0	0	0	1
HGD	promoter_candidate	promoter_candidate600	0	0	0	1
C2	promoter_candidate	promoter_candidate601	0	0	0	1
SHMT1	promoter_candidate	promoter_candidate602	0	0	0	1
SERPINA6	promoter_candidate	promoter_candidate603	0	0	0	1
ST6GAL1	promoter_candidate	promoter_candidate604	0	0	0	1
MT1H	promoter_candidate	promoter_candidate605	0	0	0	1
GLYCTK	promoter_candidate	promoter_candidate606	0	0	0	1
C3P1	promoter_candidate	promoter_candidate607	0	0	0	1
TDO2	promoter_candidate	promoter_candidate608	0	0	0	1
UGT2B4	promoter_candidate	promoter_candidate609	0	0	0	1
SLC9A3R1	promoter_candidate	promoter_candidate610	0	0	0	1
G6PC1	promoter_candidate	promoter_candidate611	0	0	0	1
HAAO	promoter_candidate	promoter_candidate612	0	0	0	1
HAO1	promoter_candidate	promoter_candidate613	0	0	0	1
ACSM2A	promoter_candidate	promoter_candidate614	0	0	0	1
APOF	promoter_candidate	promoter_candidate615	0	0	0	1
IGFBP2	promoter_candidate	promoter_candidate616	0	0	0	1
RNASE4_tv1	promoter_candidate	promoter_candidate617	0	0	0	1
RNASE4_tv2	promoter_candidate	promoter_candidate618	0	0	0	1
SLC38A3	promoter_candidate	promoter_candidate619	0	0	0	1
ANPEP	promoter_candidate	promoter_candidate620	0	0	0	1
SCD	promoter_candidate	promoter_candidate621	0	0	0	1
CYP3A5	promoter_candidate	promoter_candidate622	0	0	0	1
SERPINA11	promoter_candidate	promoter_candidate623	0	0	0	1
AKR1C4	promoter_candidate	promoter_candidate624	0	0	0	1
AKR1C4_ATG	promoter_candidate	promoter_candidate625	0	0	0	1
ACSM2B	promoter_candidate	promoter_candidate626	0	0	0	1
LINC01554	promoter_candidate	promoter_candidate628	0	0	0	1
RBP5	promoter_candidate	promoter_candidate629	0	0	0	1
CYP4F3	promoter_candidate	promoter_candidate630	0	0	0	1
SLC38A4	promoter_candidate	promoter_candidate631	0	0	0	1
MGST1	promoter_candidate	promoter_candidate632	0	0	0	1
CDO1	promoter_candidate	promoter_candidate633	0	0	0	1
BST2	promoter_candidate	promoter_candidate634	0	0	0	1
PON1	promoter_candidate	promoter_candidate635	0	0	0	1
C6	promoter_candidate	promoter_candidate636	0	0	0	1
ANGPTL8	promoter_candidate	promoter_candidate637	0	0	0	1
ANGPTL8_ATG	promoter_candidate	promoter_candidate638	0	0	0	1
ANGPTL3	promoter_candidate	promoter_candidate639	0	0	0	1
DPYS	promoter_candidate	promoter_candidate640	0	0	0	1
STEAP3	promoter_candidate	promoter_candidate641	0	0	0	1
MT1F	promoter_candidate	promoter_candidate642	0	0	0	1
CHRD	promoter_candidate	promoter_candidate643	0	0	0	1
SLC2A2	promoter_candidate	promoter_candidate644	0	0	0	1
CPN2	promoter_candidate	promoter_candidate645	0	0	0	1
GPT	promoter_candidate	promoter_candidate646	0	0	0	1
UGT2B7	promoter_candidate	promoter_candidate647	0	0	0	1
PCK2	promoter_candidate	promoter_candidate648	0	0	0	1
PIPOX	promoter_candidate	promoter_candidate649	0	0	0	1
THRSP	promoter_candidate	promoter_candidate650	0	0	0	1
THRSP_ATG	promoter_candidate	promoter_candidate651	0	0	0	1
GNMT	promoter_candidate	promoter_candidate652	0	0	0	1
SERPINA4	promoter_candidate	promoter_candidate655	0	0	0	1
TM4SF5	promoter_candidate	promoter_candidate656	0	0	0	1
TM4SF5_ATG	promoter_candidate	promoter_candidate657	0	0	0	1
HABP2	promoter_candidate	promoter_candidate663	0	0	0	1
MASP2	promoter_candidate	promoter_candidate664	0	0	0	1
HAO2	promoter_candidate	promoter_candidate665	0	0	0	1
KHK	promoter_candidate	promoter_candidate666	0	0	0	1
PC	promoter_candidate	promoter_candidate667	0	0	0	1
APOC1P1	promoter_candidate	promoter_candidate668	0	0	0	1
MT1M	promoter_candidate	promoter_candidate669	0	0	0	1
UGT2B10	promoter_candidate	promoter_candidate670	0	0	0	1
GCGR	promoter_candidate	promoter_candidate671	0	0	0	1
AQP9	promoter_candidate	promoter_candidate672	0	0	0	1
CFHR3	promoter_candidate	promoter_candidate673	0	0	0	1
AADAC	promoter_candidate	promoter_candidate674	0	0	0	1
NAMPT	promoter_candidate	promoter_candidate675	0	0	0	1
SLC39A5	promoter_candidate	promoter_candidate676	0	0	0	1
KRT8	promoter_candidate	promoter_candidate677	0	0	0	1
SERPINA10	promoter_candidate	promoter_candidate678	0	0	0	1
SERPINA5	promoter_candidate	promoter_candidate679	0	0	0	1
FNDC4	promoter_candidate	promoter_candidate683	0	0	0	1
CHI3L1	promoter_candidate	promoter_candidate684	0	0	0	1
NR1I3	promoter_candidate	promoter_candidate685	0	0	0	1
ABAT	promoter_candidate	promoter_candidate686	0	0	0	1
CYP4F2	promoter_candidate	promoter_candidate687	0	0	0	1
C2orf72	promoter_candidate	promoter_candidate688	0	0	0	1
C2orf72_ATG	promoter_candidate	promoter_candidate689	0	0	0	1
GCKR	promoter_candidate	promoter_candidate690	0	0	0	1
SLC17A9	promoter_candidate	promoter_candidate691	0	0	0	1
DGAT2	promoter_candidate	promoter_candidate692	0	0	0	1
HYAL1	promoter_candidate	promoter_candidate693	0	0	0	1
SLC10A1	promoter_candidate	promoter_candidate694	0	0	0	1
LEAP2	promoter_candidate	promoter_candidate695	0	0	0	1
LEAP2_ATG	promoter_candidate	promoter_candidate696	0	0	0	1
IL32	promoter_candidate	promoter_candidate697	0	0	0	1
PBLD	promoter_candidate	promoter_candidate698	0	0	0	1
PRODH2	promoter_candidate	promoter_candidate699	0	0	0	1
PRODH2_ATG	promoter_candidate	promoter_candidate700	0	0	0	1
EHHADH	promoter_candidate	promoter_candidate701	0	0	0	1
EHHADH_ATG	promoter_candidate	promoter_candidate702	0	0	0	1
ALDH8A1	promoter_candidate	promoter_candidate703	0	0	0	1
ALDH8A1_ATG	promoter_candidate	promoter_candidate704	0	0	0	1
GOLT1A	promoter_candidate	promoter_candidate705	0	0	0	1
CLDN1	promoter_candidate	promoter_candidate706	0	0	0	1
GLYAT	promoter_candidate	promoter_candidate707	0	0	0	1
SLC27A2	promoter_candidate	promoter_candidate708	0	0	0	1
HAL	promoter_candidate	promoter_candidate709	0	0	0	1
ALDH1L1	promoter_candidate	promoter_candidate711	0	0	0	1
FAM99A	promoter_candidate	promoter_candidate712	0	0	0	1
DEFB1	promoter_candidate	promoter_candidate713	0	0	0	1
CDHR5	promoter_candidate	promoter_candidate714	0	0	0	1
RAB17	promoter_candidate	promoter_candidate719	0	0	0	1
PROS1	promoter_candidate	promoter_candidate720	0	0	0	1
PSAT1	promoter_candidate	promoter_candidate721	0	0	0	1
MFSD2A	promoter_candidate	promoter_candidate722	0	0	0	1
PLIN5	promoter_candidate	promoter_candidate723	0	0	0	1
QDPR	promoter_candidate	promoter_candidate724	0	0	0	1
QDPR_ATG	promoter_candidate	promoter_candidate725	0	0	0	1
S100A16	promoter_candidate	promoter_candidate726	0	0	0	1
ADH6	promoter_candidate	promoter_candidate727	0	0	0	1
VAMP8	promoter_candidate	promoter_candidate728	0	0	0	1
HSD17B13	promoter_candidate	promoter_candidate729	0	0	0	1
EPS8L2	promoter_candidate	promoter_candidate732	0	0	0	1
TSKU	promoter_candidate	promoter_candidate733	0	0	0	1
RGN	promoter_candidate	promoter_candidate734	0	0	0	1
KLKB1	promoter_candidate	promoter_candidate735	0	0	0	1
UROC1	promoter_candidate	promoter_candidate736	0	0	0	1
SERINC2	promoter_candidate	promoter_candidate737	0	0	0	1
ACSM5	promoter_candidate	promoter_candidate738	0	0	0	1
CYP4A22	promoter_candidate	promoter_candidate739	0	0	0	1
CYP4A22_ATG	promoter_candidate	promoter_candidate740	0	0	0	1
NR0B2	promoter_candidate	promoter_candidate741	0	0	0	1
ANGPTL4	promoter_candidate	promoter_candidate742	0	0	0	1
GLYATL1	promoter_candidate	promoter_candidate743	0	0	0	1
F10	promoter_candidate	promoter_candidate744	0	0	0	1
UGT2B15	promoter_candidate	promoter_candidate745	0	0	0	1
UGT2B15_ATG	promoter_candidate	promoter_candidate746	0	0	0	1
CEBPA	promoter_candidate	promoter_candidate748	0	0	0	1
LSR	promoter_candidate	promoter_candidate749	0	0	0	1
CYP1A2	promoter_candidate	promoter_candidate750	0	0	0	1
AKR7A3	promoter_candidate	promoter_candidate751	0	0	0	1
BDH1	promoter_candidate	promoter_candidate752	0	0	0	1
ASPG	promoter_candidate	promoter_candidate753	0	0	0	1
SLC43A1	promoter_candidate	promoter_candidate754	0	0	0	1
ABCC3	promoter_candidate	promoter_candidate755	0	0	0	1
ACMSD	promoter_candidate	promoter_candidate756	0	0	0	1
SHROOM1	promoter_candidate	promoter_candidate757	0	0	0	1
ASPDH	promoter_candidate	promoter_candidate758	0	0	0	1
TYMP	promoter_candidate	promoter_candidate759	0	0	0	1
SPP2	promoter_candidate	promoter_candidate760	0	0	0	1
FCN3	promoter_candidate	promoter_candidate761	0	0	0	1
FCN3_ATG	promoter_candidate	promoter_candidate762	0	0	0	1
GPT2	promoter_candidate	promoter_candidate763	0	0	0	1
DBH-AS1	promoter_candidate	promoter_candidate764	0	0	0	1
IGFALS	promoter_candidate	promoter_candidate765	0	0	0	1
PROZ	promoter_candidate	promoter_candidate766	0	0	0	1
PROZ_ATG	promoter_candidate	promoter_candidate767	0	0	0	1
AMDHD1	promoter_candidate	promoter_candidate768	0	0	0	1
CYP2D7_tv1	promoter_candidate	promoter_candidate769	0	0	0	1
CYP2D7_tv2	promoter_candidate	promoter_candidate770	0	0	0	1
CA2	promoter_candidate	promoter_candidate771	0	0	0	1
TMPRSS6	promoter_candidate	promoter_candidate772	0	0	0	1
GSTA2	promoter_candidate	promoter_candidate773	0	0	0	1
MT1A	promoter_candidate	promoter_candidate774	0	0	0	1
IFI30	promoter_candidate	promoter_candidate775	0	0	0	1
LINC00261	promoter_candidate	promoter_candidate776	0	0	0	1
C1orf115	promoter_candidate	promoter_candidate777	0	0	0	1
C1orf115_ATG	promoter_candidate	promoter_candidate778	0	0	0	1
AQP3	promoter_candidate	promoter_candidate779	0	0	0	1
MBL2	promoter_candidate	promoter_candidate780	0	0	0	1
CYP2C18	promoter_candidate	promoter_candidate781	0	0	0	1
DNA1	NC_II	NC_II_exonic	NC_II_exonic	DNA1	0	0
DNA2	NC_II	NC_II_exonic	NC_II_exonic	DNA2	0	0
DNA3	NC_II	NC_II_exonic	NC_II_exonic	DNA3	0	0
DNA4	NC_II	NC_II_exonic	NC_II_exonic	DNA4	0	0
DNA5	NC_II	NC_II_exonic	NC_II_exonic	DNA5	0	0
DNA6	NC_II	NC_II_exonic	NC_II_exonic	DNA6	0	0
DNA7	NC_II	NC_II_exonic	NC_II_exonic	DNA7	0	0
DNA8	NC_II	NC_II_exonic	NC_II_exonic	DNA8	0	0
DNA9	NC_II	NC_II_exonic	NC_II_exonic	DNA9	0	0
DNA10	NC_II	NC_II_exonic	NC_II_exonic	DNA10	0	0
DNA11	NC_II	NC_II_exonic	NC_II_exonic	DNA11	0	0
DNA12	NC_II	NC_II_exonic	NC_II_exonic	DNA12	0	0
DNA14	NC_II	NC_II_exonic	NC_II_exonic	DNA14	0	0
DNA15	NC_II	NC_II_exonic	NC_II_exonic	DNA15	0	0
DNA17	NC_II	NC_II_exonic	NC_II_exonic	DNA17	0	0
DNA18	NC_II	NC_II_exonic	NC_II_exonic	DNA18	0	0
DNA19	NC_II	NC_II_exonic	NC_II_exonic	DNA19	0	0
DNA22	NC_II	NC_II_exonic	NC_II_exonic	DNA22	0	0
DNA23	NC_II	NC_II_exonic	NC_II_exonic	DNA23	0	0
DNA27	NC_II	NC_II_exonic	NC_II_exonic	DNA27	0	0
DNA28	NC_II	NC_II_exonic	NC_II_exonic	DNA28	0	0
DNA29	NC_II	NC_II_exonic	NC_II_exonic	DNA29	0	0
DNA30	NC_II	NC_II_exonic	NC_II_exonic	DNA30	0	0
DNA31	NC_II	NC_II_exonic	NC_II_exonic	DNA31	0	0
DNA33	NC_II	NC_II_exonic	NC_II_exonic	DNA33	0	0
DNA34	NC_II	NC_II_exonic	NC_II_exonic	DNA34	0	0
DNA36	NC_II	NC_II_exonic	NC_II_exonic	DNA36	0	0
DNA38	NC_II	NC_II_exonic	NC_II_exonic	DNA38	0	0
DNA39	NC_II	NC_II_exonic	NC_II_exonic	DNA39	0	0
DNA40	NC_II	NC_II_exonic	NC_II_exonic	DNA40	0	0
DNA41	NC_II	NC_II_exonic	NC_II_exonic	DNA41	0	0
DNA42	NC_II	NC_II_exonic	NC_II_exonic	DNA42	0	0
DNA43	NC_II	NC_II_exonic	NC_II_exonic	DNA43	0	0
DNA44	NC_II	NC_II_exonic	NC_II_exonic	DNA44	0	0
DNA45	NC_II	NC_II_exonic	NC_II_exonic	DNA45	0	0
DNA46	NC_II	NC_II_exonic	NC_II_exonic	DNA46	0	0
DNA47	NC_II	NC_II_exonic	NC_II_exonic	DNA47	0	0
DNA48	NC_II	NC_II_exonic	NC_II_exonic	DNA48	0	0
DNA49	NC_II	NC_II_exonic	NC_II_exonic	DNA49	0	0
DNA50	NC_II	NC_II_exonic	NC_II_exonic	DNA50	0	0
NC_III_randomDNA1	NC_III	NC_III_randomDNA1	0	0	0	0
NC_III_randomDNA2	NC_III	NC_III_randomDNA2	0	0	0	0
NC_III_randomDNA3	NC_III	NC_III_randomDNA3	0	0	0	0
NC_III_randomDNA4	NC_III	NC_III_randomDNA4	0	0	0	0
NC_III_randomDNA5	NC_III	NC_III_randomDNA5	0	0	0	0
NC_III_randomDNA7	NC_III	NC_III_randomDNA7	0	0	0	0
NC_III_randomDNA8	NC_III	NC_III_randomDNA8	0	0	0	0
NC_III_randomDNA9	NC_III	NC_III_randomDNA9	0	0	0	0
NC_III_randomDNA10	NC_III	NC_III_randomDNA10	0	0	0	0
NC_III_randomDNA11	NC_III	NC_III_randomDNA11	0	0	0	0
NC_III_randomDNA12	NC_III	NC_III_randomDNA12	0	0	0	0
NC_III_randomDNA13	NC_III	NC_III_randomDNA13	0	0	0	0
NC_III_randomDNA14	NC_III	NC_III_randomDNA14	0	0	0	0
NC_III_randomDNA15	NC_III	NC_III_randomDNA15	0	0	0	0
NC_III_randomDNA16	NC_III	NC_III_randomDNA16	0	0	0	0
NC_III_randomDNA17	NC_III	NC_III_randomDNA17	0	0	0	0
NC_III_randomDNA18	NC_III	NC_III_randomDNA18	0	0	0	0
NC_III_randomDNA21	NC_III	NC_III_randomDNA21	0	0	0	0
NC_III_randomDNA23	NC_III	NC_III_randomDNA23	0	0	0	0
NC_III_randomDNA24	NC_III	NC_III_randomDNA24	0	0	0	0
NC_III_randomDNA25	NC_III	NC_III_randomDNA25	0	0	0	0
NC_III_randomDNA26	NC_III	NC_III_randomDNA26	0	0	0	0
NC_III_randomDNA27	NC_III	NC_III_randomDNA27	0	0	0	0
NC_III_randomDNA28	NC_III	NC_III_randomDNA28	0	0	0	0
NC_III_randomDNA29	NC_III	NC_III_randomDNA29	0	0	0	0
NC_III_randomDNA30	NC_III	NC_III_randomDNA30	0	0	0	0
NC_III_randomDNA32	NC_III	NC_III_randomDNA32	0	0	0	0
NC_III_randomDNA33	NC_III	NC_III_randomDNA33	0	0	0	0
NC_III_randomDNA34	NC_III	NC_III_randomDNA34	0	0	0	0
NC_III_randomDNA35	NC_III	NC_III_randomDNA35	0	0	0	0
NC_III_randomDNA36	NC_III	NC_III_randomDNA36	0	0	0	0
NC_III_randomDNA37	NC_III	NC_III_randomDNA37	0	0	0	0
NC_III_randomDNA38	NC_III	NC_III_randomDNA38	0	0	0	0
NC_III_randomDNA39	NC_III	NC_III_randomDNA39	0	0	0	0
NC_III_randomDNA40	NC_III	NC_III_randomDNA40	0	0	0	0
NC_III_randomDNA41	NC_III	NC_III_randomDNA41	0	0	0	0
NC_III_randomDNA42	NC_III	NC_III_randomDNA42	0	0	0	0
NC_III_randomDNA43	NC_III	NC_III_randomDNA43	0	0	0	0
NC_III_randomDNA44	NC_III	NC_III_randomDNA44	0	0	0	0
NC_III_randomDNA45	NC_III	NC_III_randomDNA45	0	0	0	0
NC_III_randomDNA46	NC_III	NC_III_randomDNA46	0	0	0	0
NC_III_randomDNA47	NC_III	NC_III_randomDNA47	0	0	0	0
NC_III_randomDNA48	NC_III	NC_III_randomDNA48	0	0	0	0
NC_III_randomDNA49	NC_III	NC_III_randomDNA49	0	0	0	0
NC_III_randomDNA50	NC_III	NC_III_randomDNA50	0	0	0	0
NC_III_randomDNA51	NC_III	NC_III_randomDNA51	0	0	0	0
NC_III_randomDNA52	NC_III	NC_III_randomDNA52	0	0	0	0
NC_III_randomDNA53	NC_III	NC_III_randomDNA53	0	0	0	0
NC_III_randomDNA54	NC_III	NC_III_randomDNA54	0	0	0	0
NC_III_randomDNA55	NC_III	NC_III_randomDNA55	0	0	0	0
NC_III_randomDNA56	NC_III	NC_III_randomDNA56	0	0	0	0
NC_III_randomDNA57	NC_III	NC_III_randomDNA57	0	0	0	0
NC_III_randomDNA58	NC_III	NC_III_randomDNA58	0	0	0	0
NC_III_randomDNA59	NC_III	NC_III_randomDNA59	0	0	0	0
NC_III_randomDNA63	NC_III	NC_III_randomDNA63	0	0	0	0
NC_III_randomDNA64	NC_III	NC_III_randomDNA64	0	0	0	0
NC_III_randomDNA65	NC_III	NC_III_randomDNA65	0	0	0	0
NC_III_randomDNA66	NC_III	NC_III_randomDNA66	0	0	0	0
NC_III_randomDNA67	NC_III	NC_III_randomDNA67	0	0	0	0
NC_III_randomDNA68	NC_III	NC_III_randomDNA68	0	0	0	0
NC_III_randomDNA69	NC_III	NC_III_randomDNA69	0	0	0	0
NC_III_randomDNA70	NC_III	NC_III_randomDNA70	0	0	0	0
NC_III_randomDNA71	NC_III	NC_III_randomDNA71	0	0	0	0
NC_III_randomDNA73	NC_III	NC_III_randomDNA73	0	0	0	0
NC_III_randomDNA74	NC_III	NC_III_randomDNA74	0	0	0	0
NC_III_randomDNA75	NC_III	NC_III_randomDNA75	0	0	0	0
NC_III_randomDNA77	NC_III	NC_III_randomDNA77	0	0	0	0
NC_III_randomDNA78	NC_III	NC_III_randomDNA78	0	0	0	0
NC_III_randomDNA79	NC_III	NC_III_randomDNA79	0	0	0	0
NC_III_randomDNA80	NC_III	NC_III_randomDNA80	0	0	0	0
NC_III_randomDNA81	NC_III	NC_III_randomDNA81	0	0	0	0
NC_III_randomDNA82	NC_III	NC_III_randomDNA82	0	0	0	0
NC_III_randomDNA83	NC_III	NC_III_randomDNA83	0	0	0	0
NC_III_randomDNA84	NC_III	NC_III_randomDNA84	0	0	0	0
NC_III_randomDNA86	NC_III	NC_III_randomDNA86	0	0	0	0
NC_III_randomDNA89	NC_III	NC_III_randomDNA89	0	0	0	0
NC_III_randomDNA90	NC_III	NC_III_randomDNA90	0	0	0	0
NC_III_randomDNA91	NC_III	NC_III_randomDNA91	0	0	0	0
NC_III_randomDNA92	NC_III	NC_III_randomDNA92	0	0	0	0
NC_III_randomDNA93	NC_III	NC_III_randomDNA93	0	0	0	0
NC_III_randomDNA94	NC_III	NC_III_randomDNA94	0	0	0	0
NC_III_randomDNA95	NC_III	NC_III_randomDNA95	0	0	0	0
NC_III_randomDNA96	NC_III	NC_III_randomDNA96	0	0	0	0
NC_III_randomDNA97	NC_III	NC_III_randomDNA97	0	0	0	0
NC_III_randomDNA98	NC_III	NC_III_randomDNA98	0	0	0	0
NC_III_randomDNA99	NC_III	NC_III_randomDNA99	0	0	0	0
NC_III_randomDNA100	NC_III	NC_III_randomDNA100	0	0	0	0
NC_III_randomDNA101	NC_III	NC_III_randomDNA101	0	0	0	0
NC_III_randomDNA102	NC_III	NC_III_randomDNA102	0	0	0	0
NC_III_randomDNA103	NC_III	NC_III_randomDNA103	0	0	0	0
NC_III_randomDNA104	NC_III	NC_III_randomDNA104	0	0	0	0
NC_III_randomDNA105	NC_III	NC_III_randomDNA105	0	0	0	0
NC_III_randomDNA106	NC_III	NC_III_randomDNA106	0	0	0	0
NC_III_randomDNA107	NC_III	NC_III_randomDNA107	0	0	0	0
NC_III_randomDNA108	NC_III	NC_III_randomDNA108	0	0	0	0
NC_III_randomDNA109	NC_III	NC_III_randomDNA109	0	0	0	0
NC_III_randomDNA110	NC_III	NC_III_randomDNA110	0	0	0	0
NC_III_randomDNA111	NC_III	NC_III_randomDNA111	0	0	0	0
NC_III_randomDNA112	NC_III	NC_III_randomDNA112	0	0	0	0
NC_III_randomDNA113	NC_III	NC_III_randomDNA113	0	0	0	0
NC_III_randomDNA114	NC_III	NC_III_randomDNA114	0	0	0	0
NC_III_randomDNA116	NC_III	NC_III_randomDNA116	0	0	0	0
NC_III_randomDNA118	NC_III	NC_III_randomDNA118	0	0	0	0
NC_III_randomDNA119	NC_III	NC_III_randomDNA119	0	0	0	0
NC_III_randomDNA121	NC_III	NC_III_randomDNA121	0	0	0	0
NC_III_randomDNA122	NC_III	NC_III_randomDNA122	0	0	0	0
NC_III_randomDNA123	NC_III	NC_III_randomDNA123	0	0	0	0
NC_III_randomDNA124	NC_III	NC_III_randomDNA124	0	0	0	0
NC_III_randomDNA125	NC_III	NC_III_randomDNA125	0	0	0	0
NC_III_randomDNA126	NC_III	NC_III_randomDNA126	0	0	0	0
NC_III_randomDNA127	NC_III	NC_III_randomDNA127	0	0	0	0
NC_III_randomDNA128	NC_III	NC_III_randomDNA128	0	0	0	0
NC_III_randomDNA129	NC_III	NC_III_randomDNA129	0	0	0	0
NC_III_randomDNA131	NC_III	NC_III_randomDNA131	0	0	0	0
NC_III_randomDNA132	NC_III	NC_III_randomDNA132	0	0	0	0
NC_III_randomDNA133	NC_III	NC_III_randomDNA133	0	0	0	0
NC_III_randomDNA134	NC_III	NC_III_randomDNA134	0	0	0	0
NC_III_randomDNA135	NC_III	NC_III_randomDNA135	0	0	0	0
NC_III_randomDNA136	NC_III	NC_III_randomDNA136	0	0	0	0
NC_III_randomDNA137	NC_III	NC_III_randomDNA137	0	0	0	0
NC_III_randomDNA138	NC_III	NC_III_randomDNA138	0	0	0	0
NC_III_randomDNA139	NC_III	NC_III_randomDNA139	0	0	0	0
NC_III_randomDNA140	NC_III	NC_III_randomDNA140	0	0	0	0
NC_III_randomDNA141	NC_III	NC_III_randomDNA141	0	0	0	0
