A_1_ratio_scaled_AAG	A_2_ratio_scaled_AAG	A_3_ratio_scaled_AAG	A_4_ratio_scaled_AAG	A_5_ratio_scaled_AAG	A_6_ratio_scaled_AAG	S_1_ratio_scaled_AAG	S_2_ratio_scaled_AAG	S_3_ratio_scaled_AAG	S_4_ratio_scaled_AAG	S_5_ratio_scaled_AAG	L_1_ratio_scaled_AAG	L_2_ratio_scaled_AAG	L_3_ratio_scaled_AAG	L_4_ratio_scaled_AAG	L_5_ratio_scaled_AAG	V_1_ratio_scaled_AAG	V_2_ratio_scaled_AAG	V_3_ratio_scaled_AAG	V_4_ratio_scaled_AAG	V_5_ratio_scaled_AAG	K_1_ratio_scaled_AAG	K_2_ratio_scaled_AAG	K_3_ratio_scaled_AAG	K_4_ratio_scaled_AAG	K_5_ratio_scaled_AAG	LA_1_ratio_scaled_AAG	LA_2_ratio_scaled_AAG	LA_3_ratio_scaled_AAG	LA_4_ratio_scaled_AAG	LA_5_ratio_scaled_AAG	LB_1_ratio_scaled_AAG	LB_2_ratio_scaled_AAG	LB_3_ratio_scaled_AAG	LB_4_ratio_scaled_AAG	LB_5_ratio_scaled_AAG	A_AAG	V_AAG	S_AAG	L_AAG	group_AAG	FDR_active_A_AAG	FDR_active_S_AAG	FDR_active_L_AAG	FDR_active_V_AAG	FDR_active_K_AAG	FDR_active_LA_AAG	FDR_active_LB_AAG	A_mean_log_ratio_AAG	S_mean_log_ratio_AAG	L_mean_log_ratio_AAG	V_mean_log_ratio_AAG	K_mean_log_ratio_AAG	LA_mean_log_ratio_AAG	LB_mean_log_ratio_AAG	A_1_ratio_scaled_CCT	A_2_ratio_scaled_CCT	A_3_ratio_scaled_CCT	A_4_ratio_scaled_CCT	A_5_ratio_scaled_CCT	A_6_ratio_scaled_CCT	S_1_ratio_scaled_CCT	S_2_ratio_scaled_CCT	S_3_ratio_scaled_CCT	S_4_ratio_scaled_CCT	S_5_ratio_scaled_CCT	L_1_ratio_scaled_CCT	L_2_ratio_scaled_CCT	L_3_ratio_scaled_CCT	L_4_ratio_scaled_CCT	L_5_ratio_scaled_CCT	V_1_ratio_scaled_CCT	V_2_ratio_scaled_CCT	V_3_ratio_scaled_CCT	V_4_ratio_scaled_CCT	V_5_ratio_scaled_CCT	K_1_ratio_scaled_CCT	K_2_ratio_scaled_CCT	K_3_ratio_scaled_CCT	K_4_ratio_scaled_CCT	K_5_ratio_scaled_CCT	LA_1_ratio_scaled_CCT	LA_2_ratio_scaled_CCT	LA_3_ratio_scaled_CCT	LA_4_ratio_scaled_CCT	LA_5_ratio_scaled_CCT	LB_1_ratio_scaled_CCT	LB_2_ratio_scaled_CCT	LB_3_ratio_scaled_CCT	LB_4_ratio_scaled_CCT	LB_5_ratio_scaled_CCT	A_CCT	V_CCT	S_CCT	L_CCT	group_CCT	FDR_active_A_CCT	FDR_active_S_CCT	FDR_active_L_CCT	FDR_active_V_CCT	FDR_active_K_CCT	FDR_active_LA_CCT	FDR_active_LB_CCT	A_mean_log_ratio_CCT	S_mean_log_ratio_CCT	L_mean_log_ratio_CCT	V_mean_log_ratio_CCT	K_mean_log_ratio_CCT	LA_mean_log_ratio_CCT	LB_mean_log_ratio_CCT	A_CCT_activity	A_AAG_activity	A_fold	A_pvalue	A_qvalue	S_CCT_activity	S_AAG_activity	S_fold	S_pvalue	S_qvalue	L_CCT_activity	L_AAG_activity	L_fold	L_pvalue	L_qvalue	V_CCT_activity	V_AAG_activity	V_fold	V_pvalue	V_qvalue	K_CCT_activity	K_AAG_activity	K_fold	K_pvalue	K_qvalue	LA_CCT_activity	LA_AAG_activity	LA_fold	LA_pvalue	LA_qvalue	LB_CCT_activity	LB_AAG_activity	LB_fold	LB_pvalue	LB_qvalue	qvalue_0_05_A	fold_1_5_A	active_A	final_sig_A	qvalue_0_05_S	fold_1_5_S	active_S	final_sig_S	qvalue_0_05_L	fold_1_5_L	active_L	final_sig_L	qvalue_0_05_V	fold_1_5_V	active_V	final_sig_V	qvalue_0_05_K	fold_1_5_K	active_K	final_sig_K	qvalue_0_05_LA	fold_1_5_LA	active_LA	final_sig_LA	qvalue_0_05_LB	fold_1_5_LB	active_LB	final_sig_LB	group2
CXCL2	1.16271064455899	0.93882244209973	0.446714753280679	0.783454173388173	0.905362169040324	0.54942718959676	0.137787643028281	0.535145447563082	0.708888881608655	0.947876180645006	1.32762213592014	1.07986397616169	1.10900197883792	1.17538717477726	1.18097095986637	1.19027882259611	0.760412858318438	0.934250482107244	0.717214359955181	0.757077585778652	1.00488289757726	0.315789921219427	0.565406709288662	0.967004714141679	0.640018773235213	0.455781491009184	1.01436803395316	0.959199611082367	0.974713146177839	0.96735758661635	0.989930576378031	1.53131660629729	0.63445881400607	0.419301392889659	1.05488492265039	1.1903099095884	0	0	0	1	promoter_candidate	1	1	1	1	1	1	1	0.79774856199411	0.731464057753034	1.14710058244787	0.834767636747355	0.588800321778833	0.981113790841549	0.966054329086363	0.531748060857209	0.461038374521654	0.308426837311088	0.430601374777641	0.647778866484596	0.477085783551594	1.14502240192719	0.677246802424972	0.335914017547626	0.596109887311182	0.409941726038187	1.59117104170239	1.6020057180295	1.62238682641004	1.53231786087165	1.64204354667954	0.360470475377787	0.256208635142024	0.154458671866233	0.407043068467586	0.451284489664785	0.643172429753561	0.819001373157741	-0.416357379395827	0.828819301077343	0.831643170502076	1.39630660523934	0.820155977757106	1.40621122175174	1.24311602492451	1.19324728443964	1.15591543196861	1.14837345154335	1.37736257134872	0.712103420627619	2.02410612683904	0	0	0	1	promoter_candidate	1	1	1	1	1	1	1	0.47611321625063	0.632846967049831	1.59798499873863	0.325893068103683	0.541255779018979	1.21180742282246	1.28357220046547	0.47611321625063	0.79774856199411	0.321635345743479	0.0133187432506482	0.0345843366408498	0.632846967049831	0.731464057753034	0.0986170907032025	0.775586287917619	0.839141275399757	1.59798499873863	1.14710058244787	-0.450884416290756	8.33896295827187e-05	0.000202369225685165	0.325893068103683	0.834767636747355	0.508874568643672	0.00102091505796733	0.0214944008150418	0.541255779018979	0.588800321778833	0.0475445427598543	0.894148423874395	0.954166605750895	1.21180742282246	0.981113790841549	-0.230693631980916	0.0837081330287326	0.221046222472484	1.28357220046547	0.966054329086363	-0.317517871379107	0.328583036400323	0.739786662878183	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0_0_0_1
CYP1A2	-0.770370052141116	-1.28502448096487	-1.27926408957839	-0.778195215842276	-0.737591142790922	-1.40037301365216	1.42921832189519	1.72756893147109	1.81177970071607	1.37915059741725	1.76694206550657	1.3065241478404	1.27783395159272	1.30927070791928	1.34671549077368	1.35776413432614	-0.656238245773707	-1.27221684972691	-0.739345008074532	-0.925455454906406	-0.426518671963453	-0.347890564163464	0.0130994654937999	-1.29804990567124	-0.573080910943715	0.02691504300987	0.360243185808364	-0.0061548409648633	1.49701632525244	0.67451404669901	-0.0802067292672556	-0.0188043626743498	-0.124285407783468	0.971685434396749	0.543543321546356	0.920727210626083	0	0	0	1	promoter_candidate	0	1	1	1	0	1	1	-1.04180299916162	1.62293192340123	1.31962168649044	-0.803954846089001	-0.43580137445495	0.489082397505539	0.458573239222274	-1.95298942119889	-1.62711108166575	-1.84116496647011	-1.61389715052612	-1.35700849979277	-2.15991828115912	1.56970737317289	1.76008178733429	1.2848198522608	1.36666905835969	1.5467738449539	1.89544185646277	1.7359650583143	1.70338983029779	1.66452918033016	1.76683146864131	-1.04022174990574	-0.762615040688009	-1.65526773545556	-1.10396885536968	-0.794856302906468	-0.277755538953882	-0.398181758866147	-0.63202919126828	-0.536584725976516	-0.019763866327898	-0.0799137253897419	0.0346413546377506	1.77645447729569	0.710273869482292	0.760205630134798	-0.652017777932957	-0.0412051572262871	0.346937012763577	0.142281608969825	0.613942057872165	0	0	0	1	promoter_candidate	0	1	1	0	0	1	1	-1.75868156680213	1.50561038321632	1.75323147880927	-1.07138593686509	-0.372863016278545	0.640332321232157	0.0819875488892646	-1.75868156680213	-1.04180299916162	0.716878567640504	0.0016453771870235	0.00978434220375044	1.50561038321632	1.62293192340123	0.117321540184916	0.376229307911311	0.526180665822103	1.75323147880927	1.31962168649044	-0.433609792318824	0.000642300519397067	0.000953051627829172	-1.07138593686509	-0.803954846089001	0.267431090776092	0.309174637684717	0.423281270222135	-0.372863016278545	-0.43580137445495	-0.0629383581764052	0.734999100105409	0.872811431375173	0.640332321232157	0.489082397505539	-0.151249923726619	0.507723976051268	0.64207301516873	0.0819875488892646	0.458573239222274	0.376585690333009	0.0454440355351668	0.39776296271792	1	2	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0_0_0_1
CYP2A6	1.08001412321306	0.940949760611219	0.779076324366953	0.904230759845104	0.806416631661831	1.06394177621606	1.42992385392221	1.49205065252912	1.41668194833528	1.7961581699791	1.50980375603078	1.98995000620353	2.00295800536214	2.1828585329988	2.32057252615335	2.20907259800696	1.70372823002732	1.68394528659304	1.31630855573178	1.54776481312895	1.42297727461497	1.43822225491571	1.53873239237361	0.675624409157806	0.700329108019763	1.32464965959074	1.15674652101147	1.09291485180572	2.1127872171002	1.75258286276644	1.16312812996466	1.23117484843489	0.936225749543965	1.67885668536041	1.46982639951355	1.11807543257229	0	0	0	1	promoter_candidate	1	1	1	1	1	1	1	0.929104895985704	1.5289236761593	2.14108233374496	1.53494483201921	1.13551156481153	1.4556319165297	1.28683182308502	0.419901349550638	0.423133119216525	0.306757279168505	0.389059195495425	0.515690292095904	0.338522311396804	0.502022726416013	0.528936979637115	0.886534906596235	0.434869275945558	1.12598349494277	1.90865087709923	1.87921729384929	1.86140548392993	1.96644640754589	1.97495378531985	0.615907675358839	0.970509430055923	0.557584817267902	0.687050727767696	0.910035931505952	0.463000040340573	-0.106890565306526	-0.0120263324339313	-0.0402788561728897	0.462767246151043	1.00875092552044	0.819587607946725	1.96079625246945	1.27635748087248	0.984806904883605	0.83673999874858	0.77146573159779	1.21023928033112	1.15598745646696	0.854489085233805	0	0	0	1	promoter_candidate	1	1	1	1	1	1	1	0.3988439244873	0.695669476707538	1.91813476954884	0.748217716391262	0.153314306515654	1.21005983433854	0.965784310475651	0.3988439244873	0.929104895985704	0.530260971498404	0.000365444390714661	0.00482510475197832	0.695669476707538	1.5289236761593	0.833254199451758	0.0085429435912128	0.0700521374479449	1.91813476954884	2.14108233374496	0.222947564196124	0.0139373204000063	0.0160135288961724	0.748217716391262	1.53494483201921	0.78672711562795	0.00112095219537376	0.0203074827952596	0.153314306515654	1.13551156481153	0.982197258295874	0.00476696042141776	0.195445377278128	1.21005983433854	1.4556319165297	0.245572082191158	0.0166273162685515	0.128244350229719	0.965784310475651	1.28683182308502	0.321047512609371	0.00359869521475099	0.175211473268189	1	0	1	0	0	2	1	0	1	0	1	0	1	2	1	2	0	2	1	0	0	0	1	0	0	0	1	0	0_0_0_1
CYP2A6_ATG	0.966114517596031	0.659989680866898	0.441277875724032	0.77217143617919	1.20827028771735	0.806057816335737	0.53533380289861	1.29593572969695	1.34180815372853	1.28502281331699	0.804097666443522	2.33370071928229	2.38529937693899	2.49858164509353	2.60724659883042	2.54487266829825	1.43388204363186	1.58473205629111	1.02109903247385	1.03146820695116	1.38093752360589	1.49166761095816	2.20604236002857	0.349395899671834	0.638643286070696	1.26855587807429	1.1334815294144	1.03177199515749	2.47055990527988	1.69346516415383	1.63596337862199	1.0065567616387	0.717136710101732	1.5051450091623	1.39651726539589	1.63795737989884	0	0	0	1	promoter_candidate	1	1	1	1	1	1	1	0.808980269069874	1.05243963321692	2.4739402016887	1.29042377259077	1.19086100696071	1.59304839452552	1.25266262523949	0.683068289775381	0.41163065679197	0.328277999852816	0.553489341418602	0.657207196421063	0.329410162894121	0.518914753430098	0.467917299466017	0.370062226610994	-0.201636091717611	0.248639626171306	2.45476260697586	2.4407965431214	2.39092988331427	2.44483649784468	2.47973908051771	1.04636861783105	1.03494685898299	0.715511619256776	0.690177091606182	0.931639287345066	0.332022475225354	0.66275198354485	-1.17380859549564	-0.0386584547467807	-0.159462513277364	0.938705418501464	0.969037918895356	2.47000929654347	1.43590992527726	1.29346348168507	0.481591338288329	0.578402272067179	1.68929080364388	1.26254120034159	1.20471448152434	0	0	0	1	promoter_candidate	1	1	1	1	1	1	1	0.493847274525659	0.280779562792161	2.44221292235478	0.883728695004411	-0.0754310209499171	1.42142520818052	1.04330801917306	0.493847274525659	0.808980269069874	0.315132994544215	0.00554936920079227	0.0208838580068463	0.280779562792161	1.05243963321692	0.771660070424761	0.033270566561165	0.117274983489356	2.44221292235478	2.4739402016887	0.0317272793339125	0.577519059122105	0.581249802398088	0.883728695004411	1.29042377259077	0.406695077586361	0.000703530082280436	0.0202981457072763	-0.0754310209499171	1.19086100696071	1.26629202791063	0.00145781633407442	0.227127784848794	1.42142520818052	1.59304839452552	0.171623186344994	0.0516966320569001	0.167798651551355	1.04330801917306	1.25266262523949	0.209354606066428	0.170737269383298	0.57827970804169	1	0	1	0	0	2	1	0	0	0	1	0	1	0	1	0	0	2	1	0	0	0	1	0	0	0	1	0	0_0_0_1
CYP2C18	-5.1898370876523	-2.17125872588773	-0.742128508426997	-1.58235113432541	-2.24264896925307	-4.74621259254714	-1.98781393747197	-5.06161904954705	-3.98725281075428	-4.05092905849103	-3.56342327757974	-2.08775970931434	-1.5612139875858	-1.94524382317095	-1.88716064416773	-2.16863680122558	-6.07290458846671	-0.79051144077131	-1.02687153285515	-2.71582934919748	-2.52711057585994	-1.44729802626812	-4.15497460597971	-6.89750689420222	-6.82230905653902	1.42225378396974	-1.78801800330201	-6.76178365444931	-1.88430167570619	-2.11111005572473	-3.82291044315153	-4.99866323548834	-5.24445565998782	-4.0785410850626	-6.71329160440998	-6.63322041024703	0	0	0	1	promoter_candidate	0	0	0	0	0	0	0	-2.77907283634878	-3.73020762676881	-1.93000299309288	-2.62664549743012	-3.57996695980387	-3.27362476646675	-5.53363439903915	-2.25617646778051	-2.21272004184742	-2.7171899388652	-2.44777892476738	-2.83774918526877	-3.8776181046339	-2.81546979310742	-3.88216114934643	-4.24329409796645	-3.24667056361181	-5.07932823296819	-3.17224517564646	-3.03766862166045	-3.01657204924803	-2.97487074995691	-2.92300399776615	-3.4386380564062	-3.68186707138649	-2.33371852463288	-1.50807053026965	-3.0492509604567	-7.88511540325894	-7.95093660241815	-0.651502733179305	-2.07641705908114	-7.94933706058778	-2.81085093695919	-2.16545471909852	-2.45063270243551	-4.44197456546812	-3.30691055082039	-6.06455093408017	-3.23245020753618	-2.31657578798227	-2.03872730654377	-7.69910810883886	0	0	0	1	promoter_candidate	0	0	0	0	0	0	0	-2.7248721105272	-3.85338476740006	-3.0248721188556	-2.80230902863038	-5.30266177170506	-3.03516469495635	-4.27028246899625	-2.7248721105272	-2.77907283634878	-0.0542007258215804	0.94057251069938	0.950332017943991	-3.85338476740006	-3.73020762676881	0.123177140631244	0.817722649544382	0.873807879279936	-3.0248721188556	-1.93000299309288	1.09486912576272	0.000668479201541881	0.00098253829811533	-2.80230902863038	-2.62664549743012	0.175663531200262	0.864263283907517	0.909812294816156	-5.30266177170506	-3.57996695980387	1.7226948119012	0.606375796835618	0.811626710884787	-3.03516469495635	-3.27362476646675	-0.238460071510407	0.849871220972471	0.906917371421308	-4.27028246899625	-5.53363439903915	-1.2633519300429	0.30675205420334	0.717597147821027	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0_0_0_1
CYP2C9	-3.69644221311834	-3.88843467149178	-2.64881948733467	-1.44640321194705	-1.97320332709714	-1.4131318782419	-0.670858070520738	-3.88066963536775	-3.51788638728817	-3.60541431828447	-1.7392595882746	-0.831922465729111	-0.823422261145015	-1.09684515553484	-1.16007145951741	-0.893082498930366	-2.46881532606284	-0.990147266096919	-1.89774693604964	-1.0846321371724	-1.44620218850902	-2.81439442806582	-7.22552889173988	-7.23798688211578	-0.528339285697563	-7.2239293499095	-0.815623696976497	-0.992104007035173	-1.32547114258846	0.503813357345361	-0.900738566046711	-4.57179502808582	-3.06464757785973	-5.17213343358369	-2.74005740260182	-1.48424893302281	0	0	0	1	promoter_candidate	0	0	0	0	0	1	0	-2.51107246487181	-2.68281759994715	-0.961068768171349	-1.57750877077816	-5.00603576750571	-0.706024811060296	-3.40657647503077	-2.29552241855363	-1.90599118169458	-1.98526003279631	-2.18171160383795	-1.4081253799595	-1.1814497476789	-2.80228562514573	-0.391214317925156	-2.73178574346777	-3.34563462007331	-0.638655176573718	-1.40568798438612	-1.73387951264094	-1.99690215753399	-1.85447945368418	-1.57360224656237	-2.55421367806682	-1.55172649084827	-2.07757153352839	-0.768366203224001	-3.39998864248786	-2.42685480377624	-1.48367484481312	0.682841881966212	-0.271509960075897	-0.940228753007426	-3.84125008055752	-3.07477895151958	-2.10350340808733	-1.78233860425232	-2.56027475920598	-5.48843012596372	-4.1623601104421	-0.0874370755429898	-2.54515220290568	-1.01295203272282	0	0	0	1	promoter_candidate	0	0	0	0	0	0	0	-1.82634339408681	-1.98191509663714	-1.71291027096152	-2.07037330963107	-0.887885295941294	-2.67242916072454	-2.65926630951546	-1.82634339408681	-2.51107246487181	-0.684729070785001	0.134991376106298	0.187782646405011	-1.98191509663714	-2.68281759994715	-0.70090250331001	0.479097923247454	0.615870102656381	-1.71291027096152	-0.961068768171349	0.751841502790169	0.000339497404301169	0.000566313657281821	-2.07037330963107	-1.57750877077816	0.492864538852906	0.276006542104347	0.392352365509647	-0.887885295941294	-5.00603576750571	-4.11815047156442	0.0607664834463352	0.328729795865939	-2.67242916072454	-0.706024811060296	1.96640434966425	0.00605154413370205	0.0872991274102573	-2.65926630951546	-3.40657647503077	-0.747310165515311	0.54326184787225	0.828181955953979	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0_0_0_1
CYP2C9_ATG	-1.223819708041	-0.967738631440248	-3.07603421862054	-1.62257496097407	-1.63458645732293	-2.45133221390618	-1.03061814503668	-0.46488788530788	-3.11381030352675	-3.12585184436942	-2.72959165867637	-0.84518325514219	-0.917939370776122	-0.9196921468153	-1.1054712275968	-1.01652860814109	-0.824329837938572	-1.00760887211735	1.00179841251217	-2.93292678054353	-1.92623822678458	-2.96483187570023	-2.83061468222422	-7.11460432554827	-5.27438809083823	-0.829846200137938	-2.52574129346163	-2.59647968895069	-1.21671035284239	-1.38894507596479	-2.39928815961472	-6.96304575241354	-1.89749791463419	-0.291399704457841	-1.65341195117108	-1.59604747683571	0	0	0	1	promoter_candidate	0	0	0	0	0	0	0	-1.82934769838416	-2.09295196738342	-0.960962921694301	-1.13786106097437	-3.80285703488978	-2.02543291416685	-2.48028055990247	-1.2186132779015	-3.63469178944714	-3.39597234544684	-2.57497571627322	-2.0443483170558	-3.05939357403557	-3.39990069132769	-2.61016560413404	-3.94212357397361	-0.0159352540343824	-2.1349378786555	-1.75645620176445	-1.74146028766244	-1.92089495139337	-1.7508068764495	-1.7506577284012	-1.57635988353549	-3.95074113949407	-1.6298349091812	-1.48759353347073	-2.52422039303713	-0.68400591065823	-6.66219020455354	-7.94291759599514	-0.31232460184468	-1.21834055193248	-3.29268238436216	-3.077677267329	-1.46088665327741	-1.61128940110699	-4.06294219811728	-3.04022307924419	-2.18209249583626	-3.03532761972433	-1.85764575432245	-3.26766955501771	0	0	0	1	promoter_candidate	0	0	0	0	0	0	0	-2.65466583669335	-2.42061260042504	-1.78405520913419	-2.23374997174373	-3.36395577299681	-2.70109558083857	-2.67659170082899	-2.65466583669335	-1.82934769838416	0.825318138309185	0.0881821867843168	0.132613751940121	-2.42061260042504	-2.09295196738342	0.327660633041627	0.761813297942704	0.831166049155975	-1.78405520913419	-0.960962921694301	0.823092287439891	0.000196325859885091	0.000374847658947269	-2.23374997174373	-1.13786106097437	1.09588891076935	0.239424671226784	0.356619156569149	-3.36395577299681	-3.80285703488978	-0.438901261892965	0.782927143725753	0.89691212494465	-2.70109558083857	-2.02543291416685	0.675662666671721	0.0639039700951006	0.191466125784936	-2.67659170082899	-2.48028055990247	0.196311140926515	0.870777428843136	0.9608153216272	0	2	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0_0_0_1
CYP2D6	-1.65659656452847	-1.45940186213781	-1.43872823419543	-1.61499546691137	-1.90727224420967	-1.30280867248868	-1.3871332021303	-1.16303830558338	-0.994362699356585	-0.362789209207868	-1.38294949580635	0.973615833767443	0.895001328069041	0.981072838751163	1.0567562040715	1.05413789699716	-0.855458624268513	-1.30312536356948	-1.45785132993809	-2.06107605801773	-0.717493853941648	-2.98571091743974	-0.699066747862216	-0.0865857138720635	-1.44200469683535	-0.560532375282142	-1.55654438754018	-0.242221142285505	1.06315815381137	-0.116515475100687	-1.04049728482503	-0.123912048227073	-0.796888490436286	-0.0958198606037488	-2.67603121500506	-0.817674475701321	0	0	0	1	promoter_candidate	0	0	1	0	0	1	0	-1.56330050741191	-1.0580545824169	0.99211682033126	-1.27900104594709	-1.1547800902583	-0.378524027188005	-0.902065217994697	-2.45832086348714	-2.11613252600744	-2.36534264449771	-1.10706942980575	-2.01892839302218	-1.56829322480956	0.165331868061402	-1.2013149154356	-1.44898784986401	-0.741030566904276	-0.123404360601275	1.46503601588724	1.36808544453802	1.37107663099839	1.39815959312295	1.51320640261291	-1.22156375884683	-1.60408522030866	-2.59820781503778	-2.50939851497973	-3.17293788389737	-3.34166141410959	-3.25977929251009	-0.644362647416681	-2.85022948986383	-1.92683051968569	-1.69054321339896	-0.961098622006024	1.13868857484588	0.0128087512326562	-0.187293359500586	-0.828876444085994	0.297253359522003	-1.87519033465812	-0.223500887661536	0.109166971584813	0	0	0	1	promoter_candidate	0	0	1	0	0	1	0	-1.93901451360496	-0.669881164948752	1.4231128174319	-2.22123863861407	-2.40457267271718	-0.337487573765406	-0.504229467059767	-1.93901451360496	-1.56330050741191	0.375714006193056	0.145516880823177	0.198524781368222	-0.669881164948752	-1.0580545824169	-0.388173417468146	0.41166074254829	0.562603014815996	1.4231128174319	0.99211682033126	-0.430995997100642	0.000107067480703075	0.000237622699338164	-2.22123863861407	-1.27900104594709	0.942237592666983	0.0816755108887376	0.169216018570018	-2.40457267271718	-1.1547800902583	1.24979258245887	0.032642419737121	0.313931419447126	-0.337487573765406	-0.378524027188005	-0.0410364534225987	0.878849967781558	0.92641965480627	-0.504229467059767	-0.902065217994697	-0.39783575093493	0.619216199726194	0.855264928345222	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0_0_0_1
CYP2D6_ATG	0.00407140020462924	-0.926874400418453	-0.586933695568332	-0.749859864717863	-0.685304209406997	-0.378155765824401	0.592648654652882	-0.772998276120745	-0.456604700242089	-0.060486368529123	0.265783105514069	1.77668170589954	1.73313984346483	1.74671415452312	1.85559501228813	1.87461350040764	-1.80342556821198	-0.647376262278104	-2.21005381353218	-1.03405050031462	-1.10302127766886	-1.39370709609969	-0.878493235174469	-0.0639585771452823	-1.26248873380198	-0.857677745361211	-0.0769318974661838	-0.813923433835677	1.56590114245951	1.08567254222239	0.221174834988982	-1.19192077513371	-0.993479605032974	0.819507132239957	-0.450479412412018	-0.113085537322648	0	0	0	1	promoter_candidate	1	1	1	0	0	1	1	-0.553842755955236	-0.0863315169450011	1.79734884331665	-1.35958548440115	-0.891265077516526	0.396378637673805	-0.385891639532278	-1.69173472347989	-0.846024946616736	-1.38841601195842	-0.863272318012512	-1.84925483448814	-2.37194126295634	-1.82951395931573	-1.74873451628988	-0.894511926609218	-0.431790587733152	-0.976447693300451	2.37190355677693	2.32936593171824	2.30799548264191	2.36020099424101	2.44274663163045	-1.3053213870177	-1.07843931646464	-2.49916617912324	-2.02944023603154	-1.24057842995862	-1.25225573765175	-0.406325945443655	1.8781713926712	-1.0619303589959	-2.39557633844851	-0.1899959222236	-0.897526506524676	2.19563403080341	0.83094856942648	0.312892127448339	-0.946811239657095	-2.36738611738997	0.534574800044679	-0.232935647533329	0.213630405953624	0	0	0	1	promoter_candidate	0	0	1	0	0	1	0	-1.50177401625201	-1.17619973664969	2.36244251940171	-1.63058910971915	-0.647583397573724	0.45039045978599	-0.559785559716417	-1.50177401625201	-0.553842755955236	0.947931260296771	0.0386817632126748	0.0705693057205471	-1.17619973664969	-0.0863315169450011	1.08986821970468	0.0424843284373725	0.133448757470618	2.36244251940171	1.79734884331665	-0.565093676085057	4.52022162058642e-06	5.7725453154702e-05	-1.63058910971915	-1.35958548440115	0.271003625318001	0.323423782836768	0.435894683096612	-0.647583397573724	-0.891265077516526	-0.243681679942802	0.682401195620821	0.861572984422398	0.45039045978599	0.396378637673805	-0.0540118221121851	0.743672227705122	0.822898672418025	-0.559785559716417	-0.385891639532278	0.173893920184139	0.614349197919664	0.851562322383307	0	2	1	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0_0_0_1
CYP2D7_tv1	-0.821858047876941	-0.258497981120807	-0.744385690463129	-1.1744057968858	-0.598063246812023	-1.20090402897341	-0.650036218458439	-0.358629707074096	-1.13531482680641	-0.250246973985626	-0.845100420535271	1.24454088691829	1.22253777978791	1.38604110630644	1.42875632980685	1.46861969396686	-0.857589438295982	-1.23330718191783	-1.59126294719337	-0.572109249678317	-0.658797372490802	-2.85875185058664	-0.465038930544993	-0.542884837782527	-0.832247988922632	-0.191743487216365	-1.29749117215247	-0.837678988858326	0.868228450033795	0.263439186409284	-0.399712083119112	-0.192974208323922	0.333168488392943	0.554181714476612	0.0490235353771756	-0.6016263046633	0	0	0	1	promoter_candidate	0	0	1	0	0	1	1	-0.799685798688686	-0.647865629371968	1.35009915935727	-0.98261323791526	-0.978133419010631	-0.280642921537367	0.0283546450519016	-1.09800987718387	-1.733412624434	-0.932924548207973	-1.39405800297314	-1.52632477302177	-2.40116895274554	-0.230422633835083	-0.736798364502336	-2.553293827276	-0.628548731383228	-0.784187287575307	1.67551187487677	1.56021260746596	1.73895965621921	1.765164202205	1.80445285824212	-1.1590735181431	-1.36415199591286	-1.07888948286386	-0.680868618058642	-1.67625960754157	-1.16364965394989	-0.390316387615853	-2.90635967612624	-1.5894550389416	-0.960267978872781	-1.12808568109071	-0.788590566113743	1.40925348042858	0.490782407972055	0.474134492333255	-0.175097297511837	-0.841552920751911	0.467984019036746	-0.151668478767228	-0.442838755099941	0	0	0	1	promoter_candidate	0	0	1	0	0	1	1	-1.51431646309438	-0.98665016891439	1.70886023980181	-1.19184864450401	-1.40200974710127	0.0914988267058866	-0.228634686618834	-1.51431646309438	-0.799685798688686	0.714630664405696	0.0262421435204743	0.0532360151105456	-0.98665016891439	-0.647865629371968	0.338784539542422	0.333710849201638	0.484098233758056	1.70886023980181	1.35009915935727	-0.358761080444544	4.01681324108183e-05	0.000131474685495914	-1.19184864450401	-0.98261323791526	0.209235406588747	0.440905296424413	0.551308548819611	-1.40200974710127	-0.978133419010631	0.423876328090642	0.556079620196234	0.781924231286763	0.0914988267058866	-0.280642921537367	-0.372141748243253	0.0674699937218544	0.196850655840167	-0.228634686618834	0.0283546450519016	0.256989331670736	0.339125253109312	0.727764661631278	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0_0_0_1
