A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled	K_1_ratio_scaled	K_2_ratio_scaled	K_3_ratio_scaled	K_4_ratio_scaled	K_5_ratio_scaled	LA_1_ratio_scaled	LA_2_ratio_scaled	LA_3_ratio_scaled	LA_4_ratio_scaled	LA_5_ratio_scaled	LB_1_ratio_scaled	LB_2_ratio_scaled	LB_3_ratio_scaled	LB_4_ratio_scaled	LB_5_ratio_scaled	mean_log_A_ratio	mean_log_S_ratio	mean_log_L_ratio	mean_log_V_ratio	mean_log_K_ratio	mean_log_LA_ratio	mean_log_LB_ratio	A_rank_value	S_rank_value	L_rank_value	V_rank_value	K_rank_value	LA_rank_value	LB_rank_value	group	group2	A	S	L	V	A_DESeq2_Active	V_DESeq2_Active	L_DESeq2_Active	S_DESeq2_Active	K_DESeq2_Active	LA_DESeq2_Active	LB_DESeq2_Active
ACTA1:::CCT	2.75442445729359	2.45461959137334	1.78575772757566	1.68140053363314	2.15230834568592	2.21942905002974	3.19950178924402	5.00988338004545	4.10828350069215	4.0486053461064	4.70570986630813	-0.660912338100327	-0.549496041993884	-0.625078614164205	-0.642338420579944	-0.517735119985392	3.60034966548144	3.08441284945956	3.25076630834921	3.36764010006536	3.53262158248363	0.878276304940533	-1.48494708099015	-2.00641152481284	-7.19122600171989	0.421645800555405	1.28607998750436	0.941073386042491	0.118453648084142	1.21706020355181	1.20027228898622	0.359202774816981	1.21106144962093	1.29296870262026	0.666296196143103	1.59732631981741	2.17465661759856	4.21439677647923	-0.59911210696475	3.36715810116784	-1.87653250040539	0.952587902833804	1.02537108860374	98	17	813	42	1111	251	231	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1	0	1	1
ACTA2:::AAG	0.988333622176211	0.427778987424302	0.331795236042147	0.254569289119711	0.32729381697582	0.256564230089031	1.45326338249291	2.22744260617777	1.76606985517962	1.90559129360889	2.05818117511321	-0.79079215473476	-0.683557740401502	-0.700282875544852	-0.6860118685734	-0.531813576478268	0.839927684991955	0.917798106435196	0.463478471191079	0.784546450248172	1.51946093677933	-1.26993886161853	-0.695618994343015	-0.69269933294774	-0.378217235013114	-0.832615847408753	-0.667338686611804	-0.667576930388754	-1.03180523522553	-0.882279911747896	-0.736933418597619	-1.2568124395654	-0.465767170113456	-0.982113816012282	-0.137891311282895	-0.334441479674514	0.43105586363787	1.88210966251448	-0.678491643146556	0.905042329929147	-0.773818054266231	-0.797186836514321	-0.635405243329708	426	228	843	396	672	834	702	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1	0	0	0
ACTA2:::CCT	0.623157789506596	0.193071761844968	0.00612543992300298	-0.0421139181775545	0.0181699902942237	0.152287159833306	1.05857985774208	1.80713610921173	1.45618149937312	1.23858197807059	1.57059422275978	-1.47793062494404	-1.45044533263527	-1.48826817379831	-1.49290766891725	-1.35618097921945	0.365180066961525	0.760170137330887	-0.0397345572051447	0.756552955436904	0.84620323806357	-1.16519548557001	-1.17048568733493	-0.840910811452533	-1.80894713010516	-1.25709035749789	-0.838594767679834	-0.229379423062668	-1.25027910710857	-1.44431746541531	-1.02788666635101	-0.333455881016829	-1.13915641349937	-0.159800920497569	-0.0812072412798891	-0.601038176025665	0.158449703870757	1.42621473343146	-1.45314655590287	0.537674368117548	-1.2485258943921	-0.958091485923479	-0.462931726463864	505	309	1119	475	860	897	643	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1	0	0	0
ACTC1:::AAG	1.23595051251684	0.132669905739932	0.376563969257388	0.653967609993627	0.408774913479568	0.83535391370972	2.53028810891424	2.61042216385977	2.69731372396436	3.59110825731004	2.82560788476751	-0.947057422500919	-0.742122031387457	-0.84439959413872	-0.777186043195403	-0.780431309740014	1.6702513491038	1.46456573895586	0.434765987368742	1.15627562752697	1.6121019002091	-2.10052215840156	-1.892910191348	-1.5079878367415	0.420503566762827	-1.62303481040093	-1.36984226338507	0.0285050586320037	-0.969504135796524	-0.300465738933732	-0.31882207392704	-4.28294704172132	-3.52207474204142	-4.88622963164576	-4.22681290258212	-4.61857117239553	0.607213470782845	2.85094802776318	-0.818239280192503	1.2675921206329	-1.34079028602583	-0.586025830682072	-4.30732709807723	388	101	886	321	902	759	1541	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1	0	0	0
ACTC1:::CCT	1.02718291723824	0.50445797337272	-0.0497263390296318	0.450566093225535	0.451911455665954	0.722758245848147	2.96699016234834	3.10265041745618	2.57407076480261	2.58196218773423	2.79814533488261	-1.6259444932134	-1.55381355204886	-1.66012404543233	-1.74393943828736	-1.65464728361619	0.765159275065006	1.28552673091204	0.815824956089981	0.615573890999201	1.1402743250305	-1.08359030800443	-2.43384939980824	-2.3728149870537	-3.58061645718087	-1.25326601414329	-0.935682354390585	-0.695593430561072	-1.61133819894034	-2.00385342034444	-1.84007977537662	0.451443655681135	-2.89334216876819	-2.07838445896223	-2.10393526520295	-0.96608868977204	0.517858391053494	2.8047637734448	-1.64769376251963	0.924471835619346	-2.14482743323811	-1.41730943592261	-1.51806138540485	406	106	1185	391	1212	1084	1030	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1	0	0	0
ACTN1:::AAG	-1.7691000240208	-0.764690994591386	0.292748683017638	-1.05934714398434	-0.287225626442149	-1.14448815361335	-0.816020286708573	0.734448741653672	0.226445811312081	-0.957655424461388	-0.119692177036206	-0.873218973598661	-0.850418440939106	-0.652017524854965	-0.6585052158893	-0.663851103027264	-2.48741280254221	-1.13328751531985	-2.30201955868246	-1.53535929409005	-1.97697113970714	-4.80599713698207	-1.46827392390899	-4.39475731889411	0.430317319976465	-4.69318795381474	0.524747480592599	-0.0721635257920907	-0.688696518625085	0.0047315305235539	-1.18883582143309	-1.72232345860197	0.612107921158838	0.361757606539019	-2.64053457103271	-0.706433096665867	-0.788683876605732	-0.186494667048083	-0.739602251661859	-1.88701006206834	-2.98637980272469	-0.284043370946823	-0.819085119720539	759	643	861	1185	1397	653	756	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0	0	0	0
ACTN1:::CCT	-1.50085231768221	-1.33417869634495	-1.05016210115507	-0.639172013203768	-2.12334266078304	-1.65212213706169	-1.88324677020267	0.224968183245547	0.585706727981153	0.181043847986446	-1.74012408809602	-2.07289817986742	-1.76661754930093	-1.66466743176632	-1.70018463790977	-1.75244443358935	-0.60225916674103	-2.20425584592583	-2.44047412763264	-1.14241552089448	-0.707276559770614	-2.73614986778794	-6.71422577658971	0.0558321957800127	0.748666287346246	-1.98999289383032	-0.553312142979309	-2.53773919482614	-1.85596039462313	-1.71769644949181	-1.44624972438945	-6.57512519383089	-1.35326970203566	-4.66083031843352	0.240486995763184	-5.03509743095092	-1.38330498770512	-0.526330419817108	-1.79136244648676	-1.41933624419292	-2.12717401101634	-1.62219158126197	-3.47676712989756	964	717	1243	975	1208	1157	1507	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0	0	0	0
ACTN3:::AAG	0.146658911173143	-0.205094759119158	-0.48348321488019	0.710245492256638	0.378549405478112	0.237514002291248	1.2989510115832	1.32494736169955	0.664395605891099	1.00821885984131	1.20272355006963	-0.337729846037402	-0.296989713211144	-0.209294319823774	-0.251940398790918	-0.138496616667926	1.44865147013234	0.810174666402941	0.0782828297595161	1.03115741041497	1.06759558605505	-1.436020402021	-1.35628706941587	-1.5742729125555	-0.50647803163788	-0.0951459787422657	-0.144149878249226	-0.118238171209945	0.0559621684438508	-0.487230958336778	0.068181616224121	-0.0164859212035733	-0.435009461197628	-0.512910104148983	-0.871898730067646	-0.0935866526111873	0.130731639533299	1.09984727781696	-0.246890178906233	0.887172392552965	-0.993640878874502	-0.125095044625595	-0.385978173845803	512	386	711	398	754	594	620	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	0	1	0
ACTN3:::CCT	-0.0866464282551344	-0.0728793316239667	-0.325993024758519	-0.331535155412368	0.118473108917278	-0.0285765772727033	0.755897879005151	0.927395747439095	0.917810047820613	0.761413365232891	0.737353269401381	-0.993782884455009	-0.980397470221277	-0.977778890932851	-1.06696108001907	-0.854483846225702	0.653352495643418	0.409037216217181	0.3242657487302	0.480340155895784	1.07054511922684	-1.74923148678212	-2.28581075879865	-3.64791000731848	-1.38957647637247	-0.942152943824641	-0.505523504223342	-0.493871319868963	-1.03692702736287	-1.25563812430007	-1.62129421574394	-0.209520472349165	-1.11908679966056	0.135813219309077	-0.433906961133434	-0.390916005895584	-0.121192901400902	0.819974061779826	-0.974680834370782	0.587508147142685	-2.00293633461927	-0.982650838299836	-0.403523403945933	557	438	953	464	1157	914	626	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1	0	0	0
ADAMTS1:::AAG	3.45508428991427	3.13647780717297	3.18310812597343	2.8971431212574	2.79729825792982	3.21264440624456	3.89774846084824	3.18232060925876	3.61548039362633	4.12361869677901	3.45954884512409	2.13687721536426	2.2303028843458	2.29901068230902	2.4193799020587	2.38316523039952	3.17844011525214	3.43153009618871	3.46895303652728	3.33131777468504	3.32676725292136	2.95756614807609	2.03741469965526	3.27276432452507	2.61831054780004	1.76253576285217	2.45392619107244	3.08805216233746	2.17261930890115	2.54351534127331	1.91502467414751	2.9337771991909	2.74370299892004	2.42453025893287	1.80849250230849	2.25974895514178	3.11362600141541	3.65574340112729	2.29374718289546	3.34740165511491	2.52971829658172	2.43462753554637	2.43405038289882	20	37	64	44	17	18	18	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	1	1	1
ADAMTS1:::CCT	3.00902138152694	2.98085652483951	2.34488339681064	2.85570247504976	2.59648311352268	3.03278436000252	2.72332709186874	3.42524387185274	3.27017444102525	3.09479562628246	3.70321623632098	2.94767480378725	2.92850934079365	2.86612699312169	2.88295675101635	2.98189186353857	3.0369462265541	2.84216369083132	2.7584286082467	2.97475742733425	2.86043619379963	1.8320394317162	2.18280121361635	2.83987709863078	2.76435077774512	3.2199345662572	2.33996962235713	2.58677128291584	2.76416833052966	2.17912706663203	2.33568385416941	1.97772129958956	2.54763889978554	2.20622175299813	2.45966764113519	2.25543249859738	2.80328854195868	3.24335145347003	2.9214319504515	2.8945464293532	2.56780061759313	2.44114403132081	2.28933641842116	40	64	16	86	15	17	31	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	1	1	1
ADH1A:::AAG	-1.70205586418397	-3.34298681743059	-2.02196934540097	-3.03824757692923	-1.52557306768575	-1.90217867081187	-2.61119958936076	0.545937744300751	-2.13146291792869	0.507984724275077	-2.79153913925805	-0.3206775991443	0.0520116446061733	-0.200446834925258	-0.0721665046345568	0.0657195536363809	-1.99862456248825	-1.90701166115625	-1.74750065028565	-2.55305190463383	-2.84520286252215	-4.2497763221657	-4.57852727940742	-6.97674030071579	-3.20177800812709	-6.96268276850951	-2.10420587134595	-2.19076678491126	-0.848432167812272	-0.116037833522647	-1.65785839229893	-0.287059328982916	-1.3338589752579	0.201221947384418	-6.79252501092355	-2.55102649568707	-2.25550189040707	-1.29605583559433	-0.0951119480923122	-2.21027832821723	-5.1939009357851	-1.38346020997821	-2.1526495726934	1365	937	660	1342	1544	1075	1283	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	0	0	0
ADH1A:::CCT	-2.14011576234146	-2.83537591273818	-3.85777515541368	-2.37291034518133	-1.74861735437443	-0.88021044998234	-1.27818179006634	-3.62636776466373	-2.06621992390093	-4.23200329691939	-1.21588943926366	-0.129270884119163	-0.0732003856875153	0.150820830816895	0.0563595251810708	0.265012057109777	-2.86582394335948	-2.48126882383857	-2.16134082931719	-1.23722573480395	-1.51886419144384	-3.57906723338763	-0.890288173340955	-0.0274769437680265	-5.5503642450373	-1.80447367612643	-0.817993550115878	-1.26833110416858	0.291723989193967	-1.7962346277839	-0.844450003436574	-2.76553648029989	-0.224580998582388	-2.62797659138043	-0.242761569040724	-2.31734976527759	-2.30583416333857	-2.48373244296281	0.053944228660213	-2.05290470455261	-2.37033405433207	-0.887057059262194	-1.6356410809162	1382	1386	605	1260	1281	870	1078	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	0	0	0
ADH1B:::AAG	-1.53527203131778	-0.943848457364912	-2.17137730590604	-0.808580592650064	-0.674839638053105	-1.28557462011228	1.08540268621285	-0.925929322426939	-2.75726154607712	-0.126533564099085	-0.413440793175172	-0.343795676557349	-0.281876836795866	-0.257567024536368	-0.1703279275143	-0.241165948648255	-1.27985930998344	-2.88809115540925	-0.937495559466301	-0.867945910789294	-2.30499854767794	-0.577150381882002	-0.737959919766202	-4.92765747275501	-5.04005137720028	-2.03230882545017	0.217895122397959	-1.8004245834362	-0.714860136304638	-0.548639417022164	-0.506037242088325	0.562040514744701	-2.26984129081637	-2.91072039686984	0.756601436183109	-3.66034923665945	-1.23658210756736	-0.627552507913093	-0.258946682810428	-1.65567809666524	-2.66302559541073	-0.670413251290674	-1.50445379468357	908	744	714	1070	1345	787	1028	promoter_candidate	1_0_0_0	1	0	0	0	0	0	1	0	0	0	0
ADH1B:::CCT	-2.08661071518792	-2.05895283545737	-1.53276085521179	-2.21628138830643	-1.06248240186082	-0.780367441995075	-1.30904786701228	1.08392191793488	-2.37203135568163	-1.62981921747174	-1.81502206066488	-0.222108516601844	-0.137358120667735	-0.276780893363883	-0.222001422712819	0.00494347630072675	-1.18637158246666	-2.74784625658515	-0.415830313097262	-1.54037231040935	-2.41888558228122	-0.183205762992325	-2.23049795402009	0.280281455306651	-1.07664032641706	-0.4624159930855	-0.202466705971178	-0.936981712652356	-0.743340629987621	-0.64480511655745	-0.867108078695548	-1.25892653594949	0.159564616781772	-1.02692781714824	-1.93941087415832	-1.42938168382194	-1.62290927300323	-1.20839971657913	-0.170661095409111	-1.66186120896793	-0.734495716241665	-0.67894044877283	-1.09901645885924	1069	904	674	1077	661	792	870	promoter_candidate	1_0_0_0	1	0	0	0	0	0	1	0	0	0	0
ADH1C:::AAG	-1.93467550284111	-2.46086170635806	-2.01434520744987	-0.297283408086805	-1.74350867372734	-0.461803770539511	-0.482351306027757	-3.47936617188276	-1.7273853419941	-0.363921966833999	-1.60279991740005	-0.0473261320269694	-0.153117479984644	-0.246804939415789	-0.0303610878041855	-0.0769933477265454	-2.88602309835183	-0.658520297914407	-1.69623279686019	-0.660759298062242	-1.79351187850026	-5.86940931367234	-1.82883331951225	-4.14590907824723	-5.57056340002965	-0.715662973353677	-1.09802586122395	-2.89265499814212	0.219400008433002	0.0586111902570994	-1.19053017111142	-0.758164899989023	0.178371090319093	-1.16417178749013	1.28138735013226	0.318670028018167	-1.48541304483378	-1.53116494082773	-0.110920597391627	-1.53900947393779	-3.62607561696303	-0.980639966357476	-0.028781643801925	1005	1018	663	1020	1470	912	504	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	0	0	0
ADH1C:::CCT	-3.44160489487725	-2.35075283451225	-1.99684750963601	-2.1714584364618	-2.3032798333071	-1.50950229914087	-3.17643533214292	-1.57609688751462	-2.97585364106542	-1.72723626776103	-3.03331265003627	-0.285648360713835	-0.331748793455469	-0.420107186045951	-0.334688562662649	-0.320625466642086	-4.15991767339866	-1.98881505246666	-2.67963238283972	-1.62009625875126	-1.93192782154476	-1.0935462727396	-1.54240439019257	-1.48282880054703	-0.650780631046039	-0.648236571988974	-1.22718394170976	-2.03285290696792	-0.230703995218503	-0.910438622689232	-1.92695411486523	-2.59344866042872	-1.82261931360758	-0.785831333896954	-1.39207867600887	0.225838198692728	-2.29557430132255	-2.49778695570405	-0.338563673903998	-2.47607783780021	-1.08355933330284	-1.26562671629013	-1.27362795704988	1378	1392	741	1450	790	1025	937	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
ADH4:::AAG	1.22081786171096	-0.235761235294848	-3.54081285501944	-1.09010292967277	-4.01841068533656	-2.28070496605459	-2.28688926660187	-2.04256576776151	-2.72189065101627	-3.44414973580015	-3.44823747289432	-1.78735825101627	-1.42055504052689	-1.36984359951463	-0.933272131181926	-1.30755720697823	-1.84208052449051	-3.60292006306558	-2.25858594394242	-1.39567072102686	-2.13817769957357	-4.35372007817455	-3.15127187626807	-4.43199926770967	-4.35680143004646	-4.41794173550339	1.21790970497816	-4.29627602795675	-3.4875058833462	-4.26281212737699	0.593371004594715	-1.7658074136797	-4.40804495451969	2.530506108565	-4.24778397791742	-4.16771278375447	-1.65749580161121	-2.78874657881482	-1.36371724584359	-2.24748699041979	-4.14234687754043	-2.04706266582141	-2.41176860426126	1081	1455	1098	1359	1503	1321	1363	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
ADH4:::CCT	-2.97158274342002	-3.86708443297167	-3.65260881144678	-1.48306489124433	-3.71804046850798	-1.35585327838653	-0.806992206602755	-2.24924556903721	-2.74065866518152	1.30773702494999	0.525932842141578	-1.82368303339998	-1.52575558596968	-1.50084903099867	-1.30516602965354	-1.5395434502874	-0.189417385849403	-1.35783265476914	-2.44102364055554	-1.16833156626547	-1.5048795038877	-5.27172992173509	-0.103860995213936	-5.3500091112702	-5.274811273607	-0.502050324810063	-5.269808602754	-2.47590982598476	-3.69956516611727	-5.18082197093753	-5.2435157124601	-5.19845053813548	-5.32605479808023	-4.95267936466311	-0.575823977144474	-1.22620709833469	-2.84137243766288	-0.792645314745981	-1.53899942606185	-1.33229695026545	-3.30049232532726	-4.37392425565073	-3.4558431552716	1533	783	1145	936	1439	1568	1504	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
ADH6:::AAG	-0.872464561790954	-1.2471324649053	-0.652811551842192	-1.96280723382407	-0.806893260172393	-0.863776868876663	-0.727855693980137	-0.234935222698222	-1.57679029812339	-1.72515215195259	-3.35808970136944	1.86789707694418	1.86526741052094	1.9220679597204	1.90605118190487	1.97228417180046	-0.904454929006977	-2.2389344147297	-1.77880044848378	-1.00097920328288	-0.364378271703771	0.272645219694023	0.505403276375815	0.745958064321962	0.961312619813085	-0.048128058730725	0.449873728525895	-0.142163444471247	1.46169872341813	0.815535029607375	0.851933479213815	-0.218398991942924	0.541576342972203	0.629799346934795	-0.770757839422179	1.49710209145627	-1.06764765690193	-1.52456461362475	1.90671356017817	-1.25750945344142	0.487438224294832	0.687375503258793	0.335864189999634	852	1016	115	908	311	313	406	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	1	1	1
ADH6:::CCT	-1.16372377177359	-1.12706745669272	-1.52579434645938	-2.11402738463671	-0.743106497032829	-1.79875059229571	-1.42953740050853	0.867996467289072	-2.34297961181456	-3.73781799486136	-2.57101987058967	2.6927829292424	2.69989526389936	2.69473460971198	2.66960198516951	2.82972735994732	-2.69651915067795	-1.21213327573659	-1.63904244989692	-2.41450428107217	-1.05529881343791	0.531977296149672	-0.514101102826674	0.861446778091491	-0.966594131298258	0.674258194235665	0.821291212494304	0.401703182615554	2.26839814091277	1.26969868337844	1.22929235923822	-0.51116790005469	0.124865662813661	0.475809693278203	0.281659931684454	0.803430898862806	-1.41207834148182	-1.84267168209701	2.71734842959411	-1.80349959416431	0.117397406870379	1.19807671572786	0.234919657316887	982	1146	22	1139	398	190	426	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	1	1	1
ADM:::AAG	3.26329888106419	3.12822609763121	2.42822810702945	3.04878190169951	2.48931710733961	2.91829341370909	4.69015210445899	4.40156891697895	4.75283469298149	4.29037222665033	4.47697155936724	2.68549610756357	2.78903408895223	2.91983467478955	3.03132137920275	2.99251532510772	3.87248969078212	3.83261120361322	3.58975229021469	3.82584844949028	3.95897003626066	3.25090638816103	2.86146788205532	2.40136210180528	2.65537908850706	2.47693379547324	2.80805140724885	2.23833081595482	2.90888312296146	2.69273254244111	2.72668653700096	3.03535347979274	2.00328971305345	2.88382059562228	2.85674401815112	2.35350941354298	2.87935758474551	4.5223799000874	2.88364031512316	3.8159343340722	2.72920985120038	2.67493688512144	2.62654344403252	30	7	18	16	10	6	10	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	1	1	1
ADM:::CCT	3.0347035851319	2.5678015757026	2.12088905932306	2.53959577089278	2.47637024324654	2.39128116294527	3.86791262903715	3.32354555875267	3.42795852236185	3.38184658588779	3.95453360167872	2.38690397791155	2.4098153538684	2.43485651977846	2.49399475992367	2.46940983980944	3.47014025263911	3.56070368000705	3.04179918080027	3.25089885612647	3.43913532618241	1.74140066073613	1.92758479785426	1.46281317470764	2.24847828296931	2.42000537490049	2.14782675332764	2.52289856707069	2.52412751676999	2.25114180253291	2.28270730611508	2.38470934211346	2.14363481840596	2.81256216243848	2.57567691711356	2.20707045523651	2.52177356620703	3.59115937954364	2.4389960902583	3.35253545915106	1.96005645823357	2.34574038916326	2.42473073906159	58	41	51	43	41	20	20	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	1	1	1
ADPRHL1:::AAG	2.11788450407874	1.90705210909696	2.22050732803943	2.53734719598521	2.22903571045314	2.05456580033851	2.95242961316104	2.83748665828461	3.13661977763687	3.34633221670149	2.79608406579154	0.894712213575706	0.918077298829653	1.02283409683352	1.06897714264703	1.12116655972893	2.58535799623241	2.84076930555308	2.57472070054244	2.58528481613657	2.48163114468327	1.40389921062353	-0.512563418887064	-0.679767557439773	-0.980612130375097	-2.66599017814877	0.811916671194412	0.186167232884489	0.514594898182767	0.574726523915206	0.697418809823778	-0.315161808146901	0.848547118904892	-0.568334941977094	0.578711233825878	1.77277559834651	2.17773210799867	3.01379046631511	1.00515346232297	2.61355279262956	-0.687006814845435	0.55696482720013	0.463307440190657	97	87	312	116	640	361	368	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	0	1	1
ADPRHL1:::CCT	1.79331405923425	1.87915261093709	1.59867715808111	1.56528873397008	1.77222600341379	1.78770411676023	2.45175449712378	2.00404146819745	2.32075323526192	2.71716194428787	3.11252981106756	0.525958689642769	0.447074152034672	0.398014901094396	0.445052987205109	0.502793018512896	2.08980412132866	2.81284634323844	2.25097363451062	2.46651064533477	2.37459180919016	-0.456210903756523	-0.35982195079679	-1.40499000308566	-4.66885828323114	1.22030643058248	0.462170541861548	-0.0607254949524092	0.451372593444045	-0.171930537942357	0.238124190817185	0.320626649079773	-0.513175274237748	0.365426894637705	1.4055732048292	0.720634289365712	1.73272711373276	2.52124819118772	0.463778749697968	2.39894531072053	-1.13391494205753	0.183802258645602	0.459817152734929	162	134	465	146	812	482	370	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	0	1	1
AFM:::AAG	-0.998088531563703	-0.864565172287823	-1.11862793778781	-1.72106333765447	-2.82314761169959	-3.46852285961567	-1.95600180190865	-1.5597661303872	-0.918099444467461	-1.70119229369905	-0.248801526407862	-0.313141001721179	-0.262480858895003	-0.20420892262426	-0.227167508442092	-0.228227191697496	-4.66996715325371	-2.73745797543308	-0.608675751475672	-3.73401566785044	-1.64261814023343	-1.29944087901044	-7.24742790609696	-1.39162289025232	-5.41966966176283	-1.80825316155356	-0.687298966841406	-4.38578661118742	-0.223167466240353	-1.47279597510932	-1.12326328013891	-0.645314886883794	-0.0726629812820804	-5.19403244794077	0.00438663377847141	-2.10222305677604	-1.83233590843484	-1.27677223937404	-0.247045096676006	-2.67854693764927	-3.43328289973522	-1.57846245990348	-1.60196934782084	1172	929	712	1506	1453	1145	1057	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	0	0	0
AFM:::CCT	-2.04368391251406	-2.65109197612083	-1.75820499492566	-2.72194054279444	-2.12099203627712	-1.91564975912977	-2.06966273316162	-4.50024636226946	-3.88090940967485	-3.32683205934546	-2.88409557593629	-0.0425821764038357	-0.1428270949916	0.10723724764445	0.0297406853829069	-0.0145868642743764	-1.09301440735751	-0.75712786354872	-3.84495724031893	-2.48334505777808	-3.23061358616018	-1.59821577247312	-2.35486178844619	-0.576608340826767	-7.52581206683926	-2.86431903136717	-3.62845520860327	-5.52546065178345	-0.394491408429389	-0.565591363315043	-1.53045061814717	-4.93481805047249	-4.71320048754411	-4.78204409536284	-1.04451626685929	0.0285019621099701	-2.20192720362698	-3.33234922807754	-0.0126036405284912	-2.28181163103268	-2.9839633999905	-2.32888985005567	-3.08921538762575	1344	1533	631	1379	1396	1422	1484	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	0	0	0
AFM_ATG:::AAG	-0.911501507219479	-2.30879550165764	-1.54551685619482	-1.83362329085689	-2.56951809093815	-2.82371562885303	-2.36086529647383	-1.37027766383597	-2.38026573150628	-4.36993356477106	-4.59137915057311	0.0761064013461099	-0.0483616506695126	0.138421099909688	0.086702334344538	0.0690769328820675	-1.83975572350916	-0.638735857274818	-1.2783727358729	-1.84495530398651	-0.798464254541699	-6.73959227220159	-1.46754947185573	-6.8178714617367	-2.79849921321303	-5.16369195750202	-1.16796248904887	-6.68214822198379	-1.12491778212902	-0.943277939908521	-0.208333470355891	-4.91902780302281	-3.5654412706779	-6.42054171512961	-2.17521185223233	-6.5535849777815	-1.99877847928667	-3.01454428143205	0.0643890235625782	-1.28005677503702	-4.59744087530181	-2.02532798068522	-4.72676152376883	1250	1504	601	921	1520	1315	1552	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	0	0	0
AFM_ATG:::CCT	-2.89239357530355	-2.84947996354639	-1.68649662936069	-2.21128795830376	-3.58131646024147	-3.58345587129106	-3.46796048169804	-4.87218979046093	-3.13861722457589	-2.64346860064058	-5.0351309792455	0.324938230943032	0.267850401321711	0.325083146119051	0.307973584020323	0.312942074834435	-0.895065577949442	-3.26944683390802	-2.97541365107611	-3.73575306178667	-1.55445984750196	-0.860256899111568	-7.24916530003319	-7.26162329040909	0.440745313069305	-2.31036707579939	-2.28959047061419	-2.39638296174296	1.06120310799606	0.150425606688018	-1.35810306498919	-5.3627796316952	-7.23766897721912	1.31955294324454	-3.84567150348043	-2.18839257593934	-2.80073840967449	-3.83147341532419	0.307757487447711	-2.48602779444444	-3.44813345045679	-0.966489556532452	-3.46299194901791	1528	1561	510	1451	1454	901	1506	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	0	0	0
AGT:::AAG	2.58613733344432	2.63324258827893	2.38586740454699	2.3853582119754	2.62920823569729	2.40464950644744	2.57722927256668	2.63021109790452	2.7780877883345	3.03475113572842	2.94582609918559	1.45984644199783	1.54726346405875	1.54096801114851	1.59880165051931	1.65367081027159	2.74655439623082	3.02176452490375	2.53069541063084	2.7046271775555	2.76182305312552	1.65894429542431	1.4069779578245	0.406953872915252	0.690452055163837	0.997038693046922	1.39458310143333	1.43703311719129	1.45534438748509	1.25500334370911	1.21381567999196	1.49321902042853	0.514074727035926	1.61305108122555	1.43902620775024	1.86621671004505	2.5040772133984	2.79322107874394	1.5601100755992	2.75309291248929	1.03207337487496	1.35115592596216	1.38511754929706	62	109	172	101	176	163	155	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
