A_1_L_ratio	A_2_L_ratio	A_3_L_ratio	A_4_L_ratio	A_5_L_ratio	A_6_L_ratio	S_1_L_ratio	S_2_L_ratio	S_3_L_ratio	S_4_L_ratio	S_5_L_ratio	L_1_L_ratio	L_2_L_ratio	L_3_L_ratio	L_4_L_ratio	L_5_L_ratio	V_1_L_ratio	V_2_L_ratio	V_3_L_ratio	V_4_L_ratio	V_5_L_ratio	K_1_L_ratio	K_2_L_ratio	K_3_L_ratio	K_4_L_ratio	K_5_L_ratio	LA_1_L_ratio	LA_2_L_ratio	LA_3_L_ratio	LA_4_L_ratio	LA_5_L_ratio	LB_1_L_ratio	LB_2_L_ratio	LB_3_L_ratio	LB_4_L_ratio	LB_5_L_ratio
CAPN3:::AAG	-1.99101386311376	-1.73162587267443	-1.72834098432788	-1.94595748684673	-1.83959313524602	-1.92581547659976	-2.23780166663791	-2.21419122614063	-2.36241208277353	-2.17971704042901	-2.44909446569136	-1.97173763288716	-1.94138260006296	-1.95370927384831	-2.03909254306744	-2.04670253316327	-1.68429156632598	-1.59013771236706	-1.4058004116487	-1.61833700540251	-1.67348323916059	-6.24339932321402	-6.2195851938915	-5.66189960011361	-6.40605964418157	-6.76160057414709	-4.65783176170739	-4.79425272053985	-5.16097369803837	-4.62037363397821	-4.43916391232759	-4.39902016993817	-5.12201187944331	-4.20895221514794	-4.94147241191056	-4.57621901731156
CAPN3:::CCT	-2.31124516461297	-2.31821775536186	-1.96727323189573	-2.0204074979079	-2.23648057666689	-2.29597994265191	-2.85580680471888	-2.34548089443607	-2.47737084155436	-2.78952438524923	-2.73094751495472	-2.72985159282675	-2.69889008070989	-2.90636115084704	-2.88431353888076	-2.96989676842118	-1.92976124374234	-2.14195223048533	-2.01798815865225	-1.58535456403273	-1.72979804053847	-7.23467803374077	-7.74661806501303	-6.54229846556483	-6.48183482606234	-7.36084085951038	-5.38921835600882	-4.9381512434024	-5.43034843696671	-5.02242875915575	-5.45568069911591	-4.95061875932509	-5.62046285599643	-5.80761394761021	-4.71775784813581	-4.87257345958991
CASQ2:::AAG	-1.50507311593149	-1.21020208179644	-1.30558198412465	-1.37172289850666	-1.43128476270621	-1.24476672398841	-1.96005605094559	-1.20436646746326	-2.14004185975408	-1.69953952792807	-1.99366599953723	-1.15340573301628	-1.05171389890977	-1.02069983743663	-1.05874980728159	-1.02060867062711	-0.623301880357309	-0.430482740706634	-0.67565438309562	-0.879549696112724	-0.675570845982127	-5.91373373876233	-6.11638591071619	-5.47317294968316	-5.05680109035926	-6.25252775771326	-4.19340740283702	-4.57204403612656	-4.34637980084347	-4.26903784336185	-4.12381175980281	-4.57579594850646	-3.26500024533012	-4.53644596484496	-3.7422112391919	-4.51728458157984
CASQ2:::CCT	-1.97685622650462	-1.83250348556305	-1.76554631425213	-2.00523775994462	-1.60869131513708	-1.88109744360286	-2.50935059969864	-2.61899952437105	-2.30924419599705	-2.32832588362872	-2.32986831971897	-1.88111633596934	-1.89978992616048	-1.82700737160142	-1.85234352163917	-1.80112180154125	-0.81130367850486	-1.18834233183524	-1.01139204247812	-1.0668750495137	-1.01671902392206	-6.00913819037377	-5.77160013863117	-6.63937136654522	-5.91640179543623	-6.2028755342998	-4.85699077641075	-5.06197999670913	-5.01470300609393	-4.76460428218664	-4.87543182701484	-5.16251816349397	-4.68397221725691	-4.05837190892943	-4.92740596928318	-5.35688001393325
CAV1:::AAG	-3.01192222674254	-2.79032515688873	-2.32107936490418	-3.01168571102709	-2.40372809346026	-2.60735617357941	-1.54340119690932	-2.78630188480496	-2.28644943425915	-2.46115092729874	-2.19949942524716	-2.15987768256778	-2.13030274398329	-2.07433673662017	-2.16687956660973	-2.05263181582113	-1.88497828504713	-1.62833892374873	-1.87020255312652	-1.23837356295589	-1.68626635721972	-5.85269166097897	-5.40243323610548	-6.3706440329568	-7.97396466878062	-6.71501201084284	-2.89034786953622	-2.90313874230772	-4.32586521275311	-3.29154174534252	-3.44167948336135	-3.09403708235514	-2.90154433387537	-2.83020525712199	-2.89472901016431	-3.1383950217459
CAV1:::CCT	-3.28916033823083	-3.18772357737754	-3.60239386678617	-2.4901872955198	-3.08005368357285	-2.97967260610385	-2.24369839430433	-2.45838421901607	-3.15396381328594	-2.78049531388912	-3.49926662131892	-2.80212053489384	-2.90286510220299	-2.8437552925115	-2.87051398761267	-3.16462207496165	-2.87491027348803	-2.69235391091838	-2.29429621274916	-1.62974707096198	-2.40100544315016	-7.065777505905	-6.60040858495908	-7.76711772710118	-5.75009845147613	-5.90408587867733	-3.10223519135835	-3.27201019740132	-4.56762969105478	-3.61064628160734	-3.9728189443693	-3.22625052521212	-3.29896426304821	-2.74175220571713	-2.75450611149564	-3.24052947619615
CAV1_ATG:::AAG	-2.09697872903782	-2.03746371414728	-2.63017563500315	-2.15634287416507	-2.13537210873328	-2.40993241701715	-2.16215995920749	-2.18778422115789	-2.69847401365082	-1.63951840969903	-2.17588877856331	-1.75861743030129	-1.67054992414297	-1.70319124511323	-1.66750020208801	-1.68176946886412	-0.93160561905097	-0.998366046104015	-1.69328867267965	-1.5600088470701	-1.70762696182402	-5.30195179528886	-4.97048614328211	-5.24849096432404	-5.91210983566603	-5.06483088739272	-2.45545535795681	-2.57290641101894	-4.24383108641282	-3.06091186333336	-2.90294028439433	-2.34375617198287	-2.43174662049366	-2.39000771474524	-2.32025705237937	-2.94830925521603
CAV1_ATG:::CCT	-3.11899288203765	-2.9007678540226	-3.15254434569901	-3.13590798571554	-3.57966333078289	-3.38626908749521	-1.24647646334177	-3.42535999775219	-3.46556256399014	-2.62792108055338	-3.02616227883666	-2.42814084542998	-2.6202066931442	-2.698706429618	-2.72654176257637	-2.63786457604657	-2.01603744832361	-2.13137070449515	-1.42882039425289	-1.52428903917902	-1.72388941990444	-5.44699255167761	-6.29034887887327	-6.04713377819702	-7.52182360608718	-6.07743490906135	-2.6033271927883	-3.60359228689209	-4.66002920306077	-3.27666488408229	-2.97102402015468	-2.63168980828862	-3.18799539728879	-2.6328891557369	-2.51701049540048	-2.80926037888405
CCDC69:::AAG	-0.806364040400253	-0.731684086330831	-0.849328805120485	-0.740764004959397	-0.738120778898911	-0.822608699500276	-0.585373301862416	-0.942698284797667	-1.10744276015975	-2.28829903023623	-1.36299490794503	-0.89000711753202	-0.850643077630493	-0.843013379173127	-0.766732116452228	-0.780646842155909	-0.158515203778094	-0.98703647126211	-0.523409302654102	-0.369667887808792	-0.339043282476306	-5.33112613258333	-4.74476679083294	-6.56050168691221	-5.54335226939532	-4.57992394813428	-3.75706386368349	-4.15948355121061	-3.97329147347566	-3.94803814719861	-4.2420477745216	-3.74179986192506	-4.63706942226971	-4.04231779498787	-4.0403056938436	-3.10127416892302
CCDC69:::CCT	-1.70076818174104	-1.19304033521154	-1.34119993370636	-1.59867505336869	-1.36269436779398	-1.06328148340002	-1.80306878567963	-1.69879550363711	-1.35476125053666	-2.24855655560961	-1.77257907151745	-1.40679708032819	-1.54427333382453	-1.52259587480372	-1.46468114305316	-1.60460092159057	-1.66695999690961	-0.681501689498604	-0.873328657272273	-0.729695177381921	-0.828718222484084	-5.35946721922808	-5.60441130445283	-4.84511827571385	-4.7764300345542	-6.98983110403119	-3.57495729776269	-3.70145856459721	-4.6735652935656	-4.22579436060789	-3.96823696834539	-3.63622356732149	-3.03293342826571	-4.34308345936544	-4.69965268950274	-5.53743548785134
CD14:::AAG	-1.90418531255444	-1.34083401727634	-0.98192209466039	-1.37317531637751	-2.78005830599264	-0.439014101329814	-1.90997048989525	0.183617301051966	-3.52877577925066	-2.18386878283111	-2.04772485530186	-1.45168861393363	-1.3959252047479	-1.40357214510945	-1.46282843836993	-1.54771618277465	-1.16798720981697	-0.973094835060264	-1.54546355548243	-0.817782350465699	-2.86957713576113	-4.60753999009177	-5.73136967932923	-4.08096699572799	-5.18382984003169	-4.85359187024955	-3.21301361350875	-3.85606713084729	-3.76982224713897	-3.67657881749856	-3.0008925130183	-2.89817216625542	-1.3214536921832	-4.14070743151068	-2.13284843835127	-1.62778271141654
CD14:::CCT	-2.75895279685946	-3.0116600115339	-3.43463413762558	-2.15736011040339	-3.01626364995153	-2.90869150437601	-2.85606735693445	-2.93296492952342	-2.51082307856146	-2.96684796740297	-1.74703057573008	-1.87361535526679	-1.74189799286597	-2.04447531517234	-1.89953740635423	-2.09885902112808	-1.30080415092477	-1.86733235787812	-1.0870942299962	-2.99741690333071	-2.97151452560478	-4.85310677556153	-4.9232608178149	-3.7482486644946	-3.61252176302663	-5.63722781664411	-3.48995903118722	-3.67206299775213	-4.51771312240405	-4.07782302495088	-3.19112633562276	-3.28409864228276	-4.02484580905961	-2.15920697387313	-3.86436213234857	-2.82188822719461
CD36:::AAG	-1.98510942591156	-3.14090593972463	-2.30189133385269	-2.31994802653126	-2.21165492429236	-1.93078805940833	-1.41580462516517	-0.803907036116593	-2.37495034626841	-4.65485269963079	-1.81487036949533	-2.17626467124815	-1.88606641862548	-1.68427490750242	-1.75935027027313	-1.92927930065991	-3.31305952481314	-2.46607189947977	-4.77118475218511	-1.98866203389185	-2.52548005608441	-6.99685619902827	-5.68424875404716	-5.15242931417136	-4.75590715060615	-5.56425247989486	-5.26083682473612	-4.22125029112142	-4.34688733082306	-4.08096576525683	-4.53411036310038	-3.17999423257106	-6.5614147728625	-3.13213088766105	-6.56057043617712	-6.10678429241592
CD36:::CCT	-3.05757168549043	-3.20110448673967	-2.7995989339444	-3.37063259674869	-3.17601255476164	-3.17410027380591	-2.24452064989305	-3.73067424154319	-1.07881480487773	0.0727209352556225	-1.0650583918427	-2.86517365453176	-2.87041019169239	-2.87839405208104	-2.83526146392704	-2.88828720210532	-1.66190227747587	-2.35550496177523	-3.36717219401731	-3.03612443513058	-1.76213381132411	-6.76704623802211	-5.59296444087619	-5.56046466060497	-5.42166253790717	-6.79890767160836	-4.32343579106213	-4.26178145556575	-5.7963624681836	-5.73471843039108	-3.94603623021824	-2.90061183123597	-4.35017151128333	-6.2380703145479	-6.48328716077574	-5.09936803583894
CD74:::AAG	-0.829402027266538	-0.753246822042458	-1.13767919097093	-0.859049534213701	-0.94633350737814	-0.430658316999631	0.0452260877000908	0.162521623808658	0.283932707936985	0.358561445885466	-0.0208890568905567	-0.0105347755829971	0.122160373671287	0.0956703914046389	0.154899764417692	0.115801425163258	0.135218737460494	0.796620621078562	0.000126764592230447	-0.00495699061888149	0.617170172668774	-4.82562383910908	-3.77331281413936	-4.76568215636517	-3.71702215616402	-3.37037608165753	-2.1324876792712	-1.92415248696637	-2.84854108600778	-2.53358532186113	-2.1455667428874	-1.7889440067897	-2.2920555010874	-2.29147863363442	-2.61298183568049	-2.27543986516897
CD74:::CCT	-1.40253056340015	-1.44043714206425	-1.6994881560511	-0.913685031601659	-1.55922120416423	-1.10927904970257	-1.12723174731827	0.286848640249537	-1.02021608230353	-0.19472266816106	-0.552665688908581	-0.648893718553338	-0.59266044121182	-0.627030856450351	-0.634581090288919	-0.623027930685399	-0.25620706233345	-0.560767593909656	-0.722263473677604	-0.504566918790071	-0.0168926052947388	-5.03776422877688	-5.01017744816555	-4.31379522708372	-4.42642903353999	-4.03644935102375	-2.55985547887501	-2.4497749082385	-3.14938784693152	-2.69271803060455	-2.58226273816964	-2.01309651670786	-2.24208973425689	-2.51837708269133	-2.37758530018827	-2.79222333651428
CD74_ATG:::AAG	-1.25331614424968	-1.23909374282445	-1.03868510022949	-1.16543071884928	-1.02437968929595	-1.05318919137579	-0.0868560758521593	-0.338006892131154	-0.0741885457831723	-0.661836993466124	-0.186154042478566	-0.267472800530266	-0.2195866281257	-0.239175748155773	-0.244019830165869	-0.260309841812489	0.299266711779453	-0.563547599962082	-0.307814714983931	-0.117592381085168	0.242121330498246	-4.79561545575847	-4.79362814326288	-5.39388477513956	-4.04993232570803	-4.76467733315951	-2.6675696041811	-2.67501440623062	-3.0380842956947	-2.60333492729266	-2.93493001807087	-2.2354887868515	-2.22570999556914	-2.60633931103375	-2.80561637026726	-2.54716752396501
CD74_ATG:::CCT	-1.46536869449719	-1.4165566651378	-1.47244484509009	-1.55440457938028	-1.67850806491413	-1.72738726925766	-1.49652251288167	-1.28147440106073	-0.295123036684794	-0.314068659405576	-0.895221070315967	-0.726221425917727	-0.825706688270781	-0.88011207382423	-0.832996701579176	-0.864467603219651	-0.384564757005197	-0.300765253539181	-0.244513521482991	-0.707020214978383	-0.211907337000714	-4.43911037210811	-4.94227781275627	-4.25707862024674	-4.54183050605202	-4.31885393819841	-2.60415396915734	-2.45887730071486	-3.52194048157648	-3.06288675746276	-3.03797668351209	-2.31696963559389	-2.61699218065091	-2.90188699928966	-1.99069888279571	-2.38499576023542
CDH2:::AAG	-0.742987480003134	-1.06681433163409	-0.829374654702138	-0.82180415022501	-0.72315007778916	-0.569373019886706	-0.268464025127659	-0.419538719320254	-0.891363177028738	-0.285369861779888	0.108180739339024	-0.224221366931945	-0.131772625425479	-0.0700599393019305	-0.1438968050565	-0.00256848087642792	0.0289389230943626	0.349073253770007	0.639981958042097	-0.178411523489989	0.000472644122544392	-4.98724552276384	-4.63621039556258	-4.39003559747537	-5.07189151862136	-5.538195753105	-3.03427404457203	-2.71767060000482	-3.24709769687915	-2.7956616766939	-2.77329530214639	-2.61790424648963	-2.43514634851803	-1.57979674551648	-2.27915577266597	-2.49228858092251
CDH2:::CCT	-1.10669849126129	-1.44520766841331	-1.07620731937826	-1.43629906315552	-1.35017059287501	-1.29324972510073	-1.11413363929613	-0.473393924766237	-0.11098979549128	-1.20264613436105	-0.909634120329984	-0.202968253516386	-0.249668785053909	-0.25885054510346	-0.22328146361344	-0.249541358605004	-0.642480503229312	-1.03974453065488	-0.154064044495699	-0.591950653306947	-0.989337688952317	-4.7062068561455	-4.66840079183989	-4.19338369952849	-4.43400157506124	-5.83779714036603	-2.90048247015827	-3.1920312455599	-3.45125672291149	-3.64357352658661	-3.64868406264564	-2.49036748001703	-2.16007597367391	-3.68445540740166	-4.29837019148331	-3.51433184668923
CDHR5:::AAG	-1.51106337278023	-1.7981316050041	-1.29920037153918	-1.91206590061724	-1.90307174488468	-2.19668750623433	-1.87729159969991	-1.28019138468003	-1.45126516360122	-1.27880519618652	-1.26718993835231	0.696728756100032	0.803340032904558	0.834996348104591	0.832759392180689	0.860061675415933	-1.43552729216327	-1.315478159085	-1.65954548545686	-0.916457136796984	-1.28600556630264	-4.07179865891328	-3.80244795833844	-3.86343207470898	-3.80733694567132	-4.4437699662265	-2.49369079016995	-2.49479562569453	-2.58603540170458	-2.05445038424428	-2.67935754790431	-1.6753028546919	-2.68143448042067	-1.96403958556583	-2.26764341261302	-2.79698943337544
CDHR5:::CCT	-2.40637377101036	-2.92465203667343	-2.46399781871277	-2.15947337901615	-2.09969565515975	-2.22685982217353	-1.87443432973693	-1.26090906659692	-2.83744245873815	-2.23585154581048	-2.49781715660406	1.05910423182673	1.15218410111285	0.990650934281085	1.01345904502664	1.10691195494723	-1.86930088435979	-1.40181674092128	-1.87454056151757	-1.50771750825992	-2.21619575879139	-3.55707156889031	-3.91831169574034	-3.95478035773209	-3.97385587028168	-4.17729309549173	-3.05332072901798	-2.42886262425662	-2.10142874012989	-3.14995660703468	-2.86367572882495	-2.61622261662745	-2.09318561076896	-2.53812067442862	-1.96637303837321	-3.54443215339271
CDK18:::AAG	-2.08379438644085	-2.44572260937608	-1.67907108304429	-1.25343096056945	-1.82562740918304	-2.45611773943815	-1.48894174426429	-1.89782093137485	-1.91239223626423	-1.12526802294204	-1.55315815800517	-0.918886533309959	-1.18469172609078	-1.35547608541075	-0.993294979064886	-1.26958124664245	-0.836382954939099	-1.24494456117916	-1.33286545720466	-0.895904874838637	-1.82139902582637	-5.20243758112656	-6.68577111041224	-4.92568404129253	-5.15203354408332	-4.4466105059243	-3.89112762383418	-4.27890715360072	-3.97277925938454	-4.41024402989973	-3.7843852493269	-5.57501897176913	-3.0141430682578	-4.32771522727667	-5.76334993153478	-3.9789771799568
CDK18:::CCT	-1.90115945108484	-2.67540639734162	-2.635026423441	-2.70483162463926	-1.96599954072988	-2.47915543834539	-1.67830755365998	-2.91660981986076	-2.84856719424594	-3.0109614682543	-2.81417167301083	-1.48563341239265	-1.66524499738369	-1.65198197623247	-1.68756987307291	-1.84031017034115	-2.04388831239174	-1.45210654463588	-1.45545185361105	-1.08045942415958	-2.11837017123883	-5.07029164871714	-5.97489501812931	-6.86880560156364	-5.64724067104332	-6.48760324957224	-4.17176535175664	-4.41001390607198	-4.41375412455706	-4.11803172018978	-4.45728097605349	-3.88858762026705	-4.32633695948555	-3.8686283833329	-3.42198737356404	-3.92454130504398
CDO1:::AAG	-1.78252522543002	-1.43752853523665	-1.47624018493788	-1.09430040821937	-1.71682864108272	-1.55725078351837	-1.01095175703858	-2.33385994458334	-1.62815274846775	-0.583977347457936	-1.39930263110642	-0.490106308276463	-0.541831823542676	-0.444071514895269	-0.448074623071068	-0.45773832074021	-1.90095170831398	-1.34648753869482	-0.8829028947538	-0.810213077824727	-1.04051823763449	-4.54762199577116	-4.00209293213817	-5.31057229522814	-4.8322096998332	-4.68891834154355	-3.69765984155614	-3.32238710861889	-3.49648676986377	-3.44415413439112	-3.5029413829976	-3.91560757966705	-4.97285828565019	-4.34009539826611	-3.65857876743799	-4.86412463727946
CDO1:::CCT	-2.45724537675921	-1.92878933566515	-2.29683956152741	-2.56598591019522	-2.20138164603591	-2.08015989723278	-2.79717231731736	-2.38851311114939	-1.34832975121944	-0.886806033672959	-0.940545412240328	-1.38040574255547	-1.30808327912387	-1.57155089811552	-1.48736339121527	-1.40608633020574	-2.4059110761527	-2.39218599754801	-2.0178779595804	-1.66772828467591	-1.52892864969146	-5.33113704642102	-4.81950773167848	-5.38429381314775	-3.52743736875485	-5.13898029416588	-3.82290618832125	-3.7809184782186	-3.66462623744012	-4.03989722426649	-4.37534618312152	-6.04166589217792	-4.07200925229086	-3.70307518851692	-4.3374151351178	-4.6869908656043
CES1:::AAG	-0.0964085486720983	-0.268536367873191	-0.300782412585122	-0.249877302709954	-0.564079158977266	-0.109452576919315	-0.292781075905191	-0.141783530982818	0.504574023775634	-0.306638173459646	-0.24505237612529	0.407451067665335	0.477946740425503	0.531412923742444	0.529521375240483	0.499252258916463	0.0257303218595956	-0.0803680996086149	0.376353885021256	0.503701291711083	0.635320827507773	-2.92954626400476	-3.23935563827655	-3.62773372706723	-3.39211446571055	-3.29277803688956	-1.80386854551002	-1.5608423015898	-2.22555362821575	-1.97493214651932	-1.94571343224723	-1.60443751765593	-1.56680862417833	-1.72584455576208	-1.95587435704751	-1.92462912997178
CES1:::CCT	-0.567798423371827	-0.409714704761062	-0.707171286675445	-0.595193642144121	-0.654365611656443	-0.294156500949339	-0.744885742693267	-0.315292642607888	-0.185914402287756	-0.011398555320493	-0.363346211420578	0.0369307485105705	-0.03804579652995	-0.100032583778241	-0.0130783419582307	-0.0895527993132615	-0.0912836241220426	0.379974082291221	0.016495229766162	-0.229717817733149	0.00428978028868204	-4.3508379382857	-3.96205056836902	-3.83458529768356	-3.65101672598019	-4.52004153462213	-1.98151844021315	-2.33864634041005	-2.67679344997631	-2.80258581015354	-2.39059345845554	-1.66008877750834	-2.18821885856217	-2.20325491188196	-1.91923040688967	-2.35961255657342
CFB:::AAG	-0.19375760946466	0.049565803088116	0.272166543601161	0.0274087258089718	0.223535976202023	-0.169665812121769	-0.250731077683522	0.525938146816591	1.15074686212023	1.07228323456878	1.0278563279853	0.0802828623603198	0.194237262023099	0.350599895788534	0.209190587631003	0.231168306669928	0.669436249854482	1.3309572877031	0.992232081029775	0.990040988640598	1.22244850656767	-3.99976651153546	-5.16918722309662	-4.54926788737216	-4.26867085410124	-5.64933448834138	-1.97667736316048	-2.42082021853402	-2.72292342715183	-2.46455313330642	-2.64299074663114	-1.65797916461505	-1.31120988907792	-2.46712110331694	-1.57546896786461	-2.55205330267976
CFB:::CCT	-0.208368725600721	0.0372678370869138	-0.392404398126706	-0.0109291963507245	-0.263918992620935	-0.125607028740858	0.142603923947409	0.42935656792374	0.985874803942449	1.21008144563637	0.635163241152388	-0.267187846162017	-0.284680985456089	-0.424712082792865	-0.395202006663103	-0.414900581322911	0.686553901201326	0.947048125854219	1.32795133602296	0.788634321078469	0.825374098429577	-5.0181539833172	-4.73621954062024	-5.46020086394456	-4.33616174855875	-4.8172751577827	-2.71507952710927	-2.80556591381458	-2.62789161024678	-2.78731387168416	-2.46401968166965	-1.94359899554371	-3.38240138872293	-3.11370159724716	-2.79921021174876	-2.71044091860043
CFD:::AAG	0.45383744554657	0.0500213332163509	0.632929291390704	0.451281287369291	-0.266973775158992	0.00583015010536905	1.84756826292322	1.8462441561089	2.16821416019247	1.8974402393622	1.91503794067165	1.88209124663129	1.99529075986939	2.05463864711856	2.10170800710152	2.101104195665	2.27205443528909	1.90650469241952	1.58033924758197	2.23104083172482	1.91101021873136	-2.65692231360442	-2.84319894305228	-3.77811762957844	-3.9629449289303	-3.30741132346947	-2.02077407184697	-1.76000769060376	-1.35490515053782	-1.4861567683762	-1.74317625864957	-2.40492313481912	-3.04021556658605	-1.21033318590347	-1.78670219744009	-2.89457867071618
CFD:::CCT	0.562548723778393	0.0632675937510526	0.142067348849573	0.338966089864255	0.271114729070046	-0.101523734983352	1.37343975493692	2.489356905976	1.28601340931448	1.19944969872287	1.35470839670379	1.55339626655774	1.63367564715663	1.56922311041299	1.57653595798989	1.68370402615671	1.21747842596901	1.62777744232483	1.63859616920338	1.43940378801949	1.43263155909612	-3.48199061458539	-3.28656119695972	-3.79064862049462	-3.53979719788531	-2.97738625775294	-1.96656699722607	-1.46267405094964	-1.6101840877344	-1.63117878442248	-1.98489327583099	-1.68149242935496	-2.86511919314632	-2.10214517719706	-2.46938236902809	-2.91079993400215
CFH:::AAG	-2.69112777240814	-2.84395510558922	-2.0268883922511	-2.2098873190016	-3.4873304844543	-3.1969532329555	-2.28222338670554	-2.60949333009147	-4.77120044994545	-2.20618490847134	-3.93939161332337	-1.44293839944175	-1.15117885612766	-1.13480705609663	-1.20979984477594	-1.4008042240702	-1.59719899944769	-1.79131564580529	-3.50075070928968	-0.951532356178761	-2.23429881741266	-4.28800546825767	-5.95195552910114	-4.82946231579027	-4.84905483056628	-5.18840553279564	-3.44580491647603	-3.66610348596832	-3.59315533781469	-3.87585158054275	-2.48105659930672	-2.42394306350374	-3.98661519917244	-3.28564839620481	-6.10187534885437	-2.87005330681954
CFH:::CCT	-4.34021966376727	-4.13884163999258	-3.00504391760519	-3.16932318626236	-2.6249802157283	-2.70025324983476	-4.24514010288699	-2.10780367893147	-3.02694052598319	-3.70432593577249	-2.52062667121522	-1.50520732671356	-1.46484802935225	-1.48230083248617	-1.52618035004343	-1.5107990350615	-2.60157002513905	-2.91704194761542	-2.8165403560921	-2.89371453220696	-5.24213842827441	-5.05726891530386	-5.94520174214735	-5.78052337425	-5.49733194310123	-4.75249756271951	-3.73146922313781	-3.75552761265595	-4.56061329204584	-3.85508718265367	-3.98001898553323	-3.67741300938197	-5.8986421621311	-5.25845352589974	-3.69706474483891	-3.63302240709296
CFHR1:::AAG	-3.16061911206066	-3.38162762231295	-2.61925770555722	-3.22865060356695	-3.07147645409123	-5.23977335379213	-4.61913117519243	-3.00831247196155	-4.4178077099201	-4.93942695502717	-3.29726641887401	-0.388566058804684	-0.510182112430578	-0.398436852532416	-0.505350342957087	-0.400426423250559	-4.84566575387021	-3.24027330649952	-3.57208221522388	-2.67104452438395	-3.10273734205282	-5.88748497531218	-5.05065691893838	-6.73188658166425	-6.52128653464654	-4.62705148397657	-3.53569178202366	-4.49372126072222	-3.84213717919494	-3.88370276477527	-3.94467999599783	-4.46316194900178	-4.59967899872322	-3.97738031436256	-6.83215794049713	-4.60026576226052
CFHR1:::CCT	-4.32954315985656	-4.08608839999081	-3.59765184321994	-4.60729741731714	-4.34122198145405	-4.10026580948707	-5.32359195287028	-3.45904267951277	-4.20673521767974	-4.34440485848563	-3.91641824351399	0.332360273919799	0.434011659073747	0.379092212587516	0.374787999506825	0.40326752824096	-4.74471166296586	-3.55992331475491	-3.68029233663125	-2.7146796775616	-2.86263443492404	-7.53661871817499	-7.48652668682251	-3.79464349950281	-7.0922855051828	-7.19688726826122	-4.46456097687193	-4.17085886358613	-2.84343499403745	-3.19961564617246	-3.15993874922888	-3.01184615209399	-5.41657101782347	-3.1966396622754	-3.85523765323871	-4.49173815499379
CFHR3:::AAG	-3.25541442524888	-3.89351506386451	-3.16513505113475	-3.13954918307216	-5.44166121594235	-3.68888672696	-3.56019834540402	-4.05467301539884	-4.83387507349069	-3.2319338197862	-5.47277352476847	-2.45905315769585	-2.22512569661217	-2.43300244313612	-2.47233027684364	-2.37214389719871	-4.75656433337541	-2.21227222045384	-3.15426921336251	-2.93646309820887	-2.68921069411876	-6.74305652000234	-6.74305652000234	-6.74305652000234	-6.74305652000234	-5.09958447721043	-5.47083038422687	-5.53345686547456	-5.3914718640049	-4.13839511042099	-5.05810290330904	-6.26098859724794	-5.18832770439174	-5.80439213593028	-4.80762325324243	-4.34625518013937
CFHR3:::CCT	-4.12674649996544	-5.03915742087584	-3.25509372448611	-3.55792027911974	-5.62566916236129	-5.12956735773505	-4.83159338683441	-5.55133019159716	-4.63026992156209	-4.70261665274165	-4.6560816893024	-2.29186749553111	-2.44247054650787	-2.54832552151318	-2.58720647997888	-2.5750891010404	-4.25271309692999	-2.36808756253005	-4.48316029097171	-2.09587876542672	-4.32775046444316	-4.75917252272651	-7.04462015213912	-6.26242068332877	-7.04462015213912	-7.04462015213912	-6.82242078650345	-5.44588741222522	-5.80709779173746	-7.04462015213912	-4.89210469607825	-7.04462015213912	-3.62657529265009	-6.59392231933234	-5.10918688537921	-3.21419630463358
CFI:::AAG	-2.99085962393968	-1.89118792807011	-2.87501706977011	-2.73072330791389	-1.99438301009641	-3.28006085180173	-4.946752951838	-3.64584714024057	-3.91988041426704	-4.44149965937411	-5.0639476496102	-0.772487247226875	-0.741359078812142	-0.893752949901838	-0.739314213509668	-0.846636344156324	-1.8920128447943	-2.14829354753662	-1.80667781676035	-1.32603647970765	-2.28038481896049	-4.30477478170732	-5.86055735095164	-6.33423064484407	-4.97641477753256	-4.95953832981007	-3.63493478730727	-6.17158296731361	-3.72955508250482	-3.92628172531761	-4.3213822954034	-5.85216272208967	-4.10175170307016	-3.18300904248907	-4.04608519089094	-5.55934275956046
CFI:::CCT	-2.99392071198005	-4.37038971439682	-3.01893127953561	-3.77405096662117	-3.81067102030649	-4.37090246300415	-2.64194820661502	-5.41036574828684	-4.99447426231714	-4.02960474005202	-4.33263168033134	0.0790378967833861	-0.678559125831508	-0.564179629978935	-0.723475517079107	-0.604057538644627	-3.0624620701195	-2.92696030540872	-4.06999465787732	-3.56811119661566	-1.42854839686717	-6.9036557088288	-5.81240207876141	-3.73545766660376	-5.13618427762302	-6.82900751657265	-4.46735264630089	-4.07862021438893	-3.97847816268421	-3.47950549543534	-3.34927434267704	-5.77257144000997	-3.66245785380587	-3.23299238071213	-3.99049818441172	-6.39104019828572
CFI_ATG:::AAG	-2.39267125263792	-1.31729682369159	-2.85699197274379	-1.71080006767671	-3.2273989766977	-4.42352495786603	-1.45094292038708	-4.23522375544704	-2.13519936448627	-0.208183564392086	-3.56064743720194	-0.579398598386796	-0.456958939859319	-0.192198383915365	-0.440539760211919	-0.393796736429808	-3.0601133538624	-2.04656510677625	-3.29801041474792	-2.19697819660651	-3.68288728127738	-6.13167146569939	-6.13167146569939	-5.12616294876065	-6.13167146569939	-4.91282520928458	-4.25818544593022	-4.47718505654012	-3.59289481358857	-2.66193773517919	-4.14845561047684	-6.13167146569939	-4.26676859997247	-4.82902797390822	-3.39834758828507	-2.85742526280707
