A_1_L_ratio	A_2_L_ratio	A_3_L_ratio	A_4_L_ratio	A_5_L_ratio	A_6_L_ratio	S_1_L_ratio	S_2_L_ratio	S_3_L_ratio	S_4_L_ratio	S_5_L_ratio	L_1_L_ratio	L_2_L_ratio	L_3_L_ratio	L_4_L_ratio	L_5_L_ratio	V_1_L_ratio	V_2_L_ratio	V_3_L_ratio	V_4_L_ratio	V_5_L_ratio	K_1_L_ratio	K_2_L_ratio	K_3_L_ratio	K_4_L_ratio	K_5_L_ratio	LA_1_L_ratio	LA_2_L_ratio	LA_3_L_ratio	LA_4_L_ratio	LA_5_L_ratio	LB_1_L_ratio	LB_2_L_ratio	LB_3_L_ratio	LB_4_L_ratio	LB_5_L_ratio
NC_III_randomDNA67:::CCT	-3.63712160072676	-3.46862439258776	-3.26535089947092	-3.45875213737607	-3.5981530083822	-3.85705011250024	-3.31120266112277	-3.95128315815978	-3.9151780919242	-4.26737867574523	-3.7850281089748	-3.07881347562634	-3.12032104626276	-3.15143610300441	-3.15297974916824	-3.17765853525622	-3.34702027033315	-3.14264127047937	-3.4107765491962	-2.45980464111935	-3.18994789675909	-7.36732165461617	-6.52728896227794	-6.89735899358943	-6.79625524243782	-6.91244256259532	-5.72185458339203	-5.66625650536947	-6.11931164522943	-5.32928344399039	-5.77541660548063	-5.83920100358478	-5.56160128001619	-5.42846967345626	-6.01016402112047	-5.23753704034169
NC_III_randomDNA68:::AAG	-2.56943362921537	-2.92551525739093	-2.97968027120108	-3.26611300823473	-3.18159074006517	-3.48370640795442	-3.5616773463455	-3.72027232697681	-3.81257016083658	-3.38354207871394	-3.83684072872693	-2.23977929323711	-2.40865841958677	-2.37127659070593	-2.29538295516743	-2.39323973112634	-2.68849673491247	-3.10822893606103	-2.72603882851662	-2.53886759431322	-2.41573795440486	-8.44122620593197	-6.78482364509782	-7.67034813510702	-6.68940049414115	-7.83310458579875	-5.48528629496451	-5.70311565043325	-5.25716746555932	-5.0178984204292	-5.09571246877799	-5.12329765536023	-6.53187278623938	-5.9429672034114	-5.99294822781565	-5.23529757775272
NC_III_randomDNA68:::CCT	-3.61626531282505	-3.64443202574937	-3.18880168207814	-3.42524332583184	-3.1732827954925	-3.46801841893567	-3.69019893044388	-3.98445198900891	-4.09713973530682	-3.51613826990394	-3.80921902433338	-2.46450812893769	-2.82322690843565	-2.81326248367323	-2.76333007703117	-2.91988483272994	-3.37335948574702	-3.35951483689761	-2.95506584170193	-2.85604259904313	-2.76758728746854	-7.61493591714165	-7.52806703577368	-6.53587034854851	-6.22599296600357	-6.7868788766323	-5.41183253059451	-5.18377885329066	-6.11844778244585	-5.22906514479054	-5.7898841558098	-4.63591840542511	-5.36450816562906	-6.96627206531805	-6.04178753291977	-5.37433609579365
NC_III_randomDNA69:::AAG	-2.96114978315453	-2.88114844008864	-3.05368845737909	-3.0030215105662	-3.16336012296663	-3.28095566760606	-2.59067616248686	-1.98713968266448	-2.45399474981753	-2.86635343298817	-2.55641806731926	-1.82161103691575	-1.76217945440227	-1.71867773634986	-1.75156440808356	-1.69611422463864	-2.27031026063453	-2.72677232657695	-2.30639042573817	-1.92050375091427	-2.38773118787329	-5.6983231678681	-6.34819208391694	-6.71492904706755	-6.49271396146223	-6.04508454940407	-4.70557171118079	-4.83243784530817	-5.07093600219471	-4.57487722989939	-5.53607759750563	-4.65086165400746	-5.40982252394136	-4.50141139150382	-5.7921359038913	-4.50581808507353
NC_III_randomDNA69:::CCT	-3.31212755436523	-4.17549615395903	-3.41786489612449	-3.33326839205199	-3.73803842104939	-3.50478253788511	-3.55091568751358	-3.52945678840703	-3.58310353374803	-3.32711326570741	-2.65085536916845	-2.72822386290423	-2.81670764287406	-2.7470776651554	-2.68071478235802	-2.71574146746208	-2.88871026434047	-3.4737754569734	-2.79101323549278	-2.83632954289981	-2.707071733532	-6.188548337131	-6.86137020008964	-6.05263334054668	-7.7467699529694	-6.96946154438137	-5.33341100781937	-5.25775202073762	-5.98951972654199	-5.19110697630522	-5.56746812075122	-5.33937101987382	-5.08346362559076	-4.94863689975017	-4.86738936039408	-5.96881742461611
NC_III_randomDNA70:::AAG	-3.3163009142625	-3.35707817144623	-3.43520393324615	-3.12716043217938	-3.46636859381529	-3.69054089000664	-2.5602778000011	-2.59797959183726	-3.67467548096406	-3.22712161197821	-2.93357917973571	-2.19977318072458	-2.13785268737368	-2.01526681508351	-2.06483994214667	-2.11119506150175	-3.35776755487222	-2.78838048713678	-2.33573998397893	-2.26009836568085	-3.21738467307433	-5.81053441404474	-6.86164545488627	-5.52372890951216	-6.8033987932869	-6.17383706811613	-5.01710350328081	-4.20489024579901	-5.13482499469212	-5.00096000422064	-4.97966566156339	-5.19434347221926	-6.21198975545661	-4.89948622058602	-5.53509274848827	-5.28324805584404
NC_III_randomDNA70:::CCT	-3.78579738204886	-3.3187238477606	-3.72599916711729	-3.20502353120561	-3.53762165680864	-4.131434205971	-3.84279357329364	-4.59013880774488	-1.97771175584923	-3.24205485109925	-4.34441381692213	-3.00838695265215	-2.96641637464605	-2.90807533832255	-3.00481596214808	-2.88999026749073	-3.00661384182941	-2.76048107380166	-3.27773799732085	-3.02410968042244	-2.98663351137946	-6.9955220116638	-6.204039531798	-5.91712988883272	-6.39191228050389	-6.76782586950706	-5.77407381445776	-5.55954601540006	-5.86771232921611	-5.49296705122775	-6.02501145428333	-4.95562582751522	-5.53268532287656	-4.98288383849089	-6.61836597310491	-5.13440828867121
NC_III_randomDNA71:::AAG	-3.42553763571589	-3.81726772848604	-3.46873151221536	-3.14039643810228	-3.6277466824064	-3.27895431244793	-2.74264916053384	-3.45964446721556	-3.1114347240057	-3.05565776910454	-3.62213157577754	-2.31926358666314	-2.18047370869525	-2.2313616827688	-2.23355171498925	-2.18903269154051	-2.92105977360896	-2.83889212570657	-2.1977295690958	-2.70937981159292	-2.59330934532251	-6.55789887093765	-5.11248664277371	-5.81083798898719	-6.93695871107249	-6.28244777667512	-5.04166422957775	-5.34086246483813	-5.32694412097263	-4.80327151290093	-4.7535712139557	-5.58199914159203	-4.7829138677664	-4.87816988320455	-4.77422207628793	-5.01444421960122
NC_III_randomDNA71:::CCT	-4.06405574420895	-3.91639654425368	-3.62945185379136	-4.081461124081	-4.1610636372294	-4.13111456943025	-3.75600116049356	-4.13308305672878	-3.78564676934156	-4.06831449380282	-3.77902147142995	-3.12642022360944	-3.20294270737949	-3.37886857325443	-3.29233639977608	-3.2685895493316	-3.76498730354597	-3.11009135239842	-3.22782358236378	-3.02246723500104	-3.10343317915456	-7.93526878810848	-7.19503596684894	-6.54856536174084	-9.13830879302812	-7.15522605791848	-5.53997898999768	-5.56964379699343	-6.15580565109995	-5.1458090959363	-5.71282121984142	-6.04829956772031	-6.37625446863407	-5.2489686035929	-5.28328972197333	-5.43220115425732
NC_III_randomDNA73:::AAG	-3.523597287572	-3.40644993945646	-2.87165834926723	-3.28167031693196	-3.46346246141882	-3.58570073749949	-3.33181696990821	-3.65963859825565	-2.91773165143384	-2.49082808199668	-2.47776326618333	-2.1243045539229	-2.12038327998461	-2.12579701446115	-2.011032249277	-2.06248654684947	-2.95032220756471	-3.53002635940542	-2.3252127891949	-2.58428525981954	-4.01170737369648	-7.4210927719312	-5.91604806089503	-6.09143686870101	-8.23942568669218	-7.97605269388348	-5.06583137091652	-5.41637693865014	-5.18585382506821	-4.58274920807702	-4.98537354073678	-5.31339105809049	-5.22518111306268	-5.86922348783165	-6.42663610727422	-5.92147281678831
NC_III_randomDNA73:::CCT	-3.61623956930108	-4.22053735318611	-3.94755327016211	-3.40923073880418	-3.28983762376207	-3.65414311163724	-3.77510584183605	-3.78125644043133	-3.80434717563841	-3.50342781108154	-3.80048780931287	-3.08288121165403	-3.07711495369468	-3.07171432271643	-3.07863559599651	-3.1217062300171	-3.41407588074695	-3.49598225681387	-3.21972295437695	-2.84916269779532	-3.57787760692588	-7.01796717506467	-5.55278282945756	-6.81583076534197	-8.15234499786342	-8.21261045017761	-5.10071728529556	-5.39597421106024	-6.07033774737989	-5.94355646439035	-5.52138478447118	-7.35014330072141	-5.49343957148533	-4.74823518116307	-5.24706599792892	-5.71289319461383
NC_III_randomDNA74:::AAG	-3.14532505949222	-3.03223241069161	-2.70607182098364	-2.71859582727515	-3.36309144996006	-3.0225871434181	-2.3476031047512	-3.07671336806463	-3.20889514201768	-3.21964729984234	-3.76181304341516	-1.94265638100625	-1.93224282607332	-1.89249596699198	-1.89846506057069	-1.83047633704298	-2.91262240755152	-2.18629900023017	-2.3159600450445	-2.32864419627864	-3.13376864487769	-5.29343644387376	-4.91459687527799	-6.27205365359351	-5.82572280287897	-6.27475812043441	-5.36731123010764	-4.89058682716859	-4.99639099560113	-4.28229906214174	-4.66414333151246	-4.12335436477292	-4.90637027550882	-4.83677454872332	-5.89876296909525	-4.82154506458851
NC_III_randomDNA74:::CCT	-3.59351893696697	-3.45382985673451	-3.09439548127826	-3.09652341213497	-3.20073664561452	-3.94700585494225	-3.40574457931658	-2.86295462975401	-2.52796388186893	-3.51703056388489	-3.270842944004	-2.6856179914997	-2.81323056512232	-2.83062558596457	-2.76217035941993	-2.81059042113501	-2.66961171351235	-2.92286626598308	-3.13349326517006	-3.55771704386591	-2.97987441108194	-7.24980795006853	-6.53491052651089	-7.25892979065865	-6.24548184247969	-6.74382057145547	-4.99411842568557	-4.78135611523594	-5.67719009506989	-5.62086942963608	-5.55198699725571	-4.7501896525317	-4.70177663217215	-5.25586881329069	-5.9573360057909	-5.28910621755502
NC_III_randomDNA75:::AAG	-3.39984131196672	-4.03911212851502	-3.54936877220204	-3.79136146539926	-4.06713819161628	-3.90776493041802	-3.21049986438651	-4.4616951079153	-3.21043973177215	-3.75474215916758	-3.82051644883793	-2.83377984480175	-2.69127235284341	-2.75180439396396	-2.95247557592671	-2.83344685964371	-3.80354345628996	-3.24870224615608	-3.37435090130437	-1.97497611199587	-2.99629936359336	-7.26004376873765	-7.1968252618389	-6.72911715750747	-7.27424465699392	-8.99425354361411	-5.06171714432567	-4.56397673504053	-5.736327696933	-4.90667561750709	-6.64213870578951	-7.55916478042031	-4.46429000628528	-4.89098213033192	-5.65845979547013	-5.36548604237112
NC_III_randomDNA75:::CCT	-3.77243680559264	-4.87491579076825	-4.46836067537283	-4.0583791117774	-4.02550373906831	-4.61668363690538	-3.27034197141867	-3.92618094373989	-4.31429658268918	-1.67322729131606	-4.66283966453459	-3.59841989756586	-3.61405657840811	-3.71478299793892	-3.73133699450286	-3.92539453372065	-3.99035578383909	-3.7739875660342	-2.96403869633215	-3.3690554624747	-3.42070476508578	-8.70009624137936	-7.72418559350768	-8.30162459407507	-6.85497988354794	-8.52078720633834	-5.96829096125052	-5.56497888742504	-6.3554502153325	-5.28027152828625	-6.09838421636286	-5.00506007861953	-6.17053444992122	-5.19447043694647	-5.72092937474569	-6.49406329019098
NC_III_randomDNA77:::AAG	-3.91382723044637	-3.59609253516442	-2.24202094330784	-2.94978444844665	-3.18808616074183	-3.44843971265308	-3.15493143178532	-2.65591292736638	-3.74720915030357	-4.08150267409434	-3.32463860952669	-2.4782233692589	-2.46213283745915	-2.32557908857624	-2.34248498792508	-2.25161600020111	-3.84878048574402	-3.67617212911012	-2.20188809578291	-3.22745028977647	-3.6787541207833	-5.8715643085704	-6.62996459636534	-7.67535793206838	-6.35086134906159	-7.02797494392305	-5.12991566785529	-5.25251915281346	-5.281194235631	-5.18337104688032	-4.79014130520977	-5.44404549719578	-5.50069357882811	-6.39088859025447	-4.14753113416392	-5.60269131769681
NC_III_randomDNA77:::CCT	-4.16920140444497	-4.16162077189492	-4.29403894696533	-4.67160753168169	-3.44608826472208	-4.36938625401334	-3.88704508735312	-4.47221513751172	-3.21522999689938	-2.74533880641968	-4.1228799488639	-3.41330961754839	-3.44996858630842	-3.34635245731372	-3.30324479799008	-3.29782850153738	-4.30959530893817	-3.85051828239066	-4.75844281972807	-3.44790792486667	-3.49132913793691	-6.42348719467707	-7.82697723576112	-6.51869043350634	-7.33902470179504	-9.61039607110527	-5.78147931169042	-7.33386429041015	-6.32613941897394	-5.46704210641894	-6.22491236051342	-5.09361621311094	-4.7921150205283	-5.61014846511946	-5.59811819447154	-4.48774602391223
NC_III_randomDNA78:::AAG	-3.1581184293731	-3.57262009965719	-3.8163505389705	-3.03044153957326	-3.18934123952775	-3.93502987037868	-2.71176087147521	-3.69356831527115	-3.83153228269502	-4.29324941876083	-3.02156294065063	-1.9565538741678	-1.99699846471294	-2.10966674353345	-2.08892353230946	-2.06474025660704	-2.90121336225296	-2.65865906919301	-2.75053187560911	-3.28474817686962	-3.62408621095001	-6.02522723111763	-6.18482088631587	-6.2089965197761	-7.29873596906889	-6.54406070064497	-5.53928898384454	-5.17525559838354	-5.38094687965572	-4.95554690136128	-5.0229693560027	-5.08649381530118	-4.73538186096964	-6.58434722186886	-4.85883662753084	-5.14873698741445
NC_III_randomDNA78:::CCT	-4.60109698363569	-4.08982087741866	-4.0831743853665	-3.92543295263972	-4.76473967794041	-4.20356689804312	-3.62178333833247	-3.29918789663316	-3.61809622301755	-3.83660454530741	-3.76806971507692	-2.77452655985	-3.14364805437103	-3.07421352717205	-3.07047518786467	-3.05193853453073	-3.42033043231188	-3.52774361793601	-4.17774062414254	-3.57067982537258	-2.60805390654395	-7.47041135756804	-7.7919134515555	-7.44596754364208	-7.06917716323472	-7.49620737051425	-5.66427272378976	-5.34107317054793	-5.91129605962629	-5.19780118687228	-5.71481204668557	-5.39142833970118	-3.92109633065916	-6.18028799312598	-5.97278031689402	-6.41751580010375
NC_III_randomDNA79:::AAG	-2.85255738221789	-2.63420168902431	-2.75876346147084	-2.66823432874088	-3.79309473205232	-2.2730064204392	-2.15520001458706	-3.11185830354192	-2.41087947557918	-3.47037811747899	-3.53780200884438	-1.51057531007929	-1.58296225458055	-1.53499906805915	-1.46684403212404	-1.45612679175128	-2.42097412532585	-1.88066363569901	-2.24465255038735	-2.431678310322	-2.1760305549583	-5.20638983582544	-3.85941796860813	-4.4436610385486	-5.31024066333702	-5.79816752000239	-4.7284859779404	-4.23660332229357	-4.69750244241476	-3.9806601718206	-3.97872743355186	-5.38389569103425	-6.70650056519371	-4.52955852530717	-4.012624155607	-4.04134720315241
NC_III_randomDNA79:::CCT	-3.24186865351619	-3.41740412330769	-3.45255217534251	-3.13022088359674	-3.574201546789	-2.56677577351238	-1.96726493090963	-2.40217822516957	-2.65261028396839	-4.58027587394612	-2.83164505810382	-2.54850123265782	-2.7507768740532	-2.567891013704	-2.52394279469485	-2.51693291234745	-2.64159920133425	-2.68801246476379	-2.07731801705134	-3.13932287538167	-3.24124560554345	-5.52641635905696	-5.47615414951354	-7.09119287627677	-7.00851675933714	-6.38636411911234	-4.58397005761179	-6.43935166126235	-5.39431598365967	-4.14850648913647	-4.42230188001246	-5.02045935894839	-2.40614829027175	-5.9250179520866	-5.07447821531506	-4.69402592239722
NC_III_randomDNA7:::AAG	-2.72599526051952	-3.00444896196564	-2.49727730796528	-2.05402443067092	-2.57254708123719	-2.22980763571734	-2.59661691111995	-2.52016275615342	-2.36930839742395	-2.796204069789	-2.72932434439858	-1.66336386264251	-1.73375097354042	-1.8573504724927	-1.7466395771651	-1.86242643843141	-2.91845512426503	-1.81697757434812	-2.57639880870382	-2.09615019188933	-2.41455143282567	-7.21066871576872	-5.51389213542235	-6.11234557082864	-5.61283728521796	-4.5895685572245	-4.84753549279694	-4.78365043944161	-4.82191885784889	-4.16951459262163	-4.26171864029324	-4.95614626279407	-5.72843310794114	-5.22868989650042	-4.91565231580132	-4.74982773151644
NC_III_randomDNA7:::CCT	-3.09466389482154	-3.6113975092154	-3.31685568425283	-3.35853858011809	-3.29736847846498	-3.27990916323969	-3.02075238025023	-3.11574031894906	-3.72566841814743	-3.04619477803458	-3.71086034072847	-2.26105025301564	-2.23173248041571	-2.36814584800585	-2.51800791702105	-2.58051883700596	-2.9108596685161	-2.77989598018473	-2.64005472438272	-2.67917375106148	-2.52667252050969	-7.23743617703858	-6.4615873232126	-6.20989241641096	-6.79962796043129	-6.5895665438914	-4.8772591873806	-5.42742554002448	-5.48778889311036	-5.0401659127985	-5.29253771560531	-4.41954956563515	-5.92089411297799	-4.93824971337615	-5.34051059897464	-5.51774435512039
NC_III_randomDNA80:::AAG	-3.28341447532819	-3.6524204114291	-3.00788591668795	-3.23558128209813	-2.9291570342609	-3.64367304756022	-2.60402531942197	-2.75975897459312	-3.23735706768821	-3.59220941814221	-2.80370681951668	-2.11556348871961	-1.97827873057613	-1.96823210261823	-1.87588393672938	-1.99243444320543	-3.02537977968047	-2.47846098282151	-3.05514664093852	-2.35726742396072	-2.4025410519794	-6.31394060943258	-5.98644690622625	-5.45526209371661	-6.25272681414293	-5.5187556497068	-4.44565480540093	-4.79440945107706	-5.25414150952828	-4.90976381888901	-4.7496576757292	-4.80216760708946	-4.54862994893054	-4.2915753452003	-4.08329647004235	-5.05908170667321
NC_III_randomDNA80:::CCT	-4.02484094146364	-4.27000742382988	-3.55788078606504	-3.99864437103664	-3.85677274610866	-3.9795940517071	-4.04584842050439	-2.90625776815243	-3.41082989805662	-3.50729586649588	-4.25748702060293	-2.63379207408463	-2.82339431335224	-2.8827867845172	-2.83540073502665	-2.90331100632595	-2.94934859022154	-3.29582172122699	-2.65364475065299	-3.41199857445645	-3.65761472097698	-7.47545841011818	-6.87011877235499	-6.71409609013816	-6.36851057215932	-6.28015708688093	-4.95464023927291	-5.45806352257466	-6.09155711580115	-5.16964932703778	-5.39343490615969	-5.20102011005382	-4.92494560369212	-4.86837799220564	-4.62826145623786	-5.61352192013873
NC_III_randomDNA81:::AAG	-3.99914101366194	-3.55606621780802	-3.81031017181762	-3.4324157740774	-3.91369850422068	-3.49130990741267	-2.66118938679288	-4.26868475226508	-3.84638487076	-3.01740015742627	-4.54795660760063	-2.32876599017624	-2.47247692197313	-2.30696990012282	-2.44308132969067	-2.21081405039377	-2.64763736499396	-2.6419377282758	-3.25298421556911	-2.21475032790992	-3.20995815077614	-6.26849578207707	-7.11516020111882	-7.77785040855861	-6.61859104772797	-6.84281025056486	-5.0884228909029	-5.01880725856953	-5.21790997390134	-6.13217207148081	-5.83655503196258	-5.84230763602134	-4.91587550047395	-7.30589580183351	-6.02198807295906	-4.84455457869195
NC_III_randomDNA81:::CCT	-3.92564113098952	-4.09353016780379	-4.23343208427105	-4.46524176896117	-3.99542667688588	-4.68358178723368	-2.23614315827222	-4.96057063027628	-3.28591608973886	-4.99978833106084	-3.4651088404753	-3.37760126459354	-3.42960088636062	-3.49529670391176	-3.32494074910898	-3.4605500525685	-3.40601202624328	-3.87448823664059	-3.03526802255755	-3.77336191008056	-3.39166407303779	-6.81571694280824	-7.12992926398743	-9.95156673734431	-7.93865596819066	-6.66884594375978	-5.42328273201618	-6.42544159256253	-6.48780501336893	-6.12249072882047	-6.43002109058689	-5.09939993350532	-5.94843813591508	-6.73950869301405	-6.0257867010515	-6.53921360755742
NC_III_randomDNA82:::AAG	-2.77292610090866	-3.3556654123138	-2.83067870424596	-2.58518843720539	-3.9020307643519	-2.53264696968821	-2.44198079086871	-2.07446516417165	-2.77299716183175	-2.02380770312666	-1.31454375178561	-1.50205448516358	-1.50514846312522	-1.34591676619033	-1.38070757090141	-1.35480521713944	-2.38313927945405	-2.12446423723091	-2.04455110628978	-1.84984316691539	-2.44597646787935	-6.15810499380157	-5.86128796691606	-4.35040940642874	-5.79095601390213	-5.81014767467373	-4.09374873171316	-4.45957339180334	-4.69335921967222	-4.52788939171376	-4.86385083338024	-3.49073795944757	-5.02979809314096	-4.98827005851542	-4.56848214420897	-5.19653538508847
NC_III_randomDNA82:::CCT	-2.98535556354539	-3.45598565930634	-3.17476135249954	-2.94354837236603	-2.93491542373613	-3.78748388525881	-3.80538832866226	-2.8627858089199	-2.84953211158303	-2.2925647843965	-3.56480424561743	-2.35758659124006	-2.48654549710191	-2.49993029838085	-2.32107139962826	-2.40090800318116	-3.32413774749982	-2.71849524631589	-2.1090496653147	-2.63846345829501	-3.01574656531444	-5.17811964380438	-5.72685105828703	-6.06242437887792	-5.82189911011166	-5.60601716064557	-4.73849477942472	-4.37993832973758	-5.13240963852811	-4.73266204814732	-4.71464408469416	-3.78906384138706	-4.92695129384802	-4.47777051143373	-5.08624604741827	-4.65981754020211
NC_III_randomDNA83:::AAG	-3.7019309104357	-3.43716513017575	-3.03081421390238	-2.61009653621515	-3.54793807616277	-3.9948414516472	-3.72522825057208	-3.76615922945499	-3.54951470884147	-3.78589405658643	-4.00703157441583	-2.71688983652733	-2.65492318435443	-2.58496207308907	-2.49611262598223	-2.61498535725152	-2.85250581044212	-2.2216297204285	-3.25507227233461	-2.84913363607479	-2.98080264218561	-6.35085856120858	-5.99390389126091	-7.28838574969956	-7.33132505875409	-5.53757935345842	-4.75886334758831	-5.26239264264383	-5.68984317002126	-5.11862913473774	-5.42361617111117	-4.13450659446079	-5.01199499582737	-4.97092438339133	-4.24869249167115	-5.39929701115101
NC_III_randomDNA83:::CCT	-4.28316452684291	-3.9316542305407	-3.98825566909806	-3.67301540039287	-4.2449545793737	-4.84500473202774	-3.27752738886786	-4.59586790142651	-4.45967475562367	-4.80476819767405	-3.91525007304088	-3.65765110208234	-3.49707930333	-3.57683357867649	-3.67708068370434	-3.7885644388824	-3.25046124015443	-3.16432336724108	-3.85272414893605	-3.1541560900724	-3.10034628191487	-7.22671354031146	-6.87370307967466	-6.38400199032861	-7.34042024846487	-6.20344582927223	-6.03153686397827	-5.29721968293097	-5.96242244972318	-6.54786515700559	-5.54533104287181	-5.05254395173952	-5.11680449283734	-5.30807224522327	-5.11366266655302	-5.67844141930369
NC_III_randomDNA84:::AAG	-3.24674739966841	-3.47411321163966	-3.43622716344639	-3.03373023378205	-3.15945844639836	-2.8546274477717	-2.71961944868556	-2.97833685431049	-3.15379728090492	-2.59714988279838	-3.2733856885771	-2.19100920804452	-2.18280408623582	-2.17976350029702	-2.20928839423071	-2.24863476801571	-3.32686561667995	-2.98203620530485	-2.97265785644567	-2.96739486072316	-2.83254627045115	-6.86256958860872	-6.90689176943806	-6.05471867006169	-8.13880067174544	-6.1779621120557	-4.94507793079295	-5.53892220558235	-4.95381506325278	-5.16799300313755	-5.16052016206671	-5.07269950174976	-4.55929122889168	-5.79664117726807	-4.31946815632394	-5.14902205718888
NC_III_randomDNA84:::CCT	-4.25641499928656	-4.31933432294734	-4.15613908087147	-3.736159856285	-3.82068512071443	-3.75663610714068	-4.13015622239916	-3.71952259295457	-3.77047525090326	-3.59914733379898	-3.266348965079	-2.84603620354426	-2.79833071965662	-2.99702510400712	-2.9299715508775	-3.0948153176744	-2.77729498108193	-3.17455900850751	-2.67071419709087	-2.89306925730518	-3.68042326893935	-6.59832035362546	-7.03742300387073	-5.89896128779333	-7.79691720803146	-6.73251800445121	-5.38744690513461	-5.22551472692293	-4.96803855556088	-6.26702263705986	-5.81127687106431	-5.32472403612739	-5.06686577724145	-4.33392075199406	-5.62846352109037	-5.56476982952595
NC_III_randomDNA86:::AAG	-3.03226986274155	-3.11530467208672	-3.03037590744177	-3.41161876638954	-3.09733931029047	-3.67589305947187	-2.51230349415683	-2.5136463165062	-2.46125005898618	-2.17426394727239	-1.98470064210111	-1.82733649482205	-1.73260619216979	-1.58629344241622	-1.66182296626294	-1.62481304939897	-2.76798304131894	-2.22963308287032	-2.84814148663466	-2.28563848217988	-2.07607859483256	-7.87426962737665	-6.29324516278367	-6.75086189353131	-6.66431046935502	-6.57861420766352	-5.67253634792304	-4.74152783525287	-4.99545732415255	-5.33890746565312	-4.66944968142077	-4.79537802701944	-5.31968994578013	-4.90022403660759	-5.30863310462836	-4.46833747701768
NC_III_randomDNA86:::CCT	-3.46158274053815	-3.89875849797817	-3.48750063087255	-3.73490898347012	-3.68210983412019	-3.67727493651805	-2.43350963184219	-2.67615231863092	-2.17567042715142	-2.12997930429276	-2.43946408005274	-2.45014560556305	-2.46287952193498	-2.48093104907048	-2.48105812269755	-2.4872803637711	-3.17420798191763	-3.03171553228678	-2.84949358854217	-2.92602640042838	-2.96352545157419	-7.29227448555752	-7.21812488347116	-6.57389731191669	-7.40537663162873	-7.36136347848386	-5.58176354661779	-5.39962173104468	-5.83736147996029	-5.3957545369956	-5.68586434929172	-5.09328714062107	-5.34591920491192	-5.9697126813806	-5.44662116254428	-5.95585033791548
NC_III_randomDNA89:::AAG	-3.34084964918469	-3.09510578592589	-3.02251584053297	-2.92919640204736	-3.27810152129152	-2.87959438255234	-2.65112426337187	-2.82680632130932	-3.17435481679506	-3.07081935851317	-2.59861766606413	-1.60808725815259	-1.68553593262857	-1.63712689637827	-1.63155643957215	-1.66437919487067	-2.58617562124	-3.29332841253746	-2.09275054289204	-1.79029564688204	-2.5443530613319	-5.49302591396355	-6.9878159578711	-6.93553617658909	-5.87612780620623	-6.2384375191615	-4.92502911144856	-5.37091119270415	-5.12841968836278	-5.06530593583713	-4.75908539409861	-4.69854860104037	-4.61110494988339	-4.88430039286664	-5.40285688979071	-5.13298516066364
NC_III_randomDNA89:::CCT	-3.53803007232613	-3.4130927066665	-3.71794358812492	-4.03244053536196	-3.70234893085165	-3.21528435689774	-2.41575984145796	-3.10391160165651	-2.73603293274553	-3.53928648720998	-3.61947106578028	-2.27077715743255	-2.45110337253481	-2.67228443300369	-2.55247759680922	-2.63485391056091	-3.24677391789137	-3.20118770960705	-2.86754747828464	-3.00351708440915	-3.21163511635871	-6.97264342675703	-6.72862391655913	-7.98724682664176	-6.66899416684334	-7.63829794433993	-5.49320369160316	-5.01761138325783	-5.71825249126856	-5.4620014100772	-5.37427706140866	-6.09701508578156	-6.8684617172086	-5.59275445100341	-4.44300155793829	-4.72476593417446
NC_III_randomDNA8:::AAG	-4.24809810894705	-4.16183768398625	-4.02859708757198	-3.56042612178524	-3.9902357033875	-3.87791399984966	-3.61402766119051	-3.70552822095927	-3.25093065475172	-3.57596981689916	-4.05794872379333	-2.75511346998616	-2.79417397528222	-2.69192389717782	-2.73533892423319	-2.76475689492872	-3.28150827421649	-3.20611730655148	-3.23315968595726	-2.79183339644587	-3.31050359278399	-8.03329526870298	-8.19707070926725	-6.61128084866119	-6.05408105174797	-7.33130337504542	-5.93172698989707	-5.5714896812203	-5.47714292399314	-5.72979987127361	-5.19232360979632	-6.09014739454451	-5.45926838753519	-6.39171418407086	-5.99500875745521	-5.75729548704776
NC_III_randomDNA8:::CCT	-4.28432839391407	-4.45902235680648	-4.24523492342184	-4.02558945776566	-4.27094920089425	-4.01344546002666	-4.41077477430098	-4.1333760988326	-4.02059897791398	-4.35171932002439	-4.18101207939179	-3.808845251385	-3.734024659834	-3.79651706539891	-3.79343418795154	-3.77051519033741	-3.94962255920845	-3.02887109558366	-3.90436892153698	-3.22272093538081	-3.35544080041669	-7.58428795175088	-6.66915868246232	-7.65408146244888	-8.20778537074981	-8.07397821478709	-5.91094892414871	-6.15354519424586	-6.29094729783235	-6.26960714239742	-6.13363684921697	-5.64469650951062	-5.60147907878284	-5.2259624713104	-6.41144830758744	-5.87422725662061
NC_III_randomDNA90:::AAG	-3.92165552844022	-3.43079167680798	-3.1609742779281	-3.76213262526411	-3.06923559053462	-3.67461302598525	-3.8709575979311	-3.70555703196365	-3.89978803428443	-4.41704499212872	-4.07907690002329	-2.47131035867916	-2.41831829220733	-2.34629464079706	-2.42869267093414	-2.33902527185978	-3.160168779558	-2.7147202553645	-2.33317239973374	-2.61267549547339	-2.95672983080122	-6.4730683205184	-6.28749610605414	-6.55508884236864	-7.30963544637319	-7.25768901799939	-4.84806664088861	-5.01524425055662	-5.08937573111369	-4.97067765053515	-5.79761137361299	-5.82164900239073	-4.64322675993724	-5.69016702741617	-6.12431905576498	-5.21295418190422
