L_1	L_2	L_3	L_4	L_5	L2_1	L2_2,	L2_3	L2_4	L2_5
MLIP_tv2:::AAG	-1.40956540840304	-1.51422272960598	-1.76340802489033	-1.66480954707708	-1.80454353012155	-1.16638364330813	-1.35808456230948	-1.73962871442444	-1.66746242169768	-1.63365494338192
MLIP_tv2:::CCT	-2.30899134876568	-2.12875648770404	-2.50140416677528	-2.70727363308097	-2.58877619704464	-1.7817338317272	-1.73276360040535	-1.91001673786964	-2.2408306089011	-2.08978484005454
MMP2:::AAG	0.62453866200365	0.833002741972251	0.910959418092927	0.983820134625128	0.908932754482163	0.200687391613086	0.318964503404096	0.253306692396378	0.448812225427797	0.138492337811022
MMP2:::CCT	0.0740593305103328	-0.0241636430705385	-0.0678432138397939	-0.0600265066467199	0.128482369397707	-0.0275726805867165	-0.0880982276369704	-0.181590978759137	-0.260737103922432	-0.0630838563533847
MT1A:::AAG	1.03890568687482	1.1149496661474	1.12772498471482	1.29357641134048	1.18803044577958	0.612417213541547	0.539397228047025	0.718148298736452	0.719065332751433	0.482909359531321
MT1A:::CCT	1.00387822805775	0.86257204739865	0.763173375532666	0.942304667617425	0.906898052883767	0.980043537857744	0.633176570699674	0.628222934144795	0.752709142815522	0.727132824988002
MT1F:::AAG	-0.113658583470846	-0.108362133716827	-0.100629607438924	-0.0734818432319688	-0.108953651098421	-0.626709882765336	-0.687370400515684	-0.656874192943631	-0.631766693641059	-0.739631028392394
MT1F:::CCT	-0.761934127895989	-0.924514585160789	-0.987007134502153	-0.946652607585851	-0.982320991886526	-0.837577090510939	-1.02184447377257	-1.20781352983772	-1.05710213744173	-1.09285130143379
MT1G:::AAG	2.20335387905659	2.3679319931302	2.41890824960647	2.54129509600456	2.49366092477771	1.73815737951858	1.91656400661599	1.76381337604453	1.80665311691045	1.66139043283274
MT1G:::CCT	1.82525011025199	1.86621599317199	1.8448328828023	1.92197729055961	1.83144286033436	1.66904510156064	1.46857129518557	1.76802703718763	1.75551135633189	1.3147281469344
MT1H:::AAG	-1.37484968896944	-1.12296919228857	-1.07675746787665	-1.12060641294565	-1.08123837706853	-1.87348726036805	-1.63405485643721	-1.42539697738062	-1.65133392009425	-1.62948546063435
MT1H:::CCT	-1.83724361724735	-1.92683869045284	-1.90412625749692	-1.97133399722647	-2.13749524682438	-2.0003608746509	-1.91445281494917	-1.81810328603046	-2.04472593043764	-2.23539266223578
MT1M:::AAG	0.77664769455955	0.950601931933469	1.04224719444227	1.1336458893623	1.10518543129964	0.185290426280088	0.419607257670851	0.61560006610808	0.573369703215643	0.420111643029127
MT1M:::CCT	-0.0899708368819131	-0.0101235694330099	-0.00719035636671169	-0.0011500598498309	-0.104249870279762	-0.277981170171458	-0.056336869870234	-0.051688644480889	-0.137566568457476	-0.384230871246044
MT1X:::AAG	1.82413182047238	1.96609902529996	1.94295288224101	2.04371888147923	2.06633301481887	1.40706825208637	1.41178970506205	1.44816226525184	1.24455860331704	1.33049893929866
MT1X:::CCT	1.92716245108304	1.97810977441302	1.90371109908934	1.92661961846598	1.94007707423953	1.69577770658831	1.69333478516869	1.61089602156582	1.55876356455136	1.81937135584021
MUSTN1:::AAG	-0.0519217658998652	0.0583336452314351	0.070374707426469	0.126169416077656	0.252011429929258	-0.192277809881726	-0.0995363476221973	-0.114078277911547	-0.0918676957105824	0.0339202119536862
MUSTN1:::CCT	-0.889409325063813	-0.91787630570295	-0.880794706189971	-0.836647028176711	-0.779545332231919	-0.656627183180627	-0.706236650021229	-0.701580288660847	-0.63825827897837	-0.578491835324974
MYBPC1:::AAG	-1.38502661857868	-1.28984146909889	-1.31759232139081	-1.25029493920665	-1.16700555126306	-1.36809956899593	-1.33621017634105	-1.43014764875518	-1.40962580436494	-1.31276271430605
MYBPC1:::CCT	-2.28714667508022	-2.29012151453943	-2.4447348203666	-2.37889289850665	-2.31256749222082	-1.98328424840552	-1.96781050958525	-2.12969005967746	-2.04623816328809	-2.04275489490627
MYBPC2:::AAG	0.647518287488676	0.435788339316012	0.521860859139064	0.472751440457619	0.572282655281645	0.386845050741699	0.149041641503311	0.131519138721862	0.0512057884949125	0.0409636734074086
MYBPC2:::CCT	0.797096450221855	0.57676488174203	0.493850639553815	0.550695347596761	0.658553298286774	0.741472602297822	0.485772031299976	0.396516010475171	0.478002934986617	0.637832314532879
MYBPC3:::AAG	-0.589049580901834	-0.637244760973102	-0.669468458676345	-0.519157420353709	-0.521301716457327	-0.766742118807082	-0.964540760275296	-0.917690624186677	-0.795354017300217	-0.941461875083169
MYBPC3:::CCT	-1.18897007197311	-1.22519260627458	-1.45652098273844	-1.40730662574548	-1.28156503336684	-1.00393092861206	-1.10392047804318	-1.30744195037722	-1.24629759133145	-1.17351204786992
MYBPHL:::AAG	-0.0388355211756233	-0.0115478482682506	0.0117357923818722	0.0975856931097931	0.161164713059262	-0.208498205111377	-0.249330058963824	-0.429666222884592	-0.180904272552455	-0.243332106509325
MYBPHL:::CCT	-0.436309591114881	-0.451418819811104	-0.451985910085528	-0.430202081854057	-0.337886286177219	-0.437973468642529	-0.305346164988733	-0.371554753045158	-0.326815744708529	-0.317770828592064
MYF6:::AAG	-2.06906071616316	-2.23187157801546	-2.14404219174784	-2.28660603290158	-2.09626951666197	-1.82091217826495	-1.93262209803135	-1.98592223141343	-2.14448508775608	-2.11747862492134
MYF6:::CCT	-3.51619525511235	-3.03961000604809	-3.12400103749468	-3.21677028069695	-3.14614798612226	-3.03245441533428	-2.66864336903623	-2.54695315969185	-2.62303085070056	-2.70662245603565
MYH1:::AAG	-2.36449294948852	-2.04548533873794	-2.2734167682486	-2.05931370020477	-2.10554158800688	-2.28390399809039	-1.90950700872542	-2.01381089208726	-2.03078635630289	-2.1556102457808
MYH1:::CCT	-3.10528105266693	-3.44840214216146	-3.48571245744581	-3.15967984987754	-3.28212871486356	-2.47731270313845	-2.92553090639736	-3.08232672176752	-2.740216132369	-2.75347707733791
MYH11:::AAG	1.77392826055627	1.93908741857607	2.00679674727218	2.06976057683757	2.09811781477557	1.27982262119141	1.25890195602478	1.24087511834233	1.32569657152612	1.50332271159398
MYH11:::CCT	1.01466422319559	1.0236000858115	0.964699999486424	1.07296518908035	1.0625971788022	0.86627164475747	0.925017161982231	0.90163622018602	0.99449538648995	0.797005480422256
MYH14:::AAG	-0.59411121338261	-0.44945718610173	-0.472618740864596	-0.355617349163649	-0.467000632325051	-1.1345053144994	-0.912968930709911	-0.98137470652719	-0.953221357663587	-0.886451421626772
MYH14:::CCT	-1.0772876126421	-1.04383597295753	-1.16505443473404	-1.04120465024282	-1.10347865085094	-1.05359344057975	-1.11252395233083	-1.34701920624474	-1.25012043128655	-1.33679906196234
MYH2:::AAG	-1.93383201685978	-1.91054380583195	-1.89207908528234	-1.80438987242498	-1.57756365517798	-1.79540431037008	-1.85501556174712	-1.77166085097007	-1.88456242241034	-1.63372846742397
MYH2:::CCT	-2.96793506908777	-2.87327078592562	-2.98607995363554	-2.91777693581817	-2.80044347680882	-2.3789875207488	-2.41982189862198	-2.52474516933348	-2.56764861499096	-2.45268366469821
MYH6:::AAG	-0.152140481191679	0.011713471070952	0.0153639916964086	0.0508438213899021	0.0711150755672032	-0.454017388512514	-0.298058353175705	-0.304627886633687	-0.391041641620643	-0.290679671029562
MYH6:::CCT	-1.44766915820853	-1.32364066674367	-1.47509582309878	-1.38355833489528	-1.24752894059348	-1.42399965833019	-1.39937858436411	-1.30414967387122	-1.31142028129541	-1.30939419646902
MYH7:::AAG	0.0352624479023566	0.0979337409950063	-0.0113819890958583	-0.00460190348020704	0.101967910325815	-0.15838908983633	-0.0721639081746386	-0.240194131654969	-0.33190778027316	-0.226321520597515
MYH7:::CCT	-0.775990156414565	-0.843673286999016	-0.908762551250195	-0.951654732955537	-0.807023551256541	-0.556593440601756	-0.739419863001307	-0.730815349157643	-0.874397651506006	-0.713020683721702
MYH7B:::AAG	-0.422043210788853	-0.37597067887381	-0.386430284915924	-0.284200965698207	-0.283084714287228	-0.461048164778377	-0.499541840914014	-0.394980578596868	-0.36325885797339	-0.477113747843924
MYH7B:::CCT	-1.10046329065693	-1.12693040023849	-1.28546091709651	-1.21841847339539	-1.19428797362485	-0.752809996064358	-0.734571792546721	-0.888183045917076	-0.864994343865375	-0.976636108381224
MYL1:::AAG	0.191579031843426	0.220988346666805	0.404361873784981	0.471217192075495	0.361692434638812	0.385375878696733	0.282932118960173	0.548024343051467	0.590554089963331	0.412527730377538
MYL1:::CCT	-0.754859310710694	-0.670518419773612	-0.636167068325777	-0.545384608262043	-0.644166365838888	-0.188024189580232	-0.125902859629154	-0.0807780239490024	-0.0451259409918456	-0.190235885160407
MYL2:::AAG	-1.18528454326158	-1.080351694462	-0.972147199580278	-1.02824919046929	-0.927356892056634	-1.22573273232776	-1.19915757183207	-1.11439877373719	-1.2709739078329	-1.17283474113282
MYL2:::CCT	-1.99557593885875	-1.84225890428261	-1.9939814792897	-1.98944470720938	-1.84010055804258	-1.73034813158806	-1.5039936223011	-1.65746956642026	-1.80824300457406	-1.53331882024549
MYL3:::AAG	0.0415228491530557	0.0122971489210273	0.0165918809284259	0.0231681655509478	-0.0101962075308492	0.0220535124169438	-0.0809302200077449	-0.0566811686890968	-0.135990314749178	-0.194505676754091
MYL3:::CCT	-0.513477651650448	-0.690219532015574	-0.738772696894059	-0.805156447660076	-0.767494073945844	-0.203244309642388	-0.388004694741577	-0.430367485855153	-0.492812716594498	-0.505582074745836
MYL4:::AAG	-0.883586560815493	-0.945395043473871	-0.820389873483104	-0.905021808598569	-0.857581046885834	-0.929865699001756	-1.0778673512708	-0.925494553367813	-1.13478553412099	-1.04720604432791
MYL4:::CCT	-1.83246155616561	-1.74902550908336	-1.99312068797996	-1.79811242113187	-1.8290881117301	-1.50551290981348	-1.43419875695628	-1.66184145555982	-1.52624692890616	-1.59990918285752
MYL7_ATG:::AAG	-0.921704604580898	-0.810928643532233	-0.752000112408862	-0.723284680773821	-0.695961389905505	-1.0329043788823	-1.09267761967749	-0.989054785576282	-0.980821011725354	-0.942082109418364
MYL7_ATG:::CCT	-1.48558215875672	-1.52706773354125	-1.47502028486229	-1.45728609693902	-1.37118886100841	-1.28742617081403	-1.32420305407255	-1.26828253933986	-1.25069730004587	-1.1832876884274
MYL7:::AAG	-1.07768651398855	-0.953676544298779	-0.946672203049291	-0.895589558792281	-0.800594025391876	-1.13756927364536	-1.09988989953146	-1.1639131713484	-1.08417555582337	-1.01363352260692
MYL7:::CCT	-1.3574301551681	-1.44358171762053	-1.43384475857926	-1.35972518744352	-1.33112853276951	-1.14145820316101	-1.20035083198874	-1.15793157323183	-1.17035428641441	-1.14113676449661
MYL9:::AAG	0.460441682992417	0.568470030975676	0.675440967372258	0.745219762555189	0.783964437323661	-0.22858272918346	0.0467018115946676	-0.0529347089111809	0.0612631934845406	0.0503804926406023
MYL9:::CCT	0.584812446110786	0.424225027223026	0.410155904903276	0.511561501141783	0.567876888942308	0.563126328658806	-0.0123798175813613	-0.223684966530709	-0.0742128323504318	0.111137038741585
MYLPF:::AAG	-0.209196868237575	-0.138303712551726	-0.251771991905258	-0.133946318154241	-0.265158149965763	-0.209160293977204	-0.334300468717258	-0.329261371622106	-0.305893733937663	-0.471161432540229
MYLPF:::CCT	-0.766512837204401	-0.702443081632825	-0.82472775288007	-0.878576710299814	-1.05168000862991	-0.520263422008779	-0.454600890356167	-0.551689911269564	-0.527832859135879	-0.864967686126339
MYOM1:::AAG	-0.601648974588659	-0.568318964222878	-0.534510031161293	-0.482158904825657	-0.459461447357683	-0.38985472604631	-0.478363615998004	-0.340639838102984	-0.445836228437472	-0.388270444316819
MYOM1:::CCT	-0.977380303507967	-0.969332213550545	-1.01699819347214	-0.967694431329693	-0.938808250451179	-0.488194128125904	-0.467613334410032	-0.496806411923764	-0.466549577507094	-0.498273837245649
MYOM2:::AAG	-0.340080834160236	-0.254262532642524	-0.173593554643096	-0.135019937270854	-0.0273691000808485	-0.292808779991769	-0.300267538451399	-0.192063001210028	-0.247341545403072	-0.130164523923207
MYOM2:::CCT	-1.03714394708862	-1.06921547622637	-1.06717897183378	-1.04332316611459	-0.920456036481364	-0.735552711447947	-0.770357006233443	-0.704680179499185	-0.763221904724028	-0.668101564042205
MYOM3:::AAG	0.257998779417636	0.330580936815562	0.298113355952493	0.416356436899299	0.429804870857578	0.0507018901477178	0.187621534916415	0.0645702441512458	0.111410017820164	-0.138804736833195
MYOM3:::CCT	-0.404223109199494	-0.504402717526048	-0.591251050011907	-0.469462081392469	-0.473374263651258	-0.23483081882159	-0.243553919804684	-0.345894421657706	-0.473987144878238	-0.539467471119753
MYOT:::AAG	-1.12669467488044	-1.1309944132745	-1.02527617730999	-0.894538279461518	-0.911007137059078	-1.00860500081642	-1.06098693398031	-0.871555495379227	-0.823557321120937	-0.877448150373159
MYOT:::CCT	-2.29704287356746	-2.2135493153054	-2.07718864282349	-2.18711088373905	-2.09765675813142	-1.84306720653644	-1.58795444288538	-1.42357543317844	-1.89341470156852	-1.681815076959
MYOZ1:::AAG	-0.895885957996813	-0.907021649592483	-0.846803834922347	-0.807514903869796	-0.785727839041759	-0.929118260593735	-0.964659327632167	-0.906430474592613	-0.953074197741013	-0.917159956044721
MYOZ1:::CCT	-1.67145402871499	-1.70974936315315	-1.81801722694129	-1.77189530542733	-1.65054157291984	-1.43171390204296	-1.44356595761682	-1.44135499324211	-1.52298988633739	-1.43755618674299
MYOZ2:::AAG	-1.89736997023163	-2.07647707954541	-2.05007638948796	-1.92553521548332	-1.70065754171768	-1.60840680729979	-1.81022746717707	-1.87825298990285	-1.77453061630003	-1.54226831562346
MYOZ2:::CCT	-2.91389004204597	-3.13460131285952	-2.80199699063884	-2.77265539840985	-3.00718895529444	-2.38543973392249	-2.500861621943	-2.32279443827968	-2.29111307186249	-2.57102122490342
MYPN_tv1:::AAG	-2.2525373776108	-2.24952213445619	-2.10519602239128	-2.18559028243465	-2.02824854387091	-2.12385449606833	-2.07071999590826	-2.03344850340749	-2.11745912886352	-1.87050116884738
MYPN_tv1:::CCT	-2.91595777397144	-2.8234588361845	-2.97506690306632	-3.00148085144186	-2.94421937124424	-2.21690541587077	-2.13320187513839	-2.36689420452191	-2.39452593414693	-2.63739605217454
MYPN_tv2:::AAG	-2.09165524391833	-1.91851609072975	-1.91974922543974	-1.84006594534078	-1.85364533358789	-1.80646883984356	-1.74275351040984	-1.71928124955228	-1.67866007529966	-1.84578804319009
MYPN_tv2:::CCT	-2.84818168199581	-2.55461258838457	-2.85456217091208	-2.66593132784464	-2.67807411650247	-2.25849741102225	-1.95424285459963	-2.23150943868961	-2.15419205456035	-2.17067210609327
MYZAP:::AAG	0	0	0	0	0	-0.759276922237482	0.194727619092546	0.505279258041957	0.190424079680014	-0.618878206194513
MYZAP:::CCT	0	0	0	0	0	-0.0199404390417466	-0.352328086883073	-0.223345520428217	-0.536255041452888	-0.497642139964746
NAMPT:::AAG	1.26951166940205	1.36509479429295	1.3527012436253	1.419733512981	1.39592450021969	0.80072653742848	0.785333578563507	0.859096287419417	0.798773293686985	0.650801376562768
NAMPT:::CCT	0.845169370865922	0.737052189118981	0.696988445285433	0.772613498180165	0.754503201023643	0.649998493189262	0.663545885646194	0.697226481251435	0.548573076621	0.610570205365571
NC_II_exonicDNA1:::AAG	-0.968949375850008	-1.06291054002382	-1.00157027691512	-1.07937799423531	-1.15839772080805	-1.25801059038539	-1.40326733518992	-1.38697004970174	-1.70145681908841	-1.86252646291579
NC_II_exonicDNA1:::CCT	-1.59281686315871	-1.65443623149053	-1.87383677547251	-1.91586178113516	-1.99724378614127	-1.60373837975922	-1.62505711791485	-1.97371653139951	-1.92475560960651	-2.13211140414541
NC_II_exonicDNA10:::AAG	-0.589909105183429	-0.788189505732126	-0.561787298062388	-0.620005443941575	-0.614524386758251	-0.535016112769081	-0.856702940953709	-0.634607508978885	-0.699267086174231	-0.770796880626608
NC_II_exonicDNA10:::CCT	-1.87487957746033	-1.86692647211784	-2.1960017018514	-2.09454875260373	-2.02487479061511	-1.492927615501	-1.50275149008736	-1.72350243693463	-1.7157577181784	-1.81058707267193
NC_II_exonicDNA11:::AAG	-0.923136045514773	-0.856396126440239	-0.850461882385977	-0.878517999292198	-0.798222649128525	-1.14237463769545	-1.18167365778405	-1.22979469980229	-1.28691956677893	-1.10011965243038
NC_II_exonicDNA11:::CCT	-1.80026207574433	-1.74920326029442	-1.94055345628449	-1.63805234762548	-1.7668931444861	-1.86275564256667	-1.73900903326486	-1.89939736463193	-1.51286864677829	-1.85366926166869
NC_II_exonicDNA12:::AAG	-1.1033745060973	-1.14391807954617	-0.96815902736566	-0.94284419334313	-0.87073456876077	-1.11821222551612	-1.28485778287168	-1.11512607176347	-1.16823366401645	-1.01847091369959
NC_II_exonicDNA12:::CCT	-1.90991336294486	-1.91018487910188	-1.87826869564005	-1.74158571108216	-1.76665114263932	-1.61005712791479	-1.63545815109661	-1.53382745159606	-1.46466402884982	-1.48208470799765
NC_II_exonicDNA14:::AAG	-0.170343735071664	-0.131142354151401	-0.0403151197385893	-0.00105168134260283	-0.122323232432149	-0.183203371417759	-0.191737491365138	-0.115196118324702	-0.149689684627149	-0.293600768531614
NC_II_exonicDNA14:::CCT	-0.741278186250319	-0.828928390129633	-0.790686610615593	-0.779053312322617	-0.842796835317824	-0.460374036365765	-0.556142951003043	-0.457276630096005	-0.502302038551154	-0.65831970210461
NC_II_exonicDNA15:::AAG	-1.31355491156165	-1.18709751329529	-1.26354238325069	-1.1665409000547	-1.11336658402328	-2.02293913322884	-1.90423919284097	-1.70870921812577	-1.900997146466	-1.75078031144545
NC_II_exonicDNA15:::CCT	-2.3044557086926	-2.12675613672975	-2.17385091643949	-2.18092428018496	-1.664552456438	-2.58745939548918	-2.48083387588691	-2.38894847896531	-2.3772085863047	-2.02172546878366
NC_II_exonicDNA18:::AAG	-0.613405175984805	-0.625276183296599	-0.557060203384312	-0.428857949000737	-0.378000695870621	-1.01688014287671	-1.03503237653257	-1.1391080637807	-0.962644708163918	-0.975178537017025
NC_II_exonicDNA18:::CCT	-1.29290810747572	-1.49185622459572	-1.51405520983562	-1.39862272940643	-1.41004605160021	-1.42897344518354	-1.61754982011356	-1.70545179451015	-1.63281956315022	-1.56045360760047
NC_II_exonicDNA19:::AAG	-1.47491542368397	-1.56106482521008	-1.48427833381226	-1.62136970635434	-1.47128495777456	-1.80702283235545	-1.96460336626548	-1.74946605337124	-2.04096714179687	-1.96309540248189
NC_II_exonicDNA19:::CCT	-2.45407845292716	-2.26221966863815	-2.72781155930459	-2.49215419011756	-2.58915358457727	-2.43425164709826	-2.17209883048938	-2.67374738218111	-2.50934347243294	-2.64462978788134
NC_II_exonicDNA2:::AAG	1.05954450738924	1.09848718797152	1.19391740363936	1.28553601092503	1.25755246432866	0.892146836393976	0.790969172275456	0.955344857177132	0.972077867945815	0.91543755881269
NC_II_exonicDNA2:::CCT	0.966577733438112	0.795979036329035	0.842987772626919	0.907593800971961	0.925823316117903	1.09374037370136	0.805963213002513	0.88457282496141	1.02688099263752	0.96836539317556
NC_II_exonicDNA22:::AAG	-1.25043983101507	-1.15031808551105	-1.09713486524255	-1.00873857434979	-1.01591572182828	-1.66021702448397	-1.73260644237541	-1.47831592232814	-1.53694315520614	-1.50800028650911
NC_II_exonicDNA22:::CCT	-2.18475125534833	-2.302120437694	-2.28002353555146	-2.63730404325881	-2.11606499000026	-2.23028213970455	-2.35619137479681	-2.44956575173434	-2.63690714057638	-2.11517431476549
NC_II_exonicDNA27:::AAG	-1.26792196723459	-1.2614058553965	-1.26684982773724	-1.21030808274553	-1.13287648417997	-1.71218981115973	-1.7111797043503	-1.82035024977381	-1.76448555820682	-1.59871068997524
NC_II_exonicDNA27:::CCT	-2.43530178177671	-2.41816492346495	-2.31138633850045	-2.5979494933639	-2.37030389637835	-2.56269064242617	-2.56186476625877	-2.40440024290136	-2.7254739888213	-2.4932625614469
NC_II_exonicDNA28:::AAG	-1.20093666077409	-1.05784767763512	-0.931258448563094	-0.934468019385565	-0.881815359626942	-1.44188854422098	-1.44435627282921	-1.33087664945684	-1.43797568052063	-1.31846684497271
NC_II_exonicDNA28:::CCT	-1.85068407000358	-1.61840939721715	-1.98423257782128	-1.75873104317358	-1.89718531726983	-1.78791764340853	-1.51232438377856	-1.84816417852252	-1.75024169448019	-1.93805557852347
NC_II_exonicDNA29:::AAG	-1.3229717004985	-1.44646896921583	-0.982668473420567	-1.24787260505839	-1.1183205265572	-1.58661433464183	-1.8076694078832	-1.57881562529672	-1.51719476229926	-1.67995084958555
NC_II_exonicDNA29:::CCT	-2.17062800877414	-1.95927755159891	-1.9778129859606	-1.92223751310075	-1.99660096372119	-2.13106090259756	-1.98873830790056	-1.80700506769282	-1.94784717232661	-2.02932061163939
NC_II_exonicDNA3:::AAG	-0.447611785993519	-0.234809688818157	-0.327595487919575	-0.217329901282024	-0.235822983147418	-0.858705974118091	-0.62791170653359	-0.733496300645987	-0.724099588144872	-0.737090044722738
NC_II_exonicDNA3:::CCT	-0.482941199224867	-0.890019683770193	-0.858443764265604	-0.811700014566663	-0.819874595820487	-0.479023317736572	-0.983158991720215	-0.858054370182953	-0.835257589030613	-0.890302353950507
NC_II_exonicDNA30:::AAG	-0.822306201685361	-0.704191479263049	-0.707072058210339	-0.640638018957943	-0.632895998313478	-0.559863272274913	-0.611596643688018	-0.510815239887065	-0.611695990311771	-0.587015887306666
NC_II_exonicDNA30:::CCT	-1.58116462481073	-1.66076038395589	-1.56372238041296	-1.55249795834192	-1.6032787979244	-1.10028144789134	-1.08354028092306	-0.993654015797096	-1.02554916317336	-1.13361394723921
NC_II_exonicDNA31:::AAG	-0.838310819302192	-0.878934444897384	-0.812006805172505	-0.777902097427957	-0.685977637743352	-0.757370922795462	-0.847307000815172	-0.815475753083952	-0.915687668691666	-0.821865679890512
NC_II_exonicDNA31:::CCT	-2.19914695141973	-2.13751745692189	-2.15133165354344	-2.1642906595246	-2.04639982412292	-1.75797850142319	-1.74574156628438	-1.75597278877166	-1.75441432551108	-1.72068621903552
NC_II_exonicDNA33:::AAG	-0.846935733533169	-0.831815077920958	-0.851303195914373	-0.899979452651122	-0.69297556902611	-1.16020958894142	-1.28216759193155	-1.27468202838407	-1.41453531758028	-1.27884774889908
NC_II_exonicDNA33:::CCT	-1.87581556671438	-1.87675298664308	-1.93510529394398	-1.87596605984604	-1.8373023087855	-1.7904633107601	-1.9019330745423	-1.96854387463291	-1.93801750373872	-1.88681520416579
NC_II_exonicDNA34:::AAG	0.0320906858161849	-0.0920143989820666	0.217340057752315	0.117176550728412	0.307959820355687	-0.496744604713696	-0.532898782180805	-0.381568878427226	-0.615773604640529	-0.503573816366432
NC_II_exonicDNA34:::CCT	-0.473522220948618	-0.407348241635287	-0.474688283362372	-0.447968948765019	-0.216068349417745	-0.832040979025262	-0.893531784724719	-0.655343666191552	-0.63900121311329	-0.488715561049931
NC_II_exonicDNA36:::AAG	-0.646504796241104	-0.590821893284174	-0.569575105359833	-0.555399952811267	-0.501287708828391	-0.748712030952008	-0.67699794876499	-0.682831108504235	-0.688717346837294	-0.790711780212207
NC_II_exonicDNA36:::CCT	-1.59910665822685	-1.55986173630875	-1.49420401197856	-1.51052087233087	-1.45037016664503	-1.28340672984238	-1.278422172644	-1.19131759458392	-1.28375512621776	-1.20636333182359
NC_II_exonicDNA38:::AAG	-1.80933369488203	-1.69011191392543	-1.63019208684384	-1.68212438941433	-1.63896502938781	-1.68405045355345	-1.66408284740026	-1.68204763224062	-1.81916827282593	-1.7270493813774
NC_II_exonicDNA38:::CCT	-2.55536027550477	-2.66572365259967	-2.67465810717541	-2.49300577265215	-2.61925348615879	-2.12706782414322	-2.32171074338128	-2.15316990798895	-2.10096477897923	-2.34437046865992
NC_II_exonicDNA39:::AAG	-1.41314794589797	-1.29761528942256	-1.27009002826449	-1.15396568056549	-1.1687677682189	-1.19496787756982	-1.09801022227261	-1.10675997004554	-1.07428225715242	-1.05301980074654
NC_II_exonicDNA39:::CCT	-1.7199415190199	-1.93786571738204	-1.90953001567172	-1.86641623864207	-1.89027222266842	-1.13843524512146	-1.47658132039989	-1.24889952444953	-1.23663581222189	-1.29453941760234
NC_II_exonicDNA4:::AAG	-2.05309214787276	-2.11116634093292	-2.15297562921893	-2.02211890645	-2.13978408831691	-2.32066388782692	-2.45917995164514	-2.6176898416001	-2.39991020568573	-2.62090512503028
NC_II_exonicDNA4:::CCT	-2.73789526836877	-2.55009753619064	-2.60290737622308	-2.79394420135128	-2.72603254558838	-2.56356924355192	-2.6344326370071	-2.61268267508691	-2.81313276793161	-2.90257756827765
NC_II_exonicDNA40:::AAG	-1.16548067134467	-1.06372814161068	-0.912169622489872	-0.817492886911452	-0.911882908803191	-1.59716269135496	-1.44464583472036	-1.57975469825194	-1.33612646660606	-1.40724678684974
NC_II_exonicDNA40:::CCT	-2.01542232842684	-2.16849717755001	-1.92243890167954	-1.91632276079163	-1.84569505139486	-1.92068118945228	-2.07140735696475	-1.85633127803173	-1.88520073549936	-1.88904614134723
NC_II_exonicDNA41:::AAG	0.52402370174618	0.639428519465331	0.689529239480459	0.742154423636417	0.754256678159436	0.227792814172379	0.219899766374076	0.292015906111988	0.188930994839704	0.277921858582411
NC_II_exonicDNA41:::CCT	-0.130484071310776	-0.0953535817121617	-0.0836066888756672	-0.133814446465865	0.0162944392853427	-0.210140471456646	-0.211305896056662	-0.240639917514886	-0.314319927723325	-0.0420215566287609
NC_II_exonicDNA42:::AAG	-1.83391508235785	-1.57509483431277	-1.89981124264711	-1.69513028692484	-1.53943367061892	-2.38337724099668	-2.06778189157441	-2.13999844042444	-2.21056505639881	-1.91283234776003
NC_II_exonicDNA42:::CCT	-2.68998849660513	-2.50141124954223	-2.67529780045649	-2.64035178580739	-2.88770416791789	-2.87456067938243	-2.70055327557314	-2.80371789036097	-2.69710332839493	-3.02871469441143
NC_II_exonicDNA43:::CCT	-1.62581700521402	-2.15395802386102	-2.17769755828421	-1.9868633789307	-1.82699356068241	-1.94003742012925	-2.43903270829875	-2.88792002828146	-2.04721454089425	-2.19733384811585
NC_II_exonicDNA45:::AAG	-2.60280111651155	-2.53857529942702	-2.61063083639592	-2.54386947387056	-2.51643591619274	-2.61616105537087	-2.61957451609806	-2.67525853186689	-2.66946276697981	-2.70672675365986
NC_II_exonicDNA45:::CCT	-3.27987108775421	-3.31685227523442	-3.47475838866077	-3.36053082130949	-3.45883586344087	-3.02058103561704	-3.05257316769514	-3.18641445197416	-3.11204660784136	-3.25802911230058
NC_II_exonicDNA46:::AAG	-0.412923135216574	-0.0982921068825537	-0.0466294823499115	-0.105355722460654	0.156566935386493	-1.06687513179993	-0.887568745008759	-0.756973870155512	-0.917110146773282	-0.626987481568466
NC_II_exonicDNA46:::CCT	-1.50423704332116	-1.50637943379292	-1.4337313404739	-1.38711621433439	-1.15516112731518	-1.88228173212331	-1.78942464226598	-1.71880216443209	-1.53784714112475	-1.70774468564712
NC_II_exonicDNA47:::AAG	0	0	0	0	0	-1.47531998349267	-1.80893719181692	-1.97128845101414	-1.18371117820954	-2.17284810319771
NC_II_exonicDNA48:::AAG	-1.16898769405822	-1.39702971441096	-1.08583533041813	-1.16513671343857	-1.24058658181386	-0.794137527377036	-1.16929471793059	-1.1283221431825	-1.12762724184657	-1.38521624089806
NC_II_exonicDNA48:::CCT	-1.72328838843547	-1.93438903586933	-2.18701755077856	-2.07110225795277	-1.77232014532609	-1.19572535742084	-1.29607364545461	-1.70462392304507	-1.63478933836031	-1.18166515292323
