A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled	mean_log_A_ratio	mean_log_S_ratio	mean_log_L_ratio	mean_log_V_ratio	A_rank_value	S_rank_value	L_rank_value	V_rank_value	group	group2	A	S	L	V	A_DESeq2_Active	V_DESeq2_Active	L_DESeq2_Active	S_DESeq2_Active
PIPOX:::AAG	-0.4599133	-0.6656003	-0.6355959	-0.5957686	-0.2029543	-0.7583372	-0.3930306	0.04051263	-0.1089398	0.1984255	-0.09766941	0.06107343	0.04944722	0.1140854	0.06405152	0.1632285	-0.05768752	0.3197965	0.2227221	-0.01515376	-0.2423812	-0.5530283	-0.07214034	0.09037722	0.0454592	631	590	538	541	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
PIPOX:::CCT	-1.141082	-0.7216114	-1.556929	-0.8804746	-0.7531064	-0.6646296	-0.9142635	-1.34106	-0.5949428	-1.555069	-0.4269672	0.4012305	0.3532222	0.2820493	0.3073813	0.3617052	-0.5065938	-0.1704798	-0.1351548	-0.9727423	-0.4527155	-0.9529722	-0.9664606	0.3411177	-0.4475372	759	785	461	646	promoter_candidate	0_0_0_1	0	0	1	0	0	1	1	0
PKIA:::AAG	-3.822175	-1.622375	-3.273887	-1.265798	-2.481979	-2.379456	-3.120731	-2.815674	-2.389752	-1.206134	-5.801303	-1.557856	-1.619117	-1.491114	-1.86459	-1.535053	-1.49732	-0.6655222	-0.4436411	-2.168733	-1.702766	-2.474278	-3.066719	-1.613546	-1.295596	1385	1476	1124	865	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0
PKIA:::CCT	-2.400447	-2.229615	-3.59829	-1.613013	-2.772803	-1.765335	-2.637382	-3.396511	-1.309415	-1.840952	-3.245603	-2.329042	-2.4025	-2.431977	-2.345787	-2.076769	-2.255398	-3.193946	-4.205867	-1.843509	-2.419531	-2.396584	-2.485973	-2.317215	-2.78365	1352	1332	1376	1492	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0
PLA2G2A:::AAG	1.294079	1.308511	0.5027723	1.036441	0.7826737	1.2372	2.617394	2.854152	2.704887	3.273415	3.090205	0.9570938	1.018571	1.0527	1.221286	1.118449	2.033936	2.150631	1.665866	1.69835	2.021759	1.026946	2.908011	1.07362	1.914108	253	80	251	183	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
PLA2G2A:::CCT	0.9302946	0.4408298	0.2731567	0.704845	0.1360931	0.6640457	1.812691	2.282988	2.268765	2.006355	2.503894	1.513088	1.538736	1.460158	1.536279	1.593915	1.483562	1.566449	1.319214	1.408727	1.550813	0.5248775	2.174939	1.528435	1.465753	372	154	151	245	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
PLA2G5:::AAG	1.38288	1.677464	1.452179	1.393915	1.578068	1.669767	0.07481477	0.3676385	0.1838281	-0.2344887	-0.1216543	-0.4732591	-0.3571514	-0.3105794	-0.3091114	-0.2276714	1.032067	1.084443	0.8382442	1.064798	0.9721034	1.525712	0.05402768	-0.3355545	0.9983313	171	563	684	341	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
PLA2G5:::CCT	1.326329	1.854215	1.46574	1.377347	1.757441	1.677803	-0.2519166	0.1185975	0.126675	-0.3745646	0.1176063	-0.7783059	-0.7430494	-0.6961175	-0.7813378	-0.6610374	1.305395	1.142633	1.061062	0.9251589	1.032781	1.576479	-0.05272049	-0.7319696	1.093406	160	586	812	323	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1
PLG:::AAG	-0.9111121	-1.467726	-1.745655	-1.352632	-2.516799	-1.911481	-1.289929	-2.085524	-1.635346	-1.854956	-1.913492	-0.2254411	-0.171555	-0.1056457	-0.08341165	-0.01343714	-1.643269	-1.228406	-1.200218	-1.597454	-1.881887	-1.650901	-1.75585	-0.1198981	-1.510247	1008	1043	619	940	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
PLG:::CCT	-1.99013	-2.499443	-2.750597	-2.300882	-1.815471	-2.610889	-3.013955	-1.724031	-1.727217	-2.937159	-3.039589	-0.4368454	-0.2748324	-0.4070812	-0.3782372	-0.2598707	-2.027443	-2.176203	-2.213721	-2.836407	-2.01329	-2.327902	-2.48839	-0.3513734	-2.253413	1326	1334	695	1282	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
PLIN2:::AAG	0.6184931	0.8130606	0.5836323	0.8451599	0.4143187	0.6610888	2.645027	3.130886	2.642477	3.146279	0.6493184	2.049712	2.114308	2.2532	2.333659	2.354577	1.181754	1.732447	1.71735	2.267634	2.022109	0.6559589	2.442798	2.221091	1.784259	339	128	57	198	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
PLIN2:::CCT	0.7757736	0.5108968	1.414792	0.5777075	1.710377	1.058243	1.761117	3.265968	2.824757	2.40531	3.457013	2.030082	1.983552	1.858187	1.927481	1.925404	2.018603	2.10098	1.914948	1.872907	1.600262	1.007965	2.742833	1.944941	1.90154	260	96	91	184	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
PLIN4:::AAG	0.9719343	1.318557	1.69268	1.275591	1.352696	1.563796	0.6598288	2.340425	1.289523	0.8649492	1.575196	1.719066	1.875392	1.98853	2.030628	2.088601	1.801326	2.325466	1.677338	1.443863	2.600152	1.362542	1.345984	1.940443	1.969629	199	293	93	172	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
PLIN4:::CCT	1.000874	0.6455396	1.011662	0.4672369	1.3388	1.464759	0.8310685	1.133273	1.635384	-0.5333961	1.972295	2.119959	2.125188	2.137179	2.228081	2.278951	1.775556	1.696873	2.194254	1.641177	2.01974	0.9881454	1.007725	2.177872	1.86552	264	367	62	190	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
PLIN5:::AAG	1.893902	1.710221	2.149076	1.410821	2.415045	2.453557	4.236107	3.789118	3.526786	3.8302	3.870284	1.060024	1.131015	1.307515	1.416768	1.327556	2.926891	3.104308	2.565084	2.926942	3.19	2.005437	3.850499	1.248575	2.942645	99	24	209	60	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
PLIN5:::CCT	2.162199	1.840876	2.102404	1.699913	1.179201	1.170931	3.074468	3.449235	3.339552	2.583627	3.293633	1.065068	0.9192574	0.9220269	0.9538992	0.8547443	2.672199	1.98216	2.176228	3.108149	2.497048	1.692587	3.148103	0.9429992	2.487157	139	56	289	110	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
PLN:::AAG	-0.5058855	-0.8378696	-0.510947	-0.9870099	-1.006242	-0.9205543	-0.7935942	-0.164028	0.3174789	-0.2236579	-0.09854508	-0.3588837	-0.434859	-0.2736336	-0.3175253	-0.2978216	-0.6813104	-0.1915265	0.6493569	-0.5486541	0.4140852	-0.7947514	-0.1924693	-0.3365446	-0.07160981	701	610	686	572	promoter_candidate	0_1_0_0	0	0	0	1	0	1	1	1
PLN:::CCT	-1.973058	-1.434815	-1.351197	-1.719012	-1.305798	-2.424521	-1.570669	-3.958822	-1.306196	-1.130952	-1.191808	-1.41078	-1.331677	-1.42938	-1.39474	-1.293984	-0.1249146	-1.735277	-1.340135	-2.530275	-0.4375035	-1.7014	-1.83169	-1.372112	-1.233621	1036	1071	1055	843	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0
PLPP7:::AAG	1.09787	1.174709	1.491057	1.439458	1.528943	1.597351	1.893624	1.577188	1.234208	1.911711	1.69871	0.1418747	0.08593085	0.2470111	0.3402696	0.320743	1.731812	1.186321	1.537256	1.632214	1.617142	1.388232	1.663088	0.2271659	1.540949	195	238	499	228	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
PLPP7:::CCT	1.323137	1.355734	1.36807	1.546965	1.741197	1.76671	1.335872	1.271527	1.664838	1.17155	1.051238	0.3191638	0.2695868	0.33127	0.4267093	0.4456939	1.499071	2.078855	2.209001	1.282422	1.466985	1.516969	1.299005	0.3584848	1.707267	173	302	455	209	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
PLVAP:::AAG	-0.5619698	-0.4181393	-0.2156714	-0.7266676	-0.7919597	0.4523116	-0.3327538	-1.112274	-0.1272429	-0.1465221	-1.117845	-0.595325	-0.5836852	-0.4987796	-0.6468781	-0.3611763	-2.054459	-0.7915453	-1.01936	0.5886916	-1.847579	-0.377016	-0.5673275	-0.5371688	-1.02485	587	691	761	789	promoter_candidate	1_0_0_0	1	0	0	0	1	0	0	0
PLVAP:::CCT	-1.97626	-1.855473	-1.633185	-2.527227	-0.2976373	-0.9878161	-0.9340064	-0.7713937	0.09066104	-1.577118	-2.221318	-1.189406	-1.313129	-1.303618	-1.533879	-1.369914	-1.103132	-1.174484	-1.636493	-3.558672	-1.793067	-1.546266	-1.082635	-1.341989	-1.85317	964	816	1037	1088	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0
PON1:::AAG	0.5462573	-0.1131088	0.602477	-0.0474267	-0.07854114	0.3769883	0.5294013	1.805874	0.9237594	1.289377	1.08484	-0.2587802	-0.0990426	-0.1217584	-0.1500937	-0.0611784	0.7565692	0.5953511	0.4079379	-0.658115	-0.32551	0.214441	1.12665	-0.1381707	0.1552466	441	338	626	517	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
PON1:::CCT	-0.2349933	-0.4214315	-0.8452909	-0.5198426	-0.4149145	-0.6609948	-0.4342928	0.4442979	-0.5237428	0.1143623	0.8779586	-0.4839377	-0.6067397	-0.7789107	-0.6172023	-0.5552813	-0.2387142	-0.1125541	0.6153761	-0.2951359	-0.1600652	-0.5162446	0.09571664	-0.6084144	-0.03821868	622	549	780	560	promoter_candidate	0_0_0_1	0	0	1	0	1	1	0	1
POPDC2:::AAG	-1.569747	-1.221815	-1.484443	-0.9273827	-0.6250439	-1.081191	-1.038403	-1.672435	-1.26336	-0.6396502	-1.864194	-1.888951	-1.833829	-1.75661	-1.872099	-1.737493	-0.7854641	-1.308188	-1.745652	-0.8908947	-1.587544	-1.151604	-1.295608	-1.817796	-1.263549	825	875	1201	854	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0
POPDC2:::CCT	-1.623033	-1.626355	-1.718665	-1.971404	-1.49995	-2.04746	-1.956101	-2.417023	-1.604139	-2.447391	-1.683693	-2.702469	-2.673368	-2.561238	-2.705693	-2.58048	-1.770687	-1.424269	-1.865016	-2.08121	-1.939536	-1.747811	-2.021669	-2.64465	-1.816144	1055	1152	1467	1065	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0
PPP1R12B:::AAG	-0.3177	0.2292479	-0.4493495	0.2304725	0.408515	-0.2961385	-1.102025	-0.03224234	-0.8252922	-0.2469171	-1.006557	-1.465508	-1.438256	-1.470062	-1.433376	-1.412744	0.2296094	-0.1077616	-0.05318589	-0.2787144	-0.3353763	-0.03249208	-0.6426067	-1.443989	-0.1090858	510	707	1080	584	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	0
PPP1R12B:::CCT	-0.2202113	0.2205328	0.2001251	0.01560419	0.03642473	-0.07268593	0.1629456	-0.5032099	-0.7369294	-0.6143856	-0.7275727	-1.224076	-1.354231	-1.344741	-1.329961	-1.255658	0.5785788	0.995056	1.016631	0.5082859	0.1220656	0.02996495	-0.4838304	-1.301733	0.6441236	494	679	1021	415	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	0
PPP1R13L:::AAG	-1.118229	-0.9295274	-1.363167	-1.312135	-0.8800342	-1.022474	-1.293072	0.02674407	-0.6087636	-1.653984	-0.8425349	-1.177133	-1.166969	-1.144195	-1.103407	-1.032795	-1.223249	-1.372826	-1.188278	-1.764414	-1.412346	-1.104261	-0.874322	-1.1249	-1.392223	807	761	957	893	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0
PPP1R13L:::CCT	-2.028717	-1.382887	-1.883356	-2.095203	-1.39402	-1.508993	-0.9113813	-1.755094	-1.358767	-1.259366	-1.417938	-1.904649	-1.824041	-1.758084	-1.729229	-1.766269	-1.536908	-1.791127	-1.562605	-2.113569	-2.232868	-1.71553	-1.340509	-1.796455	-1.847415	1042	889	1190	1086	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0
PPP1R14C:::AAG	1.322411	1.014763	0.7245503	1.344346	1.65506	1.86167	1.101996	1.476573	1.39563	-0.5680689	1.137149	1.182543	1.145503	1.239381	1.340441	1.4362	2.110945	1.670043	1.265927	1.115989	1.743634	1.320467	0.9086561	1.268813	1.581307	204	393	207	222	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
PPP1R14C:::CCT	0.7667386	0.7212282	0.07267772	0.8208347	-0.09487894	0.10405	1.355459	0.09018332	-0.1788348	-0.9714521	1.120425	0.9773484	0.9625871	0.9770523	1.045485	1.09897	1.151752	1.104006	1.37035	1.226674	1.619946	0.3984417	0.2831561	1.012289	1.294545	399	511	270	282	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
PPP1R27:::AAG	1.797882	1.279368	1.241107	1.021041	1.431995	1.367578	6.07109	6.226556	6.042886	6.352693	6.191711	-0.3068836	-0.1743236	-0.133822	-0.1185032	-0.06450588	2.435662	2.314599	2.295944	2.240129	2.370078	1.356495	6.176987	-0.1596076	2.331282	200	1	634	132	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
PPP1R27:::CCT	1.345366	1.041258	0.7984641	0.3744502	0.9126221	1.282174	5.566943	5.723286	5.630223	5.877731	5.7592	-0.9184503	-0.7980335	-1.025158	-0.9688096	-0.9248789	1.893167	1.800259	1.422703	1.693721	1.93612	0.9590558	5.711477	-0.9270661	1.749194	274	2	880	202	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1
PPP1R3C:::AAG	0.7097048	0.4818343	0.3146386	-0.03235715	-0.01606896	0.6054533	2.05342	3.639503	3.003686	2.619025	3.42143	0.915352	0.9291724	1.025602	1.088393	1.086742	2.083937	1.173636	2.108006	1.43276	1.575092	0.3438675	2.947413	1.009052	1.674686	407	75	273	214	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
PPP1R3C:::CCT	-0.2701898	-0.2836248	-0.8645858	-0.4262405	-0.2103415	-0.1729061	1.164687	2.120098	2.01763	2.204665	1.635149	0.63323	0.7170772	0.6729492	0.6521874	0.6399102	0.9052968	1.824072	-0.1968291	0.4924424	2.147305	-0.3713148	1.828446	0.6630708	1.034458	583	207	370	332	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
PRAP1:::AAG	0.8687331	0.694575	0.7717704	0.7277462	1.081045	0.3318279	1.11031	1.579916	0.9134354	1.758724	1.606257	0.252787	0.2517491	0.359375	0.3013584	0.45176	1.652637	0.9683586	0.9382207	1.408304	1.272097	0.7459497	1.393728	0.3234059	1.247923	319	280	468	290	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
PRAP1:::CCT	0.2723865	0.2353638	-0.3011455	0.04250667	0.3520294	0.7098926	0.9198387	1.273335	1.234372	0.2146739	0.1999921	-0.1430171	-0.1675164	-0.1857584	-0.122346	-0.09172949	0.3139162	0.6153502	0.1722924	-0.3597999	0.3838268	0.2185056	0.7684424	-0.1420735	0.2251171	440	415	628	503	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
PRAP1_ATG:::AAG	0.8546257	0.9235744	0.5909628	0.8211746	0.7646952	0.2374004	0.987063	1.246159	0.7283136	1.443806	0.3589306	0.5642488	0.6077646	0.6669504	0.6787988	0.7674946	0.3834135	1.113183	0.8834869	1.236719	0.7073946	0.6987388	0.9528544	0.6570514	0.8648393	331	378	372	366	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
PRAP1_ATG:::CCT	-0.02520833	0.4196976	-0.08558677	0.05958587	0.3815739	0.2723944	0.8455671	0.4777101	0.5240024	1.506413	0.7628017	0.1008408	0.09217739	0.1794687	0.1492714	0.1836076	0.5174099	0.1158988	0.48962	-0.07101746	1.067251	0.1704094	0.8232988	0.1410732	0.4238325	455	409	520	461	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
PRELP:::AAG	0.5991496	0.8813995	0.153272	0.6652608	0.5682002	0.6858357	1.229783	1.224135	1.02661	0.7554324	1.48384	0.2203156	0.3170378	0.4121037	0.3443269	0.4442033	0.8199349	0.5080028	0.5610479	0.3679446	0.8087729	0.5921863	1.14396	0.3475975	0.6131406	355	330	458	423	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
PRELP:::CCT	-0.2987793	-0.423472	-0.6131318	-0.6115212	-0.7019767	0.424181	0.1885853	-0.4570224	0.2237819	1.154209	-0.1120137	-0.2952467	-0.295043	-0.32025	-0.317443	-0.173857	0.1847929	-0.08631089	-0.1668679	0.3913412	0.3458698	-0.3707833	0.199508	-0.280368	0.133765	582	526	668	522	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
PROC:::AAG	-1.401709	-1.226729	-1.762334	-2.006185	-1.133969	-1.146454	-1.2801	0.6959407	-1.151863	-2.067265	-0.8726739	-0.7695606	-0.7605901	-0.7246422	-0.7787663	-0.640629	-1.814156	-1.138243	-1.642039	-1.397983	-1.245409	-1.44623	-0.9351921	-0.7348376	-1.447566	928	778	813	919	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
PROC:::CCT	-2.058737	-1.900167	-1.734616	-2.263084	-2.25389	-2.370169	-1.899077	-1.188518	-1.805222	-2.678559	-2.500834	-0.8213595	-0.7719632	-0.9076656	-0.9780295	-0.7946626	-1.183631	-1.752705	-1.368868	-1.686389	-1.414044	-2.096777	-2.014442	-0.8547361	-1.481127	1209	1149	855	930	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
PRODH2:::AAG	-1.870123	-1.327398	-1.057817	-1.231664	-1.607261	-0.6964779	-1.427434	-0.6651282	-1.530129	-0.8135296	-0.7719162	-1.874393	-1.751342	-1.719124	-1.769359	-1.730482	-0.6344207	-0.1218264	-0.3008494	-0.9763418	-0.2411539	-1.298457	-1.041627	-1.76894	-0.4549185	869	797	1181	650	promoter_candidate	0_0_0_1	0	0	1	0	0	1	0	0
PRODH2:::CCT	-2.39394	-2.262782	-2.194691	-2.074823	-2.14283	-1.893162	-2.456302	-1.836285	-2.888253	-1.789641	-2.0901	-2.922467	-2.952522	-3.036214	-2.952599	-2.876864	-1.318177	-1.322828	-1.512127	-2.050969	-1.703489	-2.160371	-2.212116	-2.948133	-1.581518	1249	1225	1520	974	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
PRODH2_ATG:::AAG	-1.855639	-1.256475	-1.195549	-1.59002	-1.638505	-0.9572479	-1.630985	-0.7565041	-1.108204	-0.9984525	-0.8443845	-1.982143	-1.999683	-1.868757	-1.898717	-1.918846	-0.3271252	-0.1728798	-0.3622441	-0.8810389	-0.318742	-1.415573	-1.067706	-1.933629	-0.412406	915	809	1247	643	promoter_candidate	0_0_0_1	0	0	1	0	0	1	0	0
PRODH2_ATG:::CCT	-2.59507	-2.364094	-2.158719	-2.375986	-2.347736	-2.20736	-1.620639	-1.881388	-2.645128	-2.093006	-2.039914	-2.939176	-2.980253	-3.008951	-3.026825	-3.101192	-1.732496	-1.534776	-1.50032	-2.207687	-1.463198	-2.341494	-2.056015	-3.01128	-1.687695	1333	1171	1526	1012	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
PROS1:::AAG	-1.07805	-0.8606316	-1.22853	-1.767697	-1.023224	-0.4320652	-1.135834	-1.067703	-2.122729	-3.648671	-1.6719	-1.252227	-1.157366	-1.111695	-1.363961	-1.173677	-1.84888	-2.063849	-0.7155273	-1.327025	-0.7305562	-1.065033	-1.929367	-1.211785	-1.337168	796	1113	983	874	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
PROS1:::CCT	-0.7298534	-1.254992	-1.23498	-1.649605	-1.176282	-1.862877	-1.620676	-3.342688	-1.535139	-1.135023	-1.831426	-1.850656	-1.724919	-1.921765	-1.957689	-1.731428	-1.421741	-1.219604	-1.776392	-2.31043	-0.5935867	-1.318098	-1.89299	-1.837291	-1.464351	878	1097	1212	926	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
PROZ:::AAG	-0.659967	-0.7633282	-0.7417433	-1.006766	-0.8616024	-0.1665221	-0.9702669	0.226865	-0.794628	-0.882096	-0.8362292	-0.4279905	-0.3609268	-0.2898186	-0.2668439	-0.212098	-0.6124771	-0.8517591	-1.082815	-1.098881	-0.9192858	-0.6999882	-0.651271	-0.3115356	-0.9130435	670	712	678	745	promoter_candidate	0_0_0_1	0	0	1	0	1	0	1	0
PROZ:::CCT	-1.088849	-1.182965	-0.9964013	-1.306411	-1.547869	-0.9563446	-1.576288	-1.786247	-0.8801884	-0.9635414	-0.7151223	-0.3925134	-0.4420912	-0.3531112	-0.4190217	-0.304667	-1.64266	-1.295577	-1.021836	-1.500481	-1.282173	-1.179807	-1.184277	-0.3822809	-1.348546	836	845	710	879	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
PROZ_ATG:::AAG	-0.630676	-0.5991639	-0.5903177	-0.793661	-0.5022462	-0.5552368	-0.8966622	-1.267458	-0.7232975	-0.2210871	-1.078589	-0.05029166	-0.04755158	0.07846999	0.0374145	0.129403	-0.5953866	-0.5848348	-0.4634731	-1.352226	-0.9260633	-0.6118836	-0.8374187	0.02948885	-0.7843968	649	753	566	720	promoter_candidate	0_0_0_1	0	0	1	0	1	0	1	0
PROZ_ATG:::CCT	-0.9292125	-1.176106	-1.112268	-1.245954	-1.047071	-1.102927	-1.271271	-0.5473989	-1.36451	-1.695809	-1.3381	0.08433333	-0.074084	-0.01865567	-0.05388971	-0.03063264	-1.297504	-0.9083069	-0.8482485	-1.276482	-0.9678697	-1.102257	-1.243418	-0.01858574	-1.059682	806	869	585	797	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
PSAT1:::AAG	-0.6292332	-0.5069964	-0.6631838	-1.109039	-1.529108	-0.296094	-0.6716574	0.4889517	-1.560834	-0.8443737	0.444543	-0.3210982	-0.1144416	-0.1247238	-0.09839029	-0.1787437	-1.409116	-0.716985	-0.4137461	-0.7608066	0.08240505	-0.7889423	-0.4286742	-0.1674795	-0.6436497	695	660	636	697	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
PSAT1:::CCT	-1.378403	-1.592751	-1.037386	-2.727329	-1.470168	-1.253782	-1.500643	-0.1093348	-1.999057	0.9747028	-1.609672	-0.2753301	-0.4182573	-0.3918455	-0.4771779	-0.3293257	-2.089873	-0.8254877	-1.861746	-0.985313	-1.013791	-1.576637	-0.8488008	-0.3783873	-1.355242	982	758	709	884	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
PTGDS:::AAG	1.268314	1.422923	1.158152	1.010035	1.339617	1.222056	0.9840409	1.49818	1.697566	1.579998	1.028164	1.057816	1.131409	1.165013	1.262644	1.100222	1.47585	1.611431	1.405839	1.295339	1.408811	1.23685	1.35759	1.143421	1.439454	214	290	239	251	promoter_candidate	0_1_0_0	0	0	0	1	1	1	1	1
PTGDS:::CCT	0.9014328	1.045392	0.7341137	0.7242946	1.009911	1.282056	1.349445	1.106249	0.8166597	1.472911	0.05711547	1.017512	1.000655	0.88509	0.9164136	0.8430375	1.403497	1.053962	0.7637735	1.334567	1.19804	0.9495335	0.960476	0.9325417	1.150768	277	375	290	306	promoter_candidate	0_1_0_0	0	0	0	1	1	1	1	1
PYGM:::AAG	3.367309	3.475915	3.286878	3.221832	3.360685	3.414095	4.134024	4.242557	4.011932	4.044968	4.104497	1.801098	1.942463	2.035765	2.127609	2.036295	4.048041	3.940334	3.958651	3.821014	4.166224	3.354452	4.107596	1.988646	3.986853	7	11	87	4	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
PYGM:::CCT	3.249751	3.102502	2.9673	3.059507	3.039175	3.23132	3.49619	3.439321	3.475668	3.371227	3.372608	1.463184	1.497174	1.477545	1.540847	1.586192	3.762141	3.66691	3.424024	3.291367	3.682353	3.108259	3.431003	1.512988	3.565359	14	40	156	22	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
RAB17:::AAG	-1.313649	-1.120266	-1.276279	-1.854033	-1.021574	-1.871689	-0.5697233	-1.38611	-1.076897	-2.345971	-0.2006115	-1.230154	-1.14507	-1.312359	-1.279979	-1.24788	-1.720563	-1.534085	-1.346211	-1.836606	-1.400715	-1.409582	-1.115862	-1.243089	-1.567636	913	824	998	967	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
RAB17:::CCT	-2.011697	-1.621653	-2.036399	-2.108845	-1.970904	-1.717552	-1.610548	-2.01432	-1.430718	-1.872422	-0.3977214	-0.7962773	-0.7902015	-1.082834	-1.132768	-1.05747	-2.129509	-1.663461	-2.014648	-1.814637	-2.48076	-1.911175	-1.465146	-0.9719103	-2.020603	1134	940	890	1166	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
RARRES2:::CCT	-0.6381489	-1.72289	-1.085748	-1.407001	-2.084023	-0.8433131	-2.958226	-2.722959	-1.382657	0.636068	1.210947	-0.1297851	-0.8067535	-0.4680544	-0.5151127	0.00690008	-2.041739	-3.7549	-3.91757	-0.1877754	0.182248	-1.296854	-1.043365	-0.3825611	-1.943947	868	798	711	1127	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0
RASD1:::AAG	4.352878	3.203267	3.074278	3.466375	3.504111	3.774339	3.373912	4.426916	4.839253	4.532466	1.827585	3.015024	3.165491	3.270196	3.462572	3.418444	3.840397	4.547926	4.418748	3.784798	3.327668	3.562541	3.800026	3.266345	3.983907	2	25	7	5	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
RASD1:::CCT	3.221664	3.407509	2.807881	2.869951	4.112124	3.226839	3.294617	2.937057	3.012728	2.686769	2.655242	2.732515	2.634967	2.745242	2.738603	2.774812	4.365466	3.477627	2.702471	3.191954	2.73889	3.274328	2.917283	2.725228	3.295282	9	79	19	38	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
RBM24:::AAG	-1.172347	-0.487854	-1.204052	-1.156357	-1.027919	-0.9362372	-1.18594	-0.8291284	-1.373866	-1.74767	-0.994196	-0.8830066	-0.8560942	-0.6752065	-0.6834237	-0.6611088	-1.509175	-0.5441554	-1.19677	-0.9618201	-1.057366	-0.9974611	-1.22616	-0.751768	-1.053857	773	861	821	795	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0
RBM24:::CCT	-1.312405	-1.234695	-1.630606	-2.055314	-1.995803	-1.195379	-1.442648	-1.995438	-1.100314	-2.128731	-2.312234	-2.031053	-1.862928	-1.883159	-1.947667	-1.792083	-2.090335	-1.706612	-1.67054	-1.928576	-2.06776	-1.5707	-1.795873	-1.903378	-1.892765	979	1054	1232	1108	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0
RBP4:::AAG	0.5328757	-0.4604452	0.2462164	0.1757609	0.4566675	0.0775015	0.1162433	1.095048	-0.765037	0.3866363	1.506296	1.292584	1.116634	1.327853	1.448166	1.366562	1.236872	-1.58786	-0.2795484	1.387427	0.04918333	0.1714295	0.4678374	1.31036	0.1612148	454	480	197	514	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
