A_1_ratio	A_2_ratio	A_3_ratio	A_4_ratio	A_5_ratio	A_6_ratio	S_1_ratio	S_2_ratio	S_3_ratio	S_4_ratio	S_5_ratio	L_1_ratio	L_2_ratio	L_3_ratio	L_4_ratio	L_5_ratio	V_1_ratio	V_2_ratio	V_3_ratio	V_4_ratio	V_5_ratio	Promoters	enhancer_type	group	raw_names	A	V	S	L	L_DESeq2_Active	A_DESeq2_Active	S_DESeq2_Active	V_DESeq2_Active	A_1_ratio	A_2_ratio	A_3_ratio	A_4_ratio	A_5_ratio	A_6_ratio	S_1_ratio	S_2_ratio	S_3_ratio	S_4_ratio	S_5_ratio	L_1_ratio	L_2_ratio	L_3_ratio	L_4_ratio	L_5_ratio	V_1_ratio	V_2_ratio	V_3_ratio	V_4_ratio	V_5_ratio
ACSM5:::AAG	-0.853039255032832	-0.553491295863939	-0.278108564382551	-0.506175545979245	-0.753116828080217	-0.476755268390224	-0.968239867180035	-0.798101262781226	-1.24368571634222	-1.36611549568138	-1.43017899499146	-0.593571304540758	-0.561759819613236	-0.528998086809361	-0.57425716234593	-0.484934737873544	-0.989030951069951	-1.02334803515745	-1.01225346804492	-0.942637659581495	-1.05051761816718	ACSM5	AAG	promoter_candidate	promoter_candidate738	0	0	0	1	0	0	0	0	-0.853039255032832	-0.553491295863939	-0.278108564382551	-0.506175545979245	-0.753116828080217	-0.476755268390224	-0.968239867180035	-0.798101262781226	-1.24368571634222	-1.36611549568138	-1.43017899499146	-0.593571304540758	-0.561759819613236	-0.528998086809361	-0.57425716234593	-0.484934737873544	-0.989030951069951	-1.02334803515745	-1.01225346804492	-0.942637659581495	-1.05051761816718
ACSM5:::CCT	-1.29268231463943	-1.10183940478995	-0.973254401649121	-0.992524081817042	-0.969152831261114	-1.22606291157312	-1.2436219434581	-1.5179771583496	-1.68961629184826	-1.87866038173603	-1.39275692543422	-0.641255638789679	-0.595011093424993	-0.685816666733649	-0.69591043781147	-0.655068796049207	-1.68612844311705	-1.14685470467275	-1.11165676409839	-1.59081318989045	-1.67257037250758	ACSM5	CCT	promoter_candidate	promoter_candidate738	0	0	0	1	0	0	0	0	-1.29268231463943	-1.10183940478995	-0.973254401649121	-0.992524081817042	-0.969152831261114	-1.22606291157312	-1.2436219434581	-1.5179771583496	-1.68961629184826	-1.87866038173603	-1.39275692543422	-0.641255638789679	-0.595011093424993	-0.685816666733649	-0.69591043781147	-0.655068796049207	-1.68612844311705	-1.14685470467275	-1.11165676409839	-1.59081318989045	-1.67257037250758
ACTA1:::AAG	2.56456252398475	2.56414945871584	2.44820068465039	2.97864265070999	2.54307800240221	2.27488133324109	4.04950512277115	3.99336708819333	4.2921191743865	4.40055046114032	4.11799203587052	0.0922359128293895	0.0459830759341311	0.204953563221389	0.187946343393546	0.150236382734178	3.58234218838256	3.4867838396837	3.38932974954996	3.26316798118984	3.55025330369137	ACTA1	AAG	promoter_candidate	promoter_candidate12	0	0	1	0	1	1	1	1	2.56456252398475	2.56414945871584	2.44820068465039	2.97864265070999	2.54307800240221	2.27488133324109	4.04950512277115	3.99336708819333	4.2921191743865	4.40055046114032	4.11799203587052	0.0922359128293895	0.0459830759341311	0.204953563221389	0.187946343393546	0.150236382734178	3.58234218838256	3.4867838396837	3.38932974954996	3.26316798118984	3.55025330369137
ACTA1:::CCT	2.77967613015097	2.4995676462987	2.0106882523603	1.81476908798491	2.17836945710691	2.27273361895495	2.85203697503401	4.5218542779568	3.65391207872787	3.49774928356043	4.15673937783165	-0.64251586396417	-0.540111437592057	-0.624389630276781	-0.667325320997022	-0.603553115781891	3.21447798996239	2.69508264290468	3.09490188836406	3.15179094638731	3.16609158217986	ACTA1	CCT	promoter_candidate	promoter_candidate12	0	0	1	0	0	1	1	1	2.77967613015097	2.4995676462987	2.0106882523603	1.81476908798491	2.17836945710691	2.27273361895495	2.85203697503401	4.5218542779568	3.65391207872787	3.49774928356043	4.15673937783165	-0.64251586396417	-0.540111437592057	-0.624389630276781	-0.667325320997022	-0.603553115781891	3.21447798996239	2.69508264290468	3.09490188836406	3.15179094638731	3.16609158217986
ACTA2:::AAG	1.01361433466167	0.472756483745568	0.556748047836973	0.387959666522815	0.353380694737265	0.309896704804599	1.10582725209007	1.73944873034952	1.31173154568184	1.35476689717869	1.50924510271379	-0.772411319022736	-0.674185705029096	-0.699609342735048	-0.711018751608927	-0.617646305989959	0.454090654788784	0.528498324067759	0.307648864216347	0.568730992062266	1.15296180859347	ACTA2	AAG	promoter_candidate	promoter_candidate212	1	0	0	0	0	1	1	1	1.01361433466167	0.472756483745568	0.556748047836973	0.387959666522815	0.353380694737265	0.309896704804599	1.10582725209007	1.73944873034952	1.31173154568184	1.35476689717869	1.50924510271379	-0.772411319022736	-0.674185705029096	-0.699609342735048	-0.711018751608927	-0.617646305989959	0.454090654788784	0.528498324067759	0.307648864216347	0.568730992062266	1.15296180859347
ACTA2:::CCT	0.648423798589937	0.238033750018526	0.231063070812925	0.0912611424831243	0.0442414216231957	0.205603341954322	0.711129104132371	1.31912786905843	1.00182835370767	0.687743994488457	1.02164383782837	-1.45956302449806	-1.44108606276101	-1.48760725193104	-1.51792694189904	-1.44202616965442	-0.0206715217049126	0.370854444403088	-0.195578562884628	0.540721134811472	0.479690539835851	ACTA2	CCT	promoter_candidate	promoter_candidate212	1	0	0	0	0	1	1	1	0.648423798589937	0.238033750018526	0.231063070812925	0.0912611424831243	0.0442414216231957	0.205603341954322	0.711129104132371	1.31912786905843	1.00182835370767	0.687743994488457	1.02164383782837	-1.45956302449806	-1.44108606276101	-1.48760725193104	-1.51792694189904	-1.44202616965442	-0.0206715217049126	0.370854444403088	-0.195578562884628	0.540721134811472	0.479690539835851
ACTC1:::AAG	1.26131529158428	0.177743024377324	0.601607306421319	0.787443622446876	0.434953905695402	0.888770597836091	2.18293000927701	2.12250902795916	2.24305404973919	3.04035910966757	2.27675206375494	-0.928580057156766	-0.732656494333099	-0.843630750671619	-0.802097477020799	-0.866167956331074	1.28449627782318	1.07534988406029	0.279031324134188	0.940545963861607	1.24568853623519	ACTC1	AAG	promoter_candidate	promoter_candidate11	1	0	0	0	0	1	1	1	1.26131529158428	0.177743024377324	0.601607306421319	0.787443622446876	0.434953905695402	0.888770597836091	2.18293000927701	2.12250902795916	2.24305404973919	3.04035910966757	2.27675206375494	-0.928580057156766	-0.732656494333099	-0.843630750671619	-0.802097477020799	-0.866167956331074	1.28449627782318	1.07534988406029	0.279031324134188	0.940545963861607	1.24568853623519
ACTC1:::CCT	1.05249403869484	0.549468080522406	0.175266263476774	0.583988148462267	0.478032264369141	0.776120053661674	2.61957603365447	2.6146806519702	2.11975733959408	2.03116362190191	2.24923487761341	-1.60751100298008	-1.54438965937335	-1.65939592802197	-1.76888677697754	-1.74042286734195	0.379359441423589	0.896256776510899	0.660026717256063	0.399794658607462	0.773810144948696	ACTC1	CCT	promoter_candidate	promoter_candidate11	1	0	0	0	0	1	1	1	1.05249403869484	0.549468080522406	0.175266263476774	0.583988148462267	0.478032264369141	0.776120053661674	2.61957603365447	2.6146806519702	2.11975733959408	2.03116362190191	2.24923487761341	-1.60751100298008	-1.54438965937335	-1.65939592802197	-1.76888677697754	-1.74042286734195	0.379359441423589	0.896256776510899	0.660026717256063	0.399794658607462	0.773810144948696
ACTN1:::AAG	-1.74331882736234	-0.71949833986631	0.517790584125507	-0.925707955837908	-0.260971150739367	-1.09086689938591	-1.16309500646068	0.246590812056318	-0.2276998876437	-1.50792092910434	-0.668267258802056	-0.854730336733881	-0.840938092919079	-0.651252780216257	-0.683412602305566	-0.749584830908793	-2.87199361631934	-1.52215637732878	-2.45698670831326	-1.75066192408525	-2.34261167217068	ACTN1	AAG	promoter_candidate	promoter_candidate296	1	0	0	0	0	0	0	0	-1.74331882736234	-0.71949833986631	0.517790584125507	-0.925707955837908	-0.260971150739367	-1.09086689938591	-1.16309500646068	0.246590812056318	-0.2276998876437	-1.50792092910434	-0.668267258802056	-0.854730336733881	-0.840938092919079	-0.651252780216257	-0.683412602305566	-0.749584830908793	-2.87199361631934	-1.52215637732878	-2.45698670831326	-1.75066192408525	-2.34261167217068
ACTN1:::CCT	-1.47532520065418	-1.2890183710842	-0.825079921021563	-0.505714044153887	-2.09682022659212	-1.59853763463898	-2.23015401622467	-0.262940912399304	0.131410073465679	-0.369664467951461	-2.28824439893096	-2.05437466440557	-1.75714371559996	-1.66390539320596	-1.7250859954098	-1.83816665617826	-0.987919324740675	-2.59291158083931	-2.59564332361853	-1.35800575931873	-1.07358148767664	ACTN1	CCT	promoter_candidate	promoter_candidate296	1	0	0	0	0	0	0	0	-1.47532520065418	-1.2890183710842	-0.825079921021563	-0.505714044153887	-2.09682022659212	-1.59853763463898	-2.23015401622467	-0.262940912399304	0.131410073465679	-0.369664467951461	-2.28824439893096	-2.05437466440557	-1.75714371559996	-1.66390539320596	-1.7250859954098	-1.83816665617826	-0.987919324740675	-2.59291158083931	-2.59564332361853	-1.35800575931873	-1.07358148767664
