A_1_L_ratio	A_2_L_ratio	A_3_L_ratio	A_4_L_ratio	A_5_L_ratio	A_6_L_ratio	S_1_L_ratio	S_2_L_ratio	S_3_L_ratio	S_4_L_ratio	S_5_L_ratio	L_1_L_ratio	L_2_L_ratio	L_3_L_ratio	L_4_L_ratio	L_5_L_ratio	V_1_L_ratio	V_2_L_ratio	V_3_L_ratio	V_4_L_ratio	V_5_L_ratio	Promoters	enhancer_type	group	raw_names	A	V	S	L	L_DESeq2_Active	A_DESeq2_Active	S_DESeq2_Active	V_DESeq2_Active	A_1_ratio	A_1_L_ratio	A_2_ratio	A_2_L_ratio	A_3_ratio	A_3_L_ratio	A_4_ratio	A_4_L_ratio	A_5_ratio	A_5_L_ratio	A_6_ratio	A_6_L_ratio	S_1_ratio	S_1_L_ratio	S_2_ratio	S_2_L_ratio	S_3_ratio	S_3_L_ratio	S_4_ratio	S_4_L_ratio	S_5_ratio	S_5_L_ratio	L_1_ratio	L_1_L_ratio	L_2_ratio	L_2_L_ratio	L_3_ratio	L_3_L_ratio	L_4_ratio	L_4_L_ratio	L_5_ratio	L_5_L_ratio	V_1_ratio	V_1_L_ratio	V_2_ratio	V_2_L_ratio	V_3_ratio	V_3_L_ratio	V_4_ratio	V_4_L_ratio	V_5_ratio	V_5_L_ratio
HPN:::AAG	-0.865394522721046	-1.58431384356057	-1.9442376859918	-0.494516301965782	-1.60717214536246	-1.59141370530295	-2.9206358604184	-1.95191817135692	-2.74062195724278	-3.01387706570273	-2.44270217206658	-2.42926829586982	-2.42716565044909	-2.42450629837021	-2.47072584048062	-2.55600711706002	-2.22806404294534	-2.25116866994047	-1.17461167003407	-2.47661434432964	-1.93748720734858	HPN	AAG	promoter_candidate	promoter_candidate503	0	0	0	1	0	0	0	0	0.548896283921256	-0.865394522721046	0.333483238657977	-1.58431384356057	0.259852044285429	-1.9442376859918	0.709799615516512	-0.494516301965782	0.328241112609355	-1.60717214536246	0.33184611620132	-1.59141370530295	0.132069033493504	-2.9206358604184	0.25847234401491	-1.95191817135692	0.149620321667541	-2.74062195724278	0.123803408023894	-3.01387706570273	0.183938811382086	-2.44270217206658	0.185659585032638	-2.42926829586982	0.185930370527146	-2.42716565044909	0.186273416217927	-2.42450629837021	0.18040036460462	-2.47072584048062	0.170045517685214	-2.55600711706002	0.213444953312667	-2.22806404294534	0.210053878573902	-2.25116866994047	0.443002986538902	-1.17461167003407	0.179665543148907	-2.47661434432964	0.261070760560697	-1.93748720734858
HPN:::CCT	-2.73088288402236	-2.01512070110245	-2.84786346711581	-2.26216937840712	-2.1629917775153	-2.27046051988856	-3.32703972494521	-4.03252142305558	-3.44383283478951	-3.54631755733625	-4.67232413597663	-3.18948917526318	-3.1175544554885	-3.29448277881362	-3.38159172013397	-3.33358605902371	-2.49625846910602	-2.80643062728845	-2.52190474832429	-3.35664376139794	-3.12098763076461	HPN	CCT	promoter_candidate	promoter_candidate503	0	0	0	1	0	0	0	0	0.150633767117814	-2.73088288402236	0.247393465402879	-2.01512070110245	0.138901735756756	-2.84786346711581	0.208458285648483	-2.26216937840712	0.223292735717415	-2.1629917775153	0.207263715643979	-2.27046051988856	0.0996463157451926	-3.32703972494521	0.0611068776726753	-4.03252142305558	0.0918973560627538	-3.44383283478951	0.0855957183605533	-3.54631755733625	0.0392184373768868	-4.67232413597663	0.109614520244571	-3.18948917526318	0.115218600501899	-3.1175544554885	0.101920574587884	-3.29448277881362	0.0959487804748751	-3.38159172013397	0.0991951875998619	-3.33358605902371	0.177235748566951	-2.49625846910602	0.142948696798226	-2.80643062728845	0.174112930237092	-2.52190474832429	0.0976224140910363	-3.35664376139794	0.114944741266534	-3.12098763076461
HPR:::AAG	-1.68909124810863	-1.05839266998164	-1.67278147888792	-1.705420310613	-1.42327698605532	-0.757219280037618	-1.4794739207618	-1.88411483950508	-1.1922708540312	-1.17722990793517	-1.23498782559903	1.15531874945967	1.06335281737226	1.24933542041449	1.23398991256673	1.21875993014959	-1.99763152425338	-0.758930861273187	-1.08589010652557	-1.25863988316753	-1.05028395434056	HPR	AAG	promoter_candidate	promoter_candidate203	0	0	0	1	1	0	0	0	0.310122209084548	-1.68909124810863	0.480166723327573	-1.05839266998164	0.313648054954274	-1.67278147888792	0.306631898046181	-1.705420310613	0.372864412777499	-1.42327698605532	0.591635579374294	-0.757219280037618	0.358619558908396	-1.4794739207618	0.270909926238773	-1.88411483950508	0.437613498828634	-1.1922708540312	0.442199743083062	-1.17722990793517	0.424846084682335	-1.23498782559903	2.22733529020145	1.15531874945967	2.08978252868504	1.06335281737226	2.37731886231449	1.24933542041449	2.35216605400078	1.23398991256673	2.32746573757514	1.21875993014959	0.250410762654236	-1.99763152425338	0.590934092308409	-0.758930861273187	0.471101520496548	-1.08589010652557	0.417937789551407	-1.25863988316753	0.482873114983866	-1.05028395434056
HPR:::CCT	-1.55981143459937	-3.14067392135035	-1.82330196507665	-1.67337727152824	-1.64316583228575	-1.80258838498729	-1.92288217507535	-2.25105867556561	0.25920749037752	-2.3457739376883	-0.721802014651042	1.80758572338436	1.67908059250386	1.74186344806778	1.69856160504974	1.72586203005088	-2.49741282408949	-1.35133604522982	-1.49260228092777	-2.42543937351601	-2.06702436753904	HPR	CCT	promoter_candidate	promoter_candidate203	0	0	0	1	1	0	0	0	0.339195413018111	-1.55981143459937	0.113386915987725	-3.14067392135035	0.282573491195679	-1.82330196507665	0.313518553835233	-1.67337727152824	0.320153162833827	-1.64316583228575	0.286659821618137	-1.80258838498729	0.263727116984932	-1.92288217507535	0.210069894173323	-2.25105867556561	1.19682107930091	0.25920749037752	0.196721434081152	-2.3457739376883	0.606339613617528	-0.721802014651042	3.50055997230199	1.80758572338436	3.20223812254971	1.67908059250386	3.34466900978929	1.74186344806778	3.2457718741222	1.69856160504974	3.30777712440494	1.72586203005088	0.17709399224677	-2.49741282408949	0.391928924869268	-1.35133604522982	0.355370965197697	-1.49260228092777	0.186152981270424	-2.42543937351601	0.238651222612294	-2.06702436753904
HPR_ATG:::AAG	-0.883053907543058	-0.915160926843965	-0.912022648737627	-0.823658114408397	-1.21015604703016	-1.43330487853352	-1.04203456804235	-1.85150194260219	-1.51553202504626	-1.03742515479016	-1.01309512442437	1.62897937317562	1.60824340019041	1.61455773280811	1.66208819770557	1.53379583276369	0.273064596415233	-0.709889084945463	-2.63349406373581	-1.02573498154069	-2.45378365237869	HPR_ATG	AAG	promoter_candidate	promoter_candidate204	0	0	0	1	1	0	0	0	0.542218443583746	-0.883053907543058	0.530284716252264	-0.915160926843965	0.531439494093728	-0.912022648737627	0.565007485219412	-0.823658114408397	0.432221862470563	-1.21015604703016	0.370281691200295	-1.43330487853352	0.485642111286515	-1.04203456804235	0.277103734168574	-1.85150194260219	0.349767458286507	-1.51553202504626	0.487196220074285	-1.03742515479016	0.495482110829741	-1.01309512442437	3.09294112841083	1.62897937317562	3.04880398758485	1.60824340019041	3.06217712073061	1.61455773280811	3.16474267217788	1.66208819770557	2.89546655528909	1.53379583276369	1.20837194681885	0.273064596415233	0.611367139224568	-0.709889084945463	0.161153333490049	-2.63349406373581	0.491160013867012	-1.02573498154069	0.182531371819787	-2.45378365237869
HPR_ATG:::CCT	-2.71840744807913	-2.55357310540952	-1.74352218740858	-3.06732976917943	-1.08795258362041	-2.21261322629912	-1.80170545267287	-1.83979998026984	-1.33861936611736	-1.69589569395743	-1.7342808700326	2.34599785902102	2.26733929078893	2.23282684795897	2.17328186531941	2.19555715090192	-2.30635190262771	-2.25578031353026	-0.912929062573761	-3.25022467182069	-2.89615900275831	HPR_ATG	CCT	promoter_candidate	promoter_candidate204	0	0	0	1	1	0	0	0	0.151941992654181	-2.71840744807913	0.170332648437702	-2.55357310540952	0.298639688199051	-1.74352218740858	0.119300354145433	-3.06732976917943	0.470428514855632	-1.08795258362041	0.215743167206394	-2.21261322629912	0.286835311709676	-1.80170545267287	0.279360513244188	-1.83979998026984	0.395398864720622	-1.33861936611736	0.30866296707614	-1.69589569395743	0.300558792458827	-1.7342808700326	5.08411921231529	2.34599785902102	4.81434420089531	2.26733929078893	4.70054112158678	2.23282684795897	4.51048279425089	2.17328186531941	4.58066529688775	2.19555715090192	0.202171017457543	-2.30635190262771	0.209383503334597	-2.25578031353026	0.531105707114181	-0.912929062573761	0.105095684014222	-3.25022467182069	0.134328841098714	-2.89615900275831
HPX:::AAG	0.339194021621202	0.0271341052655518	0.244194120892435	0.35670110793088	0.359493543234051	0.452905964661018	1.86089066605559	1.58983585023608	2.08940058581681	2.06021408625494	1.72708270843447	1.26511613951337	1.18731499030099	1.17756161790177	1.19819674741262	1.15795325992309	0.815196512500108	0.499254776515197	0.227461385761593	0.20140687167482	0.675073021026682	HPX	AAG	promoter_candidate	promoter_candidate460	0	0	0	1	1	1	1	1	1.2650496618009	0.339194021621202	1.01898591173074	0.0271341052655518	1.18443097147076	0.244194120892435	1.28049454585946	0.35670110793088	1.28297543115563	0.359493543234051	1.36879459170082	0.452905964661018	3.63231838696664	1.86089066605559	3.01015098052071	1.58983585023608	4.25571218955992	2.08940058581681	4.17048186894899	2.06021408625494	3.31057705133556	1.72708270843447	2.40346557451393	1.26511613951337	2.2772852141198	1.18731499030099	2.2619415002119	1.17756161790177	2.29452694303166	1.19819674741262	2.23140635092811	1.15795325992309	1.75953780583648	0.815196512500108	1.4134832396236	0.499254776515197	1.17077300446298	0.227461385761593	1.14981907653575	0.20140687167482	1.59667758541642	0.675073021026682
HPX:::CCT	-0.267777990501835	-0.403886645691656	-0.220568823965964	-0.383801815509257	-0.0979848514492061	-0.320379964459176	1.12817938848191	1.76883770976284	1.82900893853288	1.69913600631845	1.26089419159892	2.07666874170409	2.02406969249727	1.80644219453632	1.79918181106263	1.89714438161859	-0.8616071095826	-0.0613686930421834	-0.247100052036134	-0.321781059926273	0.0436802848039264	HPX	CCT	promoter_candidate	promoter_candidate460	0	0	0	1	1	1	1	1	0.830597831018121	-0.267777990501835	0.755819347472824	-0.403886645691656	0.858226989075044	-0.220568823965964	0.766415256119024	-0.383801815509257	0.934337157535591	-0.0979848514492061	0.800858926560147	-0.320379964459176	2.18582725279346	1.12817938848191	3.40779301262413	1.76883770976284	3.55292919625188	1.82900893853288	3.24706441802399	1.69913600631845	2.39644227925194	1.26089419159892	4.21832058529692	2.07666874170409	4.06729516789248	2.02406969249727	3.49778640951485	1.80644219453632	3.48022796788167	1.79918181106263	3.72475202532872	1.89714438161859	0.550339158627382	-0.8616071095826	0.958354491517939	-0.0613686930421834	0.84258839330889	-0.247100052036134	0.800081537649939	-0.321781059926273	1.03073987154262	0.0436802848039264
HPX_ATG:::AAG	0.386265964484767	0.234025549466721	-0.0323937779203897	0.366653969686069	0.520460285276602	0.331020670852298	1.69035996547861	2.21549392024102	1.2228667979406	1.50449262312882	2.03306162317301	1.81060538318497	1.8132519565278	1.74958835096505	1.778343663361	1.75601594905473	0.415697800973248	0.395709363496287	0.465480841177472	0.630920942018077	0.745059593508066	HPX_ATG	AAG	promoter_candidate	promoter_candidate461	0	0	0	1	1	1	1	1	1.30700618158457	0.386265964484767	1.1761120785114	0.234025549466721	0.977796551309773	-0.0323937779203897	1.28935896090092	0.366653969686069	1.43441281789026	0.520460285276602	1.2579029948693	0.331020670852298	3.22737219502886	1.69035996547861	4.64440544134531	2.21549392024102	2.33410068936461	1.2228667979406	2.83724871386314	1.50449262312882	4.09272469155462	2.03306162317301	3.50789455795017	1.81060538318497	3.51433557331862	1.8132519565278	3.36262605470015	1.74958835096505	3.43032118359264	1.778343663361	3.37764088945171	1.75601594905473	1.33394372134951	0.415697800973248	1.31558946773779	0.395709363496287	1.38077748115802	0.465480841177472	1.54855319449778	0.630920942018077	1.67604350035573	0.745059593508066
HPX_ATG:::CCT	0.0874543343399293	-0.00437878832663533	-0.048870396240616	-0.0706654014842761	-0.158490106209073	-0.418522591969048	1.66805702849685	0.669506767974229	1.92951157639278	1.26667982216777	0.975229157259162	2.74234527798645	2.72413029805461	2.5486966597411	2.469442004527	2.56882277438229	-0.000276155044438969	0.0661902107790587	-0.496948173436119	0.0889575695706743	0.110680602099068	HPX_ATG	CCT	promoter_candidate	promoter_candidate461	0	0	0	1	1	1	1	1	1.06249373494369	0.0874543343399293	0.996969456612573	-0.00437878832663533	0.966692935521947	-0.048870396240616	0.952198722548149	-0.0706654014842761	0.89596227537879	-0.158490106209073	0.748190424929948	-0.418522591969048	3.17786321610735	1.66805702849685	1.59052910065873	0.669506767974229	3.80926215025879	1.92951157639278	2.40607201230945	1.26667982216777	1.96595344376239	0.975229157259162	6.6915724914457	2.74234527798645	6.60761806438131	2.72413029805461	5.85105451399753	2.5486966597411	5.53829539508099	2.469442004527	5.93325082966887	2.56882277438229	0.999808602228441	-0.000276155044438969	1.04694830679634	0.0661902107790587	0.708604153293287	-0.496948173436119	1.06360139134994	0.0889575695706743	1.07973749055215	0.110680602099068
HP_tv1:::AAG	-0.749189635309307	-2.12837458648034	-0.658353744852972	-1.55273690243539	-0.987240844671636	-1.42813176560297	-0.253184093014084	-0.743499264736576	-0.638449890333481	-2.04862978338296	-1.96305595003059	1.01699982589919	1.14010578230248	1.16383898585834	1.18578335007612	1.05238954070644	-1.10291855914777	-1.68244427847734	-2.03752173145988	-1.43829105442953	-1.20705426892275	HP_tv1	AAG	promoter_candidate	promoter_candidate433	0	0	0	1	1	0	0	0	0.594937641328154	-0.749189635309307	0.228715399840652	-2.12837458648034	0.633600884776133	-0.658353744852972	0.340862807713074	-1.55273690243539	0.504441598006254	-0.987240844671636	0.371611804153137	-1.42813176560297	0.83904256546229	-0.253184093014084	0.597288866517373	-0.743499264736576	0.642402810465116	-0.638449890333481	0.241713543533706	-2.04862978338296	0.25648458925713	-1.96305595003059	2.02370615783807	1.01699982589919	2.20397182700433	1.14010578230248	2.24052835690951	1.16383898585834	2.27486881239791	1.18578335007612	2.07396211496986	1.05238954070644	0.465573691039614	-1.10291855914777	0.311554340518705	-1.68244427847734	0.24358180367569	-2.03752173145988	0.369004149701095	-1.43829105442953	0.433152134290955	-1.20705426892275
HP_tv1:::CCT	-0.772887629539021	-1.8678086735662	-2.38459995238653	-3.38988443764812	-4.44048134292578	-2.1373691651649	-3.91418678909209	-1.33745329748584	-2.62494401640415	-2.06567645205002	-1.16638784952685	1.32758916763371	1.37086035266665	1.21183645170545	1.1491774798541	1.11370504990544	-1.30359380825115	-1.9461247371598	-0.426463304408082	-2.46808672271619	-1.57186098700387	HP_tv1	CCT	promoter_candidate	promoter_candidate433	0	0	0	1	1	0	0	0	0.585244903259313	-0.772887629539021	0.273989274941939	-1.8678086735662	0.191497843071302	-2.38459995238653	0.0953988418651555	-3.38988443764812	0.0460555444361321	-4.44048134292578	0.227293894229809	-2.1373691651649	0.0663303620566936	-3.91418678909209	0.395718577881512	-1.33745329748584	0.162111234914982	-2.62494401640415	0.238874299556024	-2.06567645205002	0.445535455518072	-1.16638784952685	2.50982916352631	1.32758916763371	2.58624751284255	1.37086035266665	2.31632301208844	1.21183645170545	2.21787411254465	1.1491774798541	2.16400682598758	1.11370504990544	0.405115781378453	-1.30359380825115	0.259512378911286	-1.9461247371598	0.744083635572738	-0.426463304408082	0.180730672480669	-2.46808672271619	0.336374212399434	-1.57186098700387
HP_tv2:::AAG	-0.336944039557848	-0.306338414750061	-0.40987250348773	-0.161016836913362	-0.323212295150103	-0.322122203479437	-0.764795271052121	-0.784048038146624	-0.272023229018379	-1.60290430060477	-0.259617435165197	-0.753281420446022	-0.644338400439573	-0.609006946646416	-0.532628842275932	-0.570541128064792	-0.868445564877615	-1.0466038037923	-0.907692444890648	-1.18605330955063	-0.761092304498441	HP_tv2	AAG	promoter_candidate	promoter_candidate434	0	0	0	1	0	1	0	0	0.79171657502954	-0.336944039557848	0.808691630321106	-0.306338414750061	0.752689888868228	-0.40987250348773	0.894394463727755	-0.161016836913362	0.799288205012406	-0.323212295150103	0.799892370582052	-0.322122203479437	0.588536880359304	-0.764795271052121	0.580735028612883	-0.784048038146624	0.828157326959577	-0.272023229018379	0.329213567766293	-1.60290430060477	0.835309392175455	-0.259617435165197	0.593252664241848	-0.753281420446022	0.639786120249715	-0.644338400439573	0.655647850124106	-0.609006946646416	0.691293927455599	-0.532628842275932	0.673364174688193	-0.570541128064792	0.547736692981743	-0.868445564877615	0.484106441610362	-1.0466038037923	0.533036989258041	-0.907692444890648	0.439503539900243	-1.18605330955063	0.590049418742865	-0.761092304498441
HP_tv2:::CCT	-0.911333752486409	-0.956982807849951	-0.85682514944293	-0.765893300023903	-1.01220217793458	-1.04821448944527	-1.96760577084043	-1.21860120815593	-1.56001786472048	-1.07807843859542	-1.64066575771501	-1.58874306279819	-1.66024734360313	-1.65312980630032	-1.58589289809367	-1.66409572405375	-1.67731100371615	-1.0228523074669	-1.38712844738155	-1.45291967289812	-1.23506119239399	HP_tv2	CCT	promoter_candidate	promoter_candidate434	0	0	0	1	0	0	0	0	0.531693320500504	-0.911333752486409	0.515133115455279	-0.956982807849951	0.552166340524593	-0.85682514944293	0.588089117895286	-0.765893300023903	0.495788881110133	-1.01220217793458	0.483566266333748	-1.04821448944527	0.255676989102615	-1.96760577084043	0.429699139114512	-1.21860120815593	0.339146882220556	-1.56001786472048	0.473659281985349	-1.07807843859542	0.320708443526927	-1.64066575771501	0.332460981510501	-1.58874306279819	0.316384901068221	-1.66024734360313	0.317949642920744	-1.65312980630032	0.333118435196416	-1.58589289809367	0.31554207084631	-1.66409572405375	0.312664861176963	-1.67731100371615	0.492142390365155	-1.0228523074669	0.382325028433868	-1.38712844738155	0.365281432393991	-1.45291967289812	0.424824480114382	-1.23506119239399
HRC:::AAG	1.89730433398655	1.71257175047355	1.83082551466873	1.56666524098764	1.92952042057379	2.41225392504807	1.8632092808722	1.77109681740635	1.58970457408513	1.14022972163638	1.05774067198136	0.372012300343529	0.492146915738777	0.495862932134244	0.321786890704232	0.552767144772624	2.14136711025347	1.8563760215854	2.42551589959075	1.57642826655126	2.55297671840533	HRC	AAG	promoter_candidate	promoter_candidate34	0	1	0	0	1	1	1	1	3.72516501346429	1.89730433398655	3.27744540940397	1.71257175047355	3.55740570120266	1.83082551466873	2.96219217731737	1.56666524098764	3.80928550232302	1.92952042057379	5.32305297875781	2.41225392504807	3.63816072942188	1.8632092808722	3.41313343575237	1.77109681740635	3.00987708822519	1.58970457408513	2.20416117438964	1.14022972163638	2.08166897656445	1.05774067198136	1.29415668834901	0.372012300343529	1.40653642617441	0.492146915738777	1.41016397697195	0.495862932134244	1.24987766188526	0.321786890704232	1.4668965636349	0.552767144772624	4.41179914220453	2.14136711025347	3.62096949189092	1.8563760215854	5.37221073987001	2.42551589959075	2.98230594495535	1.57642826655126	5.86843867355529	2.55297671840533
HRC:::CCT	0.737853155638362	0.26422745816911	1.1327665732034	1.75393876193983	1.60504693777448	1.13815460967182	0.202236248630428	-3.04056530098897	0.499704512354456	1.22115829634712	0.75319388437079	-0.393406144063983	-0.566680418045383	-0.3284419823152	-0.511300969592723	-0.49190224786468	1.35827941350339	1.75891636930184	1.5514906491327	1.44622567018627	1.45904362411106	HRC	CCT	promoter_candidate	promoter_candidate34	0	1	0	0	0	1	1	1	1.66769233335489	0.737853155638362	1.20099276346667	0.26422745816911	2.19278835723223	1.1327665732034	3.37278127355319	1.75393876193983	3.04205647752863	1.60504693777448	2.20099308048728	1.13815460967182	1.15048027490632	0.202236248630428	0.121534237510276	-3.04056530098897	1.4139239378632	0.499704512354456	2.33133818287847	1.22115829634712	1.68552016152317	0.75319388437079	0.761330011872739	-0.393406144063983	0.675168537529634	-0.566680418045383	0.796396075965922	-0.3284419823152	0.701589484802074	-0.511300969592723	0.711086884503069	-0.49190224786468	2.56379234190647	1.35827941350339	3.38443819030659	1.75891636930184	2.93119845705712	1.5514906491327	2.72494227864717	1.44622567018627	2.74926052183326	1.45904362411106
HRG:::AAG	-0.832050191655277	-1.17844583709048	-1.12379193303075	-0.732731645746579	0.178444851056677	-1.01362241508403	-2.51858121735236	-2.05653470608373	-3.88931647732933	-3.47815141794288	-1.87639717845343	-0.112547235962131	-0.156424884855017	-0.336479427322751	-0.297961420746551	-0.339329421158473	-2.3521279081981	-1.07564822517602	-1.92163454884244	-1.87949112051463	-1.83729622011053	HRG	AAG	promoter_candidate	promoter_candidate496	0	0	0	1	1	0	0	0	0.561730408460175	-0.832050191655277	0.441827206251757	-1.17844583709048	0.458886117413495	-1.12379193303075	0.601763436001533	-0.732731645746579	1.13166335434296	0.178444851056677	0.495301050146122	-1.01362241508403	0.17451449588441	-2.51858121735236	0.240392750384657	-2.05653470608373	0.067483729772487	-3.88931647732933	0.089737113068156	-3.47815141794288	0.272363035336132	-1.87639717845343	0.924953512687225	-0.112547235962131	0.897245765930085	-0.156424884855017	0.791971584185368	-0.336479427322751	0.813400949078037	-0.297961420746551	0.790408616190601	-0.339329421158473	0.195856931447345	-2.3521279081981	0.474457831339796	-1.07564822517602	0.263955283834549	-1.92163454884244	0.271779563091612	-1.87949112051463	0.279845757176419	-1.83729622011053
HRG:::CCT	-1.78503890569366	-1.02559351874945	-1.71667252016047	-1.21078973328731	-1.35105840574867	-1.27315097424171	-2.15153664774373	-2.42170181419668	1.49249231305796	-5.30852859816503	-4.47400725024027	-0.0628764162604651	-0.132372864152781	-0.300718770102005	-0.236971353699135	-0.405883067073968	-1.51425895957184	-2.29892329952505	-2.49659983274917	-2.01489730100871	-2.80890578353723	HRG	CCT	promoter_candidate	promoter_candidate496	0	0	0	1	1	0	0	0	0.29016815341792	-1.78503890569366	0.491208176694987	-1.02559351874945	0.304249643973107	-1.71667252016047	0.432032055960362	-1.21078973328731	0.392004356898479	-1.35105840574867	0.41375510738969	-1.27315097424171	0.225072757753841	-2.15153664774373	0.186635869068245	-2.42170181419668	2.81374641405999	1.49249231305796	0.0252332772262442	-5.30852859816503	0.0449976275681762	-4.47400725024027	0.957353463227805	-0.0628764162604651	0.912329666709001	-0.132372864152781	0.811847822062145	-0.300718770102005	0.848524749933185	-0.236971353699135	0.75477415753086	-0.405883067073968	0.350076236913586	-1.51425895957184	0.20321470406132	-2.29892329952505	0.177193816847601	-2.49659983274917	0.247431777035688	-2.01489730100871	0.142703657473841	-2.80890578353723
HRG_ATG:::AAG	-1.1273487115088	-0.948180500775907	-1.54300211079944	-1.44770180574153	-2.3069751333862	-1.54924885092988	-2.69719131960343	-2.55832075583545	-2.75876953069783	-3.01149048194121	0.0992624659869081	0.107443250598291	-0.0796928258798464	-0.136293576682271	-0.134835081462016	-0.140261155190325	-2.19647645219124	-1.56091800553841	-2.35975174915225	-1.16752419388709	-2.96840196058431	HRG_ATG	AAG	promoter_candidate	promoter_candidate497	0	0	0	1	1	0	0	0	0.457756186321255	-1.1273487115088	0.518285701861207	-0.948180500775907	0.343170605722272	-1.54300211079944	0.366604955965181	-1.44770180574153	0.202083700331147	-2.3069751333862	0.341687920043241	-1.54924885092988	0.154192946935966	-2.69719131960343	0.169773035562998	-2.55832075583545	0.147750044425188	-2.75876953069783	0.124008379773653	-3.01149048194121	1.07122569093991	0.0992624659869081	1.07731731806462	0.107443250598291	0.946259099809234	-0.0796928258798464	0.909853657437974	-0.136293576682271	0.910773940778684	-0.134835081462016	0.907354891989668	-0.140261155190325	0.218169834970937	-2.19647645219124	0.338935344281877	-1.56091800553841	0.194824666363687	-2.35975174915225	0.445184665952166	-1.16752419388709	0.127767962932017	-2.96840196058431
HRG_ATG:::CCT	-2.15591063917046	-2.16033715303128	-1.24180410627728	-2.09467919024811	-1.84963541193493	-2.08098254893616	-3.17831285359493	-4.10953998189216	-4.93418801715661	-3.09232340352644	-3.44212065038537	-0.192751757595714	-0.130166127622315	-0.308963323784966	-0.401351156003403	-0.358998118630783	-2.50116724860983	-1.8995668668754	-2.2396875082645	-3.23961951230725	-2.65361953768362	HRG_ATG	CCT	promoter_candidate	promoter_candidate497	0	0	0	1	1	0	0	0	0.224391411086838	-2.15591063917046	0.223703982746302	-2.16033715303128	0.422843554834127	-1.24180410627728	0.234120116980674	-2.09467919024811	0.277462477585422	-1.84963541193493	0.236353388137777	-2.08098254893616	0.110466983623718	-3.17831285359493	0.0579302225690332	-4.10953998189216	0.032708558338098	-4.93418801715661	0.117251362818958	-3.09232340352644	0.092006484201855	-3.44212065038537	0.874935300778807	-0.192751757595714	0.913726227780182	-0.130166127622315	0.807221595443466	-0.308963323784966	0.757148843364339	-0.401351156003403	0.779705859398381	-0.358998118630783	0.176633727520863	-2.50116724860983	0.268023821008879	-1.8995668668754	0.211732184900873	-2.2396875082645	0.105871082164638	-3.23961951230725	0.158920865673217	-2.65361953768362
HSD11B1:::AAG	0.0880820699826981	-0.148612574672679	-0.39697262464577	-0.350675380404129	-0.271188402420289	-0.377450829884885	-0.11754702132539	-0.0125552328655198	-0.207419183987523	-0.286280219846094	0.0738549651917492	-0.182989214879225	-0.09837494418599	-0.0480093045117164	-0.0215517619730282	-0.102779738476613	-0.121136319925621	0.336906625858041	0.292198498344749	-0.0888950057797554	-0.149953673136041	HSD11B1	AAG	promoter_candidate	promoter_candidate578	0	0	0	1	1	1	1	1	1.06295614057514	0.0880820699826981	0.902117603019923	-0.148612574672679	0.759450255452755	-0.39697262464577	0.784216890206988	-0.350675380404129	0.828636685254698	-0.271188402420289	0.769796581785954	-0.377450829884885	0.921753553770625	-0.11754702132539	0.991335133961249	-0.0125552328655198	0.866085173421758	-0.207419183987523	0.820013621532835	-0.286280219846094	1.05252533852534	0.0738549651917492	0.880875959245683	-0.182989214879225	0.934084554693656	-0.09837494418599	0.967270091285897	-0.0480093045117164	0.985172483440942	-0.0215517619730282	0.931236984330631	-0.102779738476613	0.919463162182252	-0.121136319925621	1.26304551233933	0.336906625858041	1.22450485868045	0.292198498344749	0.940242627537674	-0.0888950057797554	0.90127940343114	-0.149953673136041
HSD11B1:::CCT	-0.777297024954918	-0.506280753433917	-0.371171045591179	-0.561511417805031	-0.335760960255508	-0.293945570585014	-0.253351461022779	-0.140221087995418	0.0438879992088542	-0.572761485041027	-0.612108840947058	0.179291222442943	0.278746123122677	0.196119030429868	0.21502742997132	0.208963494481923	-0.335520629508736	-0.212636917194453	0.0573897102871967	-0.106452925663659	-0.326548572160134	HSD11B1	CCT	promoter_candidate	promoter_candidate578	0	0	0	1	1	1	1	1	0.583458914848556	-0.777297024954918	0.704035092465368	-0.506280753433917	0.773154666982279	-0.371171045591179	0.677591922744797	-0.561511417805031	0.792366086968122	-0.335760960255508	0.815668265960948	-0.293945570585014	0.838945233223595	-0.253351461022779	0.907380091819929	-0.140221087995418	1.03088828470437	0.0438879992088542	0.672328641274223	-0.572761485041027	0.654239676195465	-0.612108840947058	1.13232745067894	0.179291222442943	1.21314006030443	0.278746123122677	1.14561241352808	0.196119030429868	1.16072598306549	0.21502742997132	1.15585745871793	0.208963494481923	0.792498093934408	-0.335520629508736	0.862958497828428	-0.212636917194453	1.04058131724016	0.0573897102871967	0.928869015480502	-0.106452925663659	0.797441961828006	-0.326548572160134
