A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled
CYP4F2:::CCT	2.32104002173341	2.20240602219629	1.99955664422232	2.12671652243948	2.17908686190725	2.35550809506038	3.2473714379237	3.19877072528886	3.21969686357318	3.46245212944765	3.59323635312478	3.31116652762215	3.2797097088968	3.20205824159932	3.17844887690063	3.37576472954662	3.26611646422903	3.28398244398855	3.21939314770454	3.03582051954787	3.32971088181188
CYP4F3:::AAG	0.661334740314529	0.858787888973477	0.662534303895274	0.675558639679106	0.440146363048367	1.0704780637757	1.2667902806751	1.11257678063011	1.01173861143663	1.17025146853703	0.878472980680244	0.451837046838669	0.5683515190259	0.658462994147655	0.770623622928525	0.719792003270024	1.23090834418649	1.91616464131546	1.24092570258457	1.47326686808694	1.80035573010398
CYP4F3:::CCT	0.208247967378957	0.368980345452933	0.274720614437316	0.450707453492388	0.561784412582963	0.124707946803468	0.629037940965196	0.578307051235758	1.31007539870593	1.42928208794694	0.801833803119805	0.354029909322368	0.319990312519096	0.183372322833331	0.270860647507596	0.306836097514808	1.16950309227366	0.94142831840986	1.20434604560264	0.96831449018845	1.35936347239774
CYP8B1:::AAG	-1.39260522021647	-1.1949422493423	-1.27358435594364	-1.32748714972963	-1.62129965088205	-1.02878745349976	-1.30915333732226	-0.934530511930685	-1.46975646977586	-1.60604301261664	-1.59940793279051	-1.00818899509465	-0.914497991549271	-0.893935751110913	-0.820511133854502	-0.748614404938565	-1.08819684872538	-1.03892487011766	-1.22818819290499	-1.38081943736193	-1.33059802342913
CYP8B1:::CCT	-1.76370026513464	-1.6740409279584	-1.78144630364296	-1.92329292509421	-2.30560087842282	-1.8480851234474	-1.80307492433135	-1.48672952553104	-1.36138301042126	-1.64283261375868	-1.68610655071773	-1.26208012201941	-1.25266717723834	-1.2295422341932	-1.20401557846497	-1.17009393444565	-1.84321035945401	-1.52573254642715	-1.80727864760008	-1.83666914133008	-2.13645169197814
DBH-AS1:::AAG	-1.70658133710009	-1.55588363758638	-1.5516095095037	-1.54431133930884	-1.88813652446489	-1.12966443951851	-1.54819604466125	-1.77125986728714	-1.95787499843195	-1.69903008996459	-2.26578672464355	-1.28629480590778	-1.26947693485807	-1.23182338276086	-1.23700843375777	-1.15080706359011	-1.87615374655063	-1.4205606128909	-1.64320360417017	-1.52515613394786	-1.40258553523093
DBH-AS1:::CCT	-1.97561620074774	-2.70143221851205	-1.80934481987822	-2.33192852488093	-1.92179743076939	-2.03922088964493	-2.31419554124657	-2.0251896708779	-2.2619082695784	-2.48104363932376	-1.08771297321324	-2.30709278671876	-2.32479742439204	-2.31517724309981	-2.26824437935377	-2.29670575928584	-2.30644465685586	-2.46924410525976	-2.40239188436816	-2.5713714900642	-1.89416479894431
DBNDD2:::AAG	-1.5370961155187	-4.19788894858812	-2.19976746921913	-3.09686322623121	-4.41759915835009	-1.02976031145055	-2.93800917345841	-2.23670469225933	-3.75500256827512	-3.22424345513606	-5.05513658327724	-1.98619021181886	-2.11012395373048	-2.05579443369934	-2.32133929377498	-1.97374202288256	-1.09559173432771	-3.61730066766277	-3.78161523466987	-2.52753926813932	-2.52692435477832
DBNDD2:::CCT	-1.77316897108269	-2.84987405458292	-2.81837357131633	-1.59518345899846	-5.36567145722428	-1.54387086676096	-3.95521333595189	-3.67630951330051	-2.72757091162788	-2.3962632464557	-2.82632022581146	-2.85372594498769	-2.86600135045164	-2.83705853625912	-2.79914609670049	-2.61337773124324	-2.30730858945319	-3.34534376726033	-3.50998881729847	-1.70536372036611	-1.28992336187851
DCN:::AAG	-1.48162430718639	-0.970808864448308	-1.10870788154848	-0.671313858894882	-1.22615101392768	-0.356014318431841	-3.37126072771266	-3.43349903191833	-2.65229021029392	-0.537813629467917	-0.398008598091627	-1.47273346800878	-1.62170372341619	-1.30515600000522	-1.52376712675761	-1.22388162645371	-3.35718866693749	-2.0745935301554	-1.59824210837452	-0.817249236940614	-2.61402391914935
DCN:::CCT	-1.40776349841507	-2.63747191955209	-1.48538568062027	-2.21282200494086	-1.9311308399575	-1.39516292265041	-3.35529517951236	-4.79426177595179	-3.57972834332559	-4.16508320367867	-2.9086886170296	-1.50128986091276	-1.51288188701261	-2.02904660480352	-1.26399813270123	-1.83391056568046	-1.01792531374746	-2.14692463622696	-3.21449706586306	-3.30419545433562	-2.43532636852097
DDIT4L:::AAG	1.80000466488332	1.54891542879284	1.27219679298401	1.62883254747354	2.60782550362486	0.0506017012289454	1.83712177137408	2.23984269259944	2.11570767027341	3.42077165901719	1.86713561715446	1.1640715814085	1.21973806317495	1.33340914665676	1.42856623784753	1.4741508946292	1.49945052811237	2.40905629770727	2.35452672967617	1.0035414397755	2.08775007528965
DDIT4L:::CCT	0.554187421438731	1.24710821070709	0.487730219860175	1.37814170794109	0.974200416844333	1.12342451563803	2.41059839601043	2.78436406961901	1.06743645729112	0.275297321446791	2.26612631967453	1.10168274997993	1.00228571489925	0.923310469322043	1.15064219523133	1.13074525314507	2.87465442455053	1.42429050809561	2.2457938964169	1.48676015451456	2.00690809403321
DDN:::AAG	-1.64645535065822	-1.36836081240671	-0.733034497138144	-2.37056219162317	-0.714268887622082	-1.20904542195037	1.89986742375734	1.21313232230774	0.465634993934418	1.39413057590196	1.3117042538312	-0.988392222407157	-0.997491809752087	-0.833891783833076	-0.802734273515809	-0.500598730735238	0.453534468296061	-0.788565894884603	0.592081250343779	-1.85752856983292	1.1316504902971
DDN:::CCT	-1.29714702461964	-0.863194726566805	-1.00576986233747	-0.415880477976808	-1.91302705376937	-0.578412959496874	1.55582687221087	-0.804706060063973	0.29522347739153	0.727693956343796	0.155656596140344	-1.24709805010522	-1.45045203324717	-1.26616742536227	-1.30652710065039	-1.34765694791147	-1.45331970546861	-0.00793260489439146	-0.683120575441386	-2.52042917680424	-0.352686278759454
DEFB1:::AAG	1.58749585946652	1.23901540165672	1.20869123539805	1.09030838287867	1.17509590184715	1.59099185840138	1.89209187833251	2.02743243025762	2.10583723383077	2.2715368426787	1.99293451394878	0.789655781806786	0.837235439584276	0.90188775331265	1.03233101895911	0.963848511781032	1.95613529714531	1.84706020021723	1.70043811150357	1.72442013038671	2.01589753538966
DEFB1:::CCT	1.06653043912059	1.251844949845	1.24498593397134	1.1533241786256	1.2265808150019	1.33878419658143	1.52029285548597	1.5737034872949	1.64600938474552	1.65124046735491	1.68765425038491	1.06146167236291	1.06593194464091	1.03654697572322	1.16031637086646	1.15101495891069	1.5947309997292	1.63142478816485	1.56342061037651	1.31423066429484	1.74886048452132
DES:::AAG	1.93640253440685	1.8362292095564	1.70443830859327	1.51200707172794	1.07654201447843	1.95938119289199	2.43186443216404	3.01880268845264	2.62975485859296	2.7068389392525	2.74910932132492	0.28880805578779	0.363780892860467	0.316090391405205	0.351016673306816	0.522294337967682	1.67298011046016	2.14148755203676	2.17061798308382	2.08092199476187	1.98191488705075
DES:::CCT	1.55087542772995	1.6240860691194	1.27644642411204	1.60212420924596	1.5634968897114	1.66347572274786	1.39425651277217	1.50865810180922	2.11877774521577	0.846479641959787	2.71590953536557	-0.7147507846553	-0.493734025287179	-0.697701766862635	-0.58171098148339	-0.465989359009007	1.45215487820784	0.817342976570191	1.18581121751995	1.28552742614657	1.47825056445413
DGAT2:::AAG	0.356934747785938	0.821341895453557	0.892750688320841	0.776975890927449	-0.148478461852029	0.0203422476095206	-0.0125172667265874	1.04857775922057	0.0325458313435673	0.268987593647676	-2.66713804350424	0.546422762090167	0.610027709441232	0.841948938649773	0.806235187134201	0.762683064804987	-0.222559794132011	0.602132232146162	0.605507775441878	-0.149016918135761	1.43215111141176
DGAT2:::CCT	-0.219520086811996	-0.726107539011667	0.0181897645097146	0.0698573581235426	0.238664254720116	0.402094718957502	0.268058001989996	-1.8914111215914	-1.17265489486742	-0.494650542763492	1.06353713302311	-0.022769245234072	0.0852573289073738	0.0742180616711101	-0.0388086758560166	0.148901639167046	1.24021860362245	0.605296232596302	-0.253349664894616	0.296933786698493	0.856010400543438
DHCR24:::AAG	0.56238061510769	0.229419014077631	-0.259762074152315	-2.98997569590573	-0.799011956160664	-1.39124212943789	0.723233511471391	1.71411705221843	2.26458785028842	1.95869439734994	1.20106872839935	0.333026045543037	0.421172131733436	0.448953923802166	0.42324156029613	0.736722917974098	-3.94957029344335	0.849449709427362	0.0172062369218121	1.99578673423495	1.23231339193305
DHCR24:::CCT	-0.870652185317126	-1.01523556804439	-1.77655958042593	-4.34499057462181	0.152579798694841	-1.53412418243448	-1.62340281091097	-2.86026675250959	0.237060299171596	-2.87170780117989	-0.570924626322207	0.30495184526904	0.117190452725006	-0.142515218307544	-0.0220639380017743	0.0904526043934201	-4.4976365710488	-2.13025415117451	-4.60838147112042	-0.0530828025465298	-0.0748337457926863
DHCR24_ATG:::AAG	-0.961542157343583	-0.428375863769205	0.619806892032778	0.0579432673661576	0.702351567349688	-0.423151635878201	1.23335014384284	-1.44560254160263	0.743249708757324	-3.6283246340381	-0.631265952899782	0.384739442348901	0.224947633677406	0.378439435899918	0.262249418261765	0.614976321098538	-2.02918036236148	0.497919404776866	0.332908419033659	-1.56252653759697	-1.54910814226501
DHCR24_ATG:::CCT	-0.545496172200428	-1.04413435358274	-0.961662835349969	-1.81563617144654	-0.466483638376182	-2.00852392798477	-0.621709975721953	-2.17904443274621	1.55760564675159	-1.87891573105303	-2.12157585855286	0.143966900339893	0.390703288774712	0.109982177811032	0.0684452212088914	0.437718337981221	0.68116597416868	-1.84807868670602	1.15531768117016	0.460876410601606	0.966422578796082
DHRS7C_tv1:::AAG	0.812411367215241	1.08296626520945	1.18858380342145	0.983112065394152	1.31176531900899	1.13052978995591	1.18927297744277	1.44406468840352	1.20851219866353	1.48912858695095	1.50600766621801	-1.34160195371314	-1.33372657098438	-1.52717050397795	-1.39146010157661	-1.45870960537675	1.52823247470178	0.785161554125393	1.14850277586927	1.04765832606919	0.987794097784782
DHRS7C_tv1:::CCT	0.584332200273751	1.00064585942184	0.830050780108376	0.527701467991199	0.934384154258049	0.810705591346474	1.56602843049823	2.31529426563501	1.78951356914588	1.84293096433623	1.56013250142693	-1.86314740294153	-1.98518015239371	-2.23725686254707	-1.93984330547565	-2.04926189333602	1.34900972847611	0.940885998003187	1.32567231586367	1.05095481836177	1.42068376761153
DHRS7C_tv2:::AAG	-0.91015891962215	-0.882925730946158	-1.08661591736043	-1.1833438276261	-0.83404610524855	-0.785099360409186	-0.89904537511233	-0.614520310097871	-0.822743286038284	-0.634879112852903	-0.739828599387856	-0.930101858298736	-0.907844833853031	-0.821631055922223	-0.792345803084791	-0.780860832911106	-0.710348236581835	-1.06443431428422	-1.10862862291833	-1.11283632025706	-0.816425326750909
DHRS7C_tv2:::CCT	-1.85801458523634	-1.79889087621638	-1.6737461327708	-1.83727829875379	-1.42449547057063	-1.53967363186276	-1.65885420197624	-1.72077636335538	-1.88097107034512	-0.865324495122739	-0.955691174717386	-2.02859441208978	-2.06439337208495	-2.04621840412183	-2.00096816040964	-1.95736983242998	-1.22938036139408	-1.55804841445656	-1.58485892280666	-1.33022520297407	-1.44961840383275
DHRS7C_tv2ATG:::AAG	-0.839004574918176	-0.674854946922681	-0.755361729058413	-0.41464906231819	-0.826700423733724	-0.610865850860247	-0.951654306324748	-0.846296420424726	-0.760095232817037	-0.750502856214782	-0.809934064940481	-0.475465444424571	-0.461914285899808	-0.391892968827495	-0.424050018512332	-0.324827606611946	-0.772273581679381	-0.957577539423707	-1.19286080277174	-1.01989015404042	-0.880096811797328
DHRS7C_tv2ATG:::CCT	-1.29106994014449	-1.59839839613768	-1.74845722731756	-1.59556708251	-1.4789762927708	-1.61631633123262	-1.98170604096827	-1.37203094073297	-2.31444918225171	-1.3489585604286	-1.27687966523273	-1.42266876105473	-1.53212302870435	-1.54863662790853	-1.53349230262135	-1.50134818279054	-1.60805481482604	-1.36638718809662	-1.73282110677727	-1.77778074998825	-1.32124083059065
DPT:::AAG	-0.927588559246561	-1.26603914521246	-0.703184594724313	-1.35636423691921	-1.06109626340064	-1.33713873211354	0.782323512314705	0.723898245532362	0.599691789596959	0.375259409028897	0.770249774722673	-1.14457356987659	-1.05612081920939	-1.01997088407446	-0.899122799886094	-0.902829070393458	-0.169349244310103	0.0313238854980058	-0.363981095090397	-0.637450395548325	-0.681541778199356
DPT:::CCT	-1.41875276193192	-0.617732715203839	-1.38077671867962	-1.55528998341077	-1.11825203786427	-1.56674478080249	-0.526521465839973	0.433158631694611	0.689240938794648	-0.283300492389536	0.261065504381613	-1.96615726075038	-2.19179268297844	-2.11517378778928	-1.99514563724069	-1.99878280187441	-0.439281833565321	-1.11337670149853	-1.25191367087674	-1.03327758621682	-1.01797143608627
DPYS:::AAG	-0.472452878854149	-0.829460842078712	-0.642743265542474	-0.105347935996677	-0.357017606175218	-0.731147734877105	0.749914147917034	0.295045536886493	0.114566438581214	0.0538826150880191	0.193297245496753	0.315875634113483	0.321333102688192	0.466486234524751	0.537419049577851	0.592057469558417	0.524111821606118	-0.393841083271022	0.242650304583971	-0.457967775749032	0.269817314429016
DPYS:::CCT	-1.82363353975626	-1.07798326522623	-0.861369374376063	-0.711140518681913	-1.12784971941788	-1.06380280197658	-0.726893444352623	0.0230172449906818	-0.250479770920071	-0.175854166968823	0.345729743565186	-0.343025717900058	-0.386407149568323	-0.379948397243268	-0.446285969254497	-0.325782624865155	-0.55899891665259	-1.19367597820244	-0.695390095942476	-0.743823599715007	-1.24044414216478
DSP:::AAG	1.04236218500736	1.85981230163828	1.07254509670936	-0.17797090195909	0.433653275137979	0.880698609385234	1.36559605190762	-2.9463148050141	1.35973693916518	0.276134588601659	0.166174558311985	0.66583807739627	0.844736444374305	0.902246069920203	0.643663034357152	0.704399638668888	0.467462987441241	0.537565404302896	-0.450236085779516	-1.79844070692222	-1.30830759036894
DSP:::CCT	-0.863121560761435	1.22443521922671	-1.34436747705155	-0.347907830562373	1.41245105676038	-0.844521965600006	-0.461451433106745	-0.0772562114897134	0.375052716378229	0.306118670162672	-0.218719312502389	-0.0912591798588239	-0.0827504699956822	-0.202654275053144	-0.145138749379987	-0.092453041780004	1.33911845066932	-0.788190640916279	0.900418022317665	-0.706854822353129	1.03488579021261
DUSP13:::AAG	-1.42217169304527	-0.861537256395149	-0.900460354622256	-1.29630483563972	-0.887923193612716	-0.915522659129343	-1.2649207977668	-1.21056272084963	-0.754260018167021	-0.771992427714098	-0.737958808323966	-2.1905200097119	-1.79283212082138	-1.95234236437407	-1.96331315873889	-1.93885745962336	-1.0882055952238	-1.29044650039065	-0.422351750730206	-1.18923002639858	-1.07364656413875
DUSP13:::CCT	-2.26667036445602	-1.51153181136301	-1.99191112481247	-2.25086888337817	-1.64258071440122	-1.5798184401386	-0.951434619214001	-1.3033215437334	-0.373708598303829	-1.45445873492564	-1.94851079838576	-2.80243421852913	-2.54492914100652	-2.69172001061468	-2.51296721928353	-2.63515967357105	-0.706738264418227	-1.10161722086391	-1.82955665736495	-2.022991403368	-1.52431333254966
DUSP26:::AAG	-2.42134511378732	-1.34784274053452	-1.94545528152577	-2.08094715019622	-1.83454403556371	-3.21906724373632	-2.22580261116368	-1.77934507888422	-1.94174149695353	-3.49501958449589	-2.13056541503995	-1.18310635619687	-1.38709636311525	-1.33037979219007	-1.27866117420848	-1.27600266347427	-1.61670136291159	-1.31230007902973	-3.55813924484413	-2.42423772570006	-2.52425293633695
DUSP26:::CCT	-3.0904918589744	-3.57744769987816	-2.79632684962049	-2.24454576999041	-3.60558736684234	-3.42989604451294	-2.14871688159785	-2.26451812283671	-2.01716198031686	-3.14231285055902	-3.87864820328823	-2.12298449923521	-1.88858366701371	-2.24490739264763	-2.18629215481046	-2.22921156163953	-1.41306742788619	-3.69767030084609	-1.70399630089761	-2.86932114806935	-2.7972317767686
EEF1A2:::AAG	0.808711012923856	1.74453637155103	2.39336679327908	2.87379503211135	-0.0410537711436839	1.65877339365312	2.86485449553527	0.44573687548163	2.05277697066934	0.519607153783732	1.98389344828639	1.64398444603273	1.8215896982807	1.85942143555235	1.81508794382063	1.9178902924282	3.47434195208584	3.17637189522418	3.14492351995627	2.29961552556142	1.95634144078837
EEF1A2:::CCT	-0.276172555548673	1.9664211230207	1.03516720292869	2.15083858577932	1.66174615822232	0.501035129888433	0.673217063910657	1.17892735659614	1.16692019107144	1.20879513457649	2.47811935238684	1.32515300237569	1.5243979933049	1.26100612540127	1.24593972786778	1.41163793909117	1.44064868949911	3.07986138547115	2.39500075280366	1.272758663444	2.22559909437818
EF1a_pro:::AAG	0.368254698655919	0.419311625440985	0.0329686399883942	0.168937739118712	0.528677061782689	0.0831662503891889	0.753422252536762	0.982022797753436	0.665361087281785	0.738513748760051	1.00765213776183	-0.0746246935679447	0.175668756417519	0.0756889685727123	0.195270075396117	0.219929095915534	1.16422553393122	1.3749836205884	1.17390496952579	0.831985983209062	1.09059311082951
EF1a_pro:::CCT	-0.186496517769524	-0.0612901944624032	0.0182608328053536	-0.202150463117933	-0.125249017516996	-0.144558642669869	0.225871976240613	0.34444369183552	0.396718171525516	-0.0212354860145151	0.463497355384177	0.11589793884301	0.295510189048441	0.0389447744464127	-0.0119946567742693	0.244303583366736	0.755786930530378	0.801048807748055	0.286819863600096	0.314422215116501	0.572758796101782
EFEMP1:::AAG	0.964120033916887	1.36453429686262	0.786398150397602	0.793300230812236	0.967443702981387	1.42785006061508	-0.130663451371641	0.907199102566418	0.726158407086801	0.286220170596978	1.8431287446322	1.04415996672684	1.2183716072905	1.37220831683047	1.34896271858678	1.46297070619995	0.742572024534961	0.942808862287656	1.14321686134226	0.926269874777168	0.857723034741758
EFEMP1:::CCT	0.0173029442765989	0.509623328337087	0.00726760556868229	0.638375766901288	0.208162648591789	1.20346948604978	0.615749929749055	0.0674226703682029	0.702262406049072	1.0313545303507	0.934305907868641	0.973584875314142	0.936389880207773	0.915893944929347	1.05727573427787	1.1409808582245	1.24439567576977	0.410614645815624	-0.425323495111015	0.625459858735426	0.683900244011466
EGR1:::AAG	2.89887308926972	2.73637693156428	2.32803825237861	2.54889458860128	2.09893863582681	2.66065112118167	4.11666521490195	4.14278162834703	4.33364314275025	3.6012909622825	4.06168311646997	0.928819410360188	1.21164328561041	1.23470777698163	1.38927844861124	1.37133435413835	3.3746607354847	2.89440022207782	2.57564049455251	3.03654614102946	3.54607756194003
EGR1:::CCT	2.23402878666796	2.39221005464237	1.87401816225903	1.87950619401687	2.03714849294248	2.00049120338063	2.5649635907898	2.83263771630664	2.48552351642128	2.87530410322978	3.18412165616252	0.103422382717518	0.381123347069084	0.368410680503107	0.375584216014582	0.491390510244309	2.59196921816136	2.67938180265443	1.81406224725478	2.1779847183803	2.676044648125
EHHADH:::AAG	1.61008778024532	2.13887669000761	1.89697385714993	1.69030412301254	2.16320894246086	2.46952224332346	1.47556617806764	0.916793511295622	1.56664917431286	1.05958060570976	1.68678214429765	0.245643371965452	0.325292332258034	0.489121458555831	0.594510164604056	0.512224431063891	1.92553426423049	1.96452490117703	2.23668079918474	2.0970936598272	1.75762456660166
EHHADH:::CCT	0.887536638059246	0.794077810534039	0.889799431203192	0.719461415572581	1.12876526942468	0.285825265198589	1.05949647194623	0.44304193028264	1.57167114568331	2.21973013474496	1.10904774084308	-0.281787683684605	-0.413972700256994	-0.389083535598043	-0.332778233661565	-0.323993077200645	1.84352047689144	1.16949921245095	0.984337787684607	1.33698848175479	1.94206011762962
EHHADH_ATG:::AAG	1.92696204069386	1.88385353841092	1.83516227899827	1.01731946814891	1.9285967417713	1.42725515925108	1.925804266144	1.75261661538199	0.602480968314356	1.33946161468939	1.35966912033066	0.713875492962337	0.653497331951903	0.687709752913729	0.827895707565299	0.867490175792981	2.30265084590054	2.87346868662129	2.0308808726886	1.52690398384208	2.11161149282879
EHHADH_ATG:::CCT	1.20139638697486	1.2688757468054	0.96761313013575	1.03018391349832	1.24042870833557	1.40042166578477	1.30040237249805	0.761246683981857	1.36655986824781	0.562945555431865	1.08081851847052	0.0573595164682203	0.0236588429341102	-0.0292359634180471	0.140780987444964	0.0802479360422532	1.84272254751837	1.37028530495402	1.47166180771461	1.07232091482668	1.32702880558011
ELN:::AAG	0.802759759185052	1.17687856263887	1.16576718308801	0.822514969521758	0.989607032887299	1.16403491441791	2.23542804590175	2.30362860033182	2.51797698527262	3.19452035940424	2.41950613252382	0.608978971873693	0.850521685944132	0.841788150201935	0.961508450035605	0.943707595425123	1.72101908286739	0.949148553044509	1.25934232916866	1.41174237589803	1.3995724578088
ELN:::CCT	0.346780346408149	0.463727270142829	0.113273220708455	0.0860870670712852	0.261956351842852	0.225814404009779	0.833936142340438	1.52814253352134	1.1310976087726	1.24143679377013	1.67685615955689	0.612910744099096	0.621995372695241	0.46406193703339	0.614301597428354	0.703389518603207	0.165800593201315	0.49053125647486	0.535066471844537	0.0861093827266095	0.990322566682281
ELN_ATG:::AAG	0.423863115479364	0.969244032484769	0.619634402879361	0.856911887250945	0.844029051885925	1.08926981074915	0.472483399641178	1.19018191023994	0.750698296700652	1.4026129561527	1.20227022389438	0.80309855961347	1.04419891670819	1.05130411420378	1.07614181306889	1.1758573022767	0.249450631808568	1.53486056257742	1.19801972661769	1.03579114700077	1.30578128147376
ELN_ATG:::CCT	0.421186142938651	-0.17562916326322	0.321893778393737	0.345001097880743	0.648448107697295	-0.328664400689647	1.06565696408553	0.0298991083524154	0.726983802489096	-0.317297703776313	0.86923114849218	0.596929213247202	0.814003247827026	0.637115654126745	0.723388316273067	0.716176506167215	0.923484309122894	0.162533734734449	0.0346392841715878	0.185802071854584	0.285987019386033
ENO3:::AAG	2.81167868032242	2.54224323015245	2.32217174796744	2.50642860352736	2.49923457905638	3.04833798043502	2.90952410907901	2.08489273645431	2.44055184125316	2.34217013798018	2.57848673483223	2.02952843272353	2.14472501200185	2.14560839142614	2.25573383262348	2.23327642910383	2.68919879465703	2.97574751990663	2.54904278779218	2.7492628694146	2.82452817794924
ENO3:::CCT	2.29423564047621	2.14808608189195	1.96254572425192	2.05612970462159	1.99153142690565	2.1586191474567	1.37788413289919	2.44099123736425	2.70603368205947	1.3707707910355	2.30304965188781	1.97773523767758	1.96730585896198	1.86901920463697	1.86064862834981	1.96813029606414	2.40167265943826	2.57513824403749	2.00071483638086	2.10822007740894	2.12022106782398
ERRFI1:::AAG	2.43571276009935	2.26805204458004	2.59295897339201	1.74440232540833	1.91692094360727	2.27582730884375	3.02700022327023	4.28486083431659	2.39778181957136	3.94342818773354	3.43656143364227	2.20539736087475	2.38365897761026	2.35842870287295	2.40480321767837	2.44311240349965	2.74293366044097	2.14697363920698	3.15828252994933	3.45897923419911	2.54862895638635
ERRFI1:::CCT	1.92578927264414	2.69754785610569	2.7190908368259	2.02671214282992	1.35991193163101	2.62206627056489	2.6532775926779	2.91051141202257	1.03951092549886	3.53371612602926	2.54345045341367	2.07332071037077	2.03841787175133	2.04145425249968	2.13660212888626	2.14625207151525	3.51911689115496	2.80794915044654	2.70053689200149	1.59596671031805	3.19233365411432
F10:::AAG	1.0748850109442	0.959101500421463	0.946796743984729	1.07717490479675	0.756045779557056	1.43978816615363	0.467482241710636	0.615110116168558	0.689473313190209	0.524700800484317	0.717244003562784	0.45433851555915	0.519847556544257	0.440704415429246	0.522838912310357	0.664863235954716	1.15825794030424	1.02661716625188	0.831775666827714	0.868445280860594	1.25703005418341
F10:::CCT	0.466458187753206	0.859628561454249	0.305830423210026	0.103228848177392	0.44082315687945	0.441148589006099	-0.345121844338944	0.53926735837132	0.39309632667718	0.07019037536276	0.110094709908866	0.758752814363057	0.775826871080326	0.727570953593727	0.727971707518904	0.849562858139529	0.443071228453094	0.199233044938951	0.295498008122623	0.797979391086076	-0.102640484193939
F12:::AAG	-1.15830944589505	-1.85715853424156	-1.90990473102165	-1.97092721094581	-2.16754077431769	-1.63675625000463	-1.39877921018685	-2.89979676786538	-1.10569998613834	-2.32133255491658	-1.75053936971974	-0.960941031363681	-0.910377899194542	-1.06352805062795	-1.06253322368482	-0.966989250834647	-2.57511420130251	-2.45963854701471	-1.99384971606786	-2.11805137538343	-1.55004439975121
F12:::CCT	-1.8740662606247	-2.49141904456327	-1.90669725541655	-2.28462877351433	-2.08682959073481	-2.37349781475531	-2.7466678476646	-1.594298113539	-2.32462370097711	-2.32250271822474	-2.48455098639989	-0.206862087868751	-0.167706262374212	-0.351124419531955	-0.363272477242994	-0.221436898836983	-2.14078823416995	-2.3181147498759	-2.01487173864553	-1.79083116005254	-2.02942339704036
F12_ATG:::AAG	-1.37909674618913	-1.56240162701443	-1.9309467385713	-1.56692769462127	-2.37690978779748	-1.28415886186954	-2.10442002080602	-1.72747489189386	-1.73143650256649	-2.13242594440274	-1.83584227321463	-0.922271005429963	-0.84527521143095	-0.94044986597174	-0.988269742070205	-0.886590452890706	-1.38114683292174	-1.79086693916239	-1.52085071642006	-1.92176270865345	-1.48286034940359
F12_ATG:::CCT	-2.07547115511187	-2.4486817759411	-2.29997817923341	-2.29228581813956	-2.35233325772571	-1.68150343664182	-2.16562905735285	-2.35216585881091	-2.26301830744855	-2.64861382716802	-1.32929060227348	-0.295462155049782	-0.249612214579754	-0.384895479498502	-0.425316967402397	-0.290858281221162	-2.53818993292012	-2.01449385200441	-2.29556414953496	-1.9965145530735	-2.42039323377303
F2:::AAG	-0.713165571560983	-2.47644709692237	-1.21115276184659	0.212317305024104	-2.30543607478035	0.937917668001099	-1.25290586293257	-1.07091765854767	-1.61408565666453	-4.32422789613646	-2.034415344246	-0.0976726822387931	0.0570023180704892	-0.0781378166644974	-0.0775451050321675	-0.0714233403993099	-1.57329001783822	-0.374080219281042	-2.22160695570136	-0.811440429387955	-2.98279810976257
F2:::CCT	-2.37792820593355	-3.91612389808842	-1.64254176381479	-0.64191146322351	-4.66328354793551	-1.3027452780819	-3.10769502231174	-4.03742128547749	-1.95828206795346	-4.04954052049749	-4.29220064799731	0.674742751856983	0.657714455739011	0.596295028335765	0.613957982777215	0.593176082223899	-4.62099910623634	-1.13258126231975	-2.2589103248412	-4.90090278499843	-1.20420221064837
F9:::AAG	-2.37739681720784	-2.52880411083336	-2.47370104619096	-1.9424642096375	-1.67644921035522	-2.17536527796987	-1.97099707962625	-3.04692404201366	-3.43972902011762	-3.75137916796083	-2.45098082780501	-1.39904542826109	-1.32691030745286	-1.48796183024668	-1.35084425232093	-1.46448260863226	-2.37868800885355	-1.81687556487522	-2.41583332488818	-1.51770647942133	-1.89332817541616
F9:::CCT	-2.22780045788572	-2.29843026158113	-3.42885174140666	-2.18210313644933	-2.86613604699576	-2.65775880847795	-3.8572235359625	-2.31418256554162	-2.39276851471224	-1.60677847006509	-5.53456054069434	-0.19642013162134	-0.345746756025325	-0.344675195498519	-0.353438777204624	-0.329354445629487	-2.98519885394385	-3.88354993449675	-2.32324438442152	-3.31543118916004	-2.60222761235401
FABP1:::AAG	-0.766969478748758	-1.29504533119347	-1.47291687136504	-1.44104489087002	-1.03107936636655	-1.0595641947388	0.389789524613922	0.461058666718141	0.696675360012732	0.450632677162431	0.74498125946455	0.731748456158087	0.83068002379553	0.89948556789241	0.955748406739963	1.01890022786694	-1.14215490819263	-0.91105157869974	-0.711152677159979	-0.755016337321324	-0.586253381300499
