A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled
ACTA1:::AAG	2.35926487538728	2.35477332892959	2.10726428171235	2.61929958912466	2.32257432856661	2.11341490410027	4.2316631021074	4.33575927285105	4.61803777306005	4.73586285533826	4.48327045934694	-0.0742527727465975	-0.0913598966961186	0.064187524996172	0.0876167076130088	0.0915466507658202	3.74980738199526	3.7050748106657	3.4454400981063	3.28086720414405	3.75773173990913
ACTA1:::CCT	2.57442812340955	2.29023842846248	1.66979465454137	1.45546140385999	1.95790964221605	2.11131540063254	3.03423412348139	4.86429432116679	3.97987377240176	3.8331031215876	4.52206432477621	-0.808974225653159	-0.677418998731632	-0.765127596400953	-0.767629157316332	-0.66221229223836	3.38198739249627	2.91341470473958	3.15105692612686	3.16953608257657	3.37361410290746
ACTA2:::AAG	0.808332478699653	0.263392883808371	0.215826997521565	0.0286249502324348	0.132890013381179	0.148445738249983	1.28799072868739	2.08184890307793	1.63765544283156	1.69008438134954	1.8745309880655	-0.938863068687383	-0.811489926522186	-0.840341285416313	-0.811312075054348	-0.676300680510592	0.621560747064649	0.746795102805504	0.363764442072994	0.586437713279108	1.3604487313058
ACTA2:::CCT	0.443164109248816	0.0286930646462912	-0.109835364048179	-0.268050830376436	-0.176226400317336	0.0441760882190895	0.89331465345523	1.66154987981607	1.32777455286326	1.02308255336357	1.38695151558198	-1.62599399262572	-1.57836992043677	-1.62831897266217	-1.6182002546144	-1.50066044088706	0.146820593514318	0.589174532502703	-0.139441109609296	0.55845159482174	0.687198522798524
ACTC1:::AAG	1.05595424698043	-0.0317105481828739	0.260600979287958	0.42802834319038	0.214376545686621	0.72724030673199	2.36502023346076	2.4648332304026	2.56890402350589	3.3756059934206	2.64196238602127	-1.09512188671518	-0.870047853711309	-0.984451497295787	-0.9024798672337	-0.924911601393156	1.45188926173632	1.29356774979844	0.335056874262579	0.958171998237172	1.45309454128589
ACTC1:::CCT	0.847181375394429	0.340071757991439	-0.165694500302584	0.224621524563444	0.25750757935138	0.614639329480749	2.80171686811497	2.95705614373091	2.44565579241174	2.36645471463416	2.61449456864771	-1.77401344592483	-1.68174356355215	-1.80018006830139	-1.86923704583074	-1.79913136942927	0.546792183229909	1.11452343184798	0.716110442957421	0.417465151918411	0.981261750331621
ACTN1:::AAG	-1.94909287705179	-0.92907104194723	0.176779204684368	-1.28528587382071	-0.481626174228098	-1.25260386218958	-0.981279080469975	0.588853071988376	0.0980300325933356	-1.17316020246556	-0.303344877545569	-1.02128475351143	-0.97834425622334	-0.792071355731891	-0.78380085469155	-0.808331602614011	-2.70574571195144	-1.30427659329518	-2.40172703651287	-1.73344991953536	-2.13597210140194
ACTN1:::CCT	-1.6808330824715	-1.49853999571255	-1.16611026791321	-0.865098471249975	-2.3177103202756	-1.76021998038614	-2.04847654832906	0.0793899291643877	0.457306385312832	-0.0344487845485607	-1.92375573057649	-2.22093824363392	-1.8945206241863	-1.80469825379885	-1.82545694317322	-1.89689971093606	-0.820606420775466	-2.37521575613859	-2.54016637466799	-1.34049893948606	-0.866271832097664
ACTN3:::AAG	-0.0333350070720169	-0.369473097145346	-0.599443696939076	0.484308140477273	0.184152911154122	0.129402577663383	1.1336855889063	1.17936070644107	0.535988353935175	0.792718942505786	1.01908024994731	-0.485793424007348	-0.42491446561284	-0.349345403814223	-0.37723323440974	-0.282976261488664	1.23029143456383	0.639178949969208	-0.021424190832416	0.833055768317431	0.908590359209802
ACTN3:::CCT	-0.266640189035817	-0.23725783131018	-0.441953670379307	-0.55747191702047	-0.0759232134131608	-0.1366878307484	0.590632799243542	0.781809300865575	0.789402803803121	0.545913611886746	0.553710166854193	-1.14184585420276	-1.10832153233145	-1.11782921024447	-1.19225307051655	-0.998962730723324	0.434992833668885	0.238041763610451	0.22455877478091	0.282238842188333	0.911539999961305
ADAMTS1:::AAG	3.27509478375666	2.97210338910548	3.06715151031613	2.67121047216173	2.60290626471353	3.10453749680432	3.73248754220424	3.03673877486615	3.48707767800667	3.90812339950286	3.27591031392663	1.9888179888047	2.10238240176144	2.15896392072548	2.2940912799891	2.2386898364992	2.96008494346916	3.26053883385941	3.36925056843026	3.13322076824516	3.16776675915429
ADAMTS1:::CCT	2.82903352747172	2.81648368758782	2.2289285853999	2.62977137756183	2.40209270594471	2.92467905618378	2.55806820483646	3.27966353537719	3.14177336025743	2.87930205009039	3.51957928110465	2.7996167239527	2.80059001250991	2.72608145816778	2.75766942344941	2.83741763842712	2.81859263156407	2.67117417801816	2.65872781277194	2.77666207190741	2.7014373605597
ADH1A:::AAG	-1.88204651163093	-3.50732560055966	-2.13792146943384	-3.26416129538641	-1.71996136336772	-2.01028610313387	-2.776426602253	0.400348648188998	-2.25986167878637	0.292481629210951	-2.97517525589617	-0.468742185910835	-0.0759148809813257	-0.34049883744506	-0.19746075436743	-0.0787612690343906	-2.21697138155454	-2.07799117618459	-1.84720738286015	-2.75112767359616	-3.00419331598901
ADH1A:::CCT	-2.3200949583742	-2.99972489967387	-3.97369194425827	-2.59882794049403	-1.94299605407624	-0.988312355701461	-1.44342825503155	-3.77191321144778	-2.19461123107275	-4.4474612295457	-1.39952322786219	-0.277325865908532	-0.201116390865682	0.0107780440483653	-0.0689248643844133	0.120540811690818	-3.08415270428597	-2.65223447849205	-2.26103625482177	-1.43531198344977	-1.67785717066362
ADH1B:::AAG	-1.71526879141998	-1.10822928265002	-2.28733247859	-1.03452227509173	-0.869239264680887	-1.39369053523082	0.920129765708771	-1.07151905334046	-2.88565715299319	-0.342041194215905	-0.597092149936116	-0.491865541080672	-0.409807561526249	-0.397624163355889	-0.295627217419935	-0.38565086670795	-1.49821824234579	-3.05905226988683	-1.0372100700042	-1.06604820774515	-2.46399993538987
ADH1B:::CCT	-2.26659054046962	-2.22331247956408	-1.64870860114597	-2.44220092599359	-1.25686594715075	-0.888469587271238	-1.47429465175267	0.938342975469227	-2.5004208828892	-1.8453070832217	-1.99865438824422	-0.370163312760413	-0.265274009108274	-0.416822711289184	-0.347285189956342	-0.139527180147786	-1.40471784523884	-2.91880850703462	-0.515529384699549	-1.73845686160239	-2.57787391164784
ADH1C:::AAG	-2.11467173663272	-2.62523223494859	-2.1303055797374	-0.523227238415797	-1.93790336627001	-0.569922347266391	-0.647619192834428	-3.62493122266227	-1.8557945870545	-0.579428907318573	-1.78644861372747	-0.195397119424077	-0.281049117458242	-0.386862614586256	-0.155661110160385	-0.221479559290541	-3.10436764168257	-0.829519234865684	-1.79594552090035	-0.85886451479127	-1.95251950029125
ADH1C:::CCT	-3.6215937729169	-2.5151295933566	-2.11281063850217	-2.39739683274295	-2.49767397103848	-1.61761903279747	-3.34167822013441	-1.72168663388629	-3.10425767773991	-1.94274060130996	-3.21695740238185	-0.433719083116632	-0.459680431481325	-0.560164919287591	-0.459988262795133	-0.465111637356231	-4.37824660781655	-2.15980864846397	-2.77934302932857	-1.81819881207133	-2.09093645123575
ADH4:::AAG	1.04080169669417	-0.400138283618519	-3.65656363187106	-1.31602543570842	-4.21238274095468	-2.3887755606675	-2.4519794708147	-2.18809043327711	-2.85020679244027	-3.65951773370451	-3.63179874920904	-1.93537124624796	-1.5484392036874	-1.50985755217234	-1.05854561087589	-1.45199105560365	-2.06037346202789	-3.77353447912053	-2.35827740060166	-1.59371963726339	-2.29714088045755
ADH4:::CCT	-3.15151628994376	-4.03126426992307	-3.76843628899869	-1.70897499262397	-3.9122454647931	-1.4639483381511	-0.972222139568255	-2.39477978178027	-2.86900467317921	1.09223745610174	0.342290593167021	-1.97170695705194	-1.65364430543458	-1.64086531720211	-1.43042922874521	-1.68398017559	-0.407764225970928	-1.52878591082187	-2.54070702249139	-1.36639948708789	-1.66386347062696
ADH6:::AAG	-1.05245757824227	-1.41150761074541	-0.768771439880689	-2.18873899966471	-1.00128733957324	-0.971887487446159	-0.89311667838407	-0.380520931527185	-1.70519420325001	-1.94064901598661	-3.54172490715422	1.71983174959614	1.73734084876957	1.78201514326904	1.78075658450921	1.82780270633102	-1.12281191446903	-2.40991775487002	-1.87850600535393	-1.19907696700622	-0.523382966745081
ADH6:::CCT	-1.3437090155653	-1.29143663295515	-1.64174549249253	-2.33995304563343	-0.937493990755915	-1.90685241971877	-1.59479003326008	0.722417513278267	-2.47137493395562	-3.95330010995849	-2.75465265391729	2.54472563794295	2.57197668725743	2.55468981066961	2.54431540486279	2.68525384224255	-2.91486277979822	-1.3831181794403	-1.73874086072994	-2.61259018731318	-1.21429513065762
ADM:::AAG	3.08330191696683	2.96384406064059	2.31226405797132	2.82284163257691	2.29491747099731	2.81017904414015	4.52488348979455	4.25597940718729	4.62442443344256	4.07486949979765	4.2933255628971	2.53742891872672	2.66110560499291	2.77977994136494	2.90602484092595	2.84803188919355	3.65412681448869	3.66161224828161	3.49004239567784	3.62774374424678	3.79996200649426
ADM:::CCT	2.85470130058814	2.40341428940948	2.00491971889716	2.31365022967213	2.28196524672608	2.28316151037517	3.70263876214346	3.17795079449022	3.29954300091348	3.16633857170939	3.77088228739711	2.23883149374761	2.28188159523059	2.29479652992178	2.36869297081272	2.32492116656161	3.25177207632765	3.38969941417713	2.94208397724451	3.0527888824415	3.2801219921172
ADPRHL1:::AAG	1.93789814511692	1.74268082527981	2.10455377759859	2.31141746408508	2.03464659811406	1.94646200691212	2.78717174095048	2.691907763234	3.00822008632354	3.13084000628354	2.61244860941685	0.746656137861968	0.790160017526844	0.882790507841529	0.943691734308042	0.976694333853463	2.36700577584605	2.66978098346789	2.47502132878	2.38719079190939	2.3226337151608
ADPRHL1:::CCT	1.61331185610692	1.71476543243651	1.48270787828508	1.3393433482233	1.57782115316696	1.67958446468441	2.28648088730279	1.85844684338135	2.1923377487741	2.50165387837481	2.92887841717221	0.377886995851026	0.319141386635463	0.257955941317756	0.319752186375538	0.358305471823932	1.871436129607	2.64184211872262	2.15125837682009	2.26840074625686	2.21557848348175
AFM:::AAG	-1.17808818476359	-1.02894758811441	-1.23459286355091	-1.9470011577533	-3.01752659795737	-3.57662192502788	-2.12125454577609	-1.70535346051631	-1.0465117902129	-1.91669519559513	-0.43245273265617	-0.461211275899338	-0.390412070090767	-0.344266600607965	-0.352466931529909	-0.37271275772956	-4.88824131998737	-2.90843225555076	-0.708390591726494	-3.9320692920306	-1.80162606759748
AFM:::CCT	-2.2236653044436	-2.8154472569183	-1.87415292263551	-2.94785729685112	-2.31536983297992	-2.02374958419544	-2.23490325860538	-4.645771953892	-4.00928128893254	-3.54230971422058	-3.06772461971268	-0.190638300586239	-0.270743965053466	-0.0328064002514601	-0.0955446180704782	-0.159058483882364	-1.31136240647305	-0.928111968887411	-3.94464377241122	-2.68142196487753	-3.38959627953735
AFM_ATG:::AAG	-1.09150106188951	-2.47316089792945	-1.66147769109531	-2.05955775747995	-2.76389428822213	-2.93181872397877	-2.52610088486376	-1.51586435110047	-2.50866592330315	-4.5853860082863	-4.77498650236006	-0.0719648246631929	-0.176293206242621	-0.00163738262363427	-0.0385977994112846	-0.0754092051587563	-2.0581084265984	-0.809732904086016	-1.37808637949942	-2.04304683267759	-0.957474999889248
AFM_ATG:::CCT	-3.0723815554683	-3.01384252649765	-1.80245853068225	-2.4372219433548	-3.7756762092974	-3.69155311139436	-3.63317095887464	-5.01769568146947	-3.26701190160938	-2.85896529351451	-5.21873722421353	0.176866505772574	0.139917826271111	0.185024182648004	0.182672851765021	0.168454933845316	-1.11342847449888	-3.44040701850301	-3.07512026431304	-3.93380668226347	-1.71346819701126
AGT:::AAG	2.40615106244795	2.46887116918223	2.26991390397965	2.15942859511032	2.43481906938672	2.29654580980929	2.4119714379508	2.48463234400951	2.64968829502455	2.81925915198682	2.76219085927009	1.3117899079259	1.41934563104367	1.40092395640906	1.47351580409195	1.50919803679465	2.52820222380062	2.8507762346383	2.4309962541745	2.50653316355254	2.60282575627289
AGT:::CCT	2.08254878177229	2.14380779366221	2.20228524665874	1.89021453244451	2.31193886373225	2.19577758121941	2.32451237089745	2.75511278653748	2.4101002549016	2.35179134224152	2.5371861575023	1.6860273439982	1.69890986499431	1.59809701454783	1.60603542072181	1.72722989404015	2.65422621604517	2.53754337101108	2.56801506845726	2.26312239520749	2.44777433805452
AKR1C4:::AAG	-1.02510847521729	-2.38180461516035	-1.61463409172544	-2.35464960354029	-1.4305887607798	-1.65163911052901	-2.11622404272601	-3.80893370196342	-1.58987797699268	-3.5250701446811	-4.34900021685865	-1.07097570176535	-1.02611946855068	-1.08180474588974	-0.926598023676573	-0.97572425320093	-0.948861073668923	-0.349170034622147	-2.34763725986438	-1.97465931861181	-0.823681803469236
AKR1C4:::CCT	-1.66877065904526	-1.7530172969083	-1.96237037741206	-3.21418945178968	-2.57506241148037	-1.4323865164476	-0.913086718566245	-4.33061336982398	-1.35440115993093	-3.13972246730563	-2.3162097392174	-1.73223105864973	-2.14250066102554	-1.91432730202605	-1.85877433639636	-1.88419574989301	-1.82373884096223	-0.552040552305799	-3.35587743810416	-2.76755472832218	-2.78724032833023
AKR1C4_ATG:::AAG	-1.75127618921233	-1.80407555311555	-1.86530722565814	-2.22757747290393	-0.721673060222485	-4.00996446489969	-2.09443362935415	-3.90738032984031	-3.38402179479554	-1.89751565451605	-3.92366945039749	-1.13143628032042	-1.06136329682347	-1.02663980687261	-0.781816590241929	-1.09034389443145	-1.78716546005945	-0.976628403835346	-1.42642808201238	-2.30705797877004	-3.09759725731024
AKR1C4_ATG:::CCT	-3.16142845990573	-1.58356390275164	-2.86631925841637	-2.06696568315864	-1.28701662546591	-2.98690508266799	-1.12760588805548	-2.2132677288588	-4.17824421832864	-1.91993741069072	-2.40605727184832	-2.03868195006596	-1.95344657518046	-2.13886640028133	-1.93682573945127	-1.92268216853339	-0.563022471825017	-0.368645493584316	-3.26332780184445	-0.412467059543897	-3.88053942052925
AKR7A3:::AAG	-0.00556411304900733	0.0572184819043829	-0.0760008589042963	0.374226821604177	0.0473689994629117	0.315976170263706	0.491683484420444	0.41602870153059	0.623388842999366	1.11860680938614	1.15272343092282	0.0867669889004122	0.240398688209316	0.219115087747374	0.248495270488314	0.323518256448535	0.0095290158309433	0.391936423378677	0.297628361470737	-0.812875856999859	-0.441399743968372
AKR7A3:::CCT	-0.31621676122387	-0.0717638839637173	-1.41352082930793	-0.863431995263872	-0.475026403564198	-0.197199373375271	0.329762372731426	0.119090914638839	0.289303192611628	0.199520744716798	-0.544515308294096	-0.364860488424433	-0.435863935678438	-0.494954687609957	-0.493069935905222	-0.424498712923135	-1.03783221447724	0.0929778638014351	0.465487566136815	-1.87833620119792	0.101000221251737
ALB_tv1:::AAG	-0.903478376504202	-1.18087302557498	-0.714509143629066	-0.181699000995452	-0.425899952572729	-0.772743522159004	-1.54489721635477	-1.9335908458822	-1.37261329532225	-2.90513980414264	1.8618694755052	-0.96978650555013	-0.841042540741894	-0.574835929626864	-0.816440182836802	-0.871369902286867	-0.237097202450226	-0.134138838093735	-1.77795119676047	-0.0686818896887813	-1.58810296928545
ALB_tv1:::CCT	-0.963466814710231	-0.329008397316943	-0.0554392256124772	-0.0558507914421918	-0.539087906707132	-1.29847414832099	-3.01848220228835	-2.10046517789657	-1.2166175669658	-3.66405652307479	-2.66886129648565	-1.28715068975187	-1.53742262503469	-1.52440647313878	-1.21453393872288	-1.37701697798007	-0.817877561284091	-0.930107772837401	-0.609827509079515	-1.83038928497322	-1.77506233588767
ALB_tv2:::AAG	-1.07554173013451	-0.674968316280552	-1.104571043343	-1.5457902362033	-0.813576713641277	-1.39478645750366	-2.15415637283483	-1.92015376387501	-2.36247974005205	-1.00637023540136	-1.32049593270903	1.07004276347231	1.06129721618612	1.00030333397913	1.01662072029975	1.13241676571044	-2.6560834399477	-1.28184131475768	-2.15315321126881	-1.46590194274337	-0.503931220039158
ALB_tv2:::CCT	-2.25226229622892	-1.98984317006098	-3.51957460747981	-2.5293496769508	-2.99851268008217	-4.20374346345993	-1.72747228410812	-2.04048333889379	-3.05370337206518	-4.06717389329113	-1.80272014649328	1.56931913816441	1.71664953984875	1.50750323873189	1.61448331318498	1.68287290294379	-1.47382662106994	-2.70833794987972	-2.15224135309403	-1.29695739526037	-2.85569314917537
ALB_tv3:::AAG	-1.69824057539406	-0.920457452425575	-1.01023282983558	-1.96573824000941	-1.117671356295	-1.05746836006392	-1.51568263117537	-1.56041303749507	-1.40003496148294	-1.44299926187095	-1.41064573344425	0.720657189786074	0.804510909798596	0.64602505962111	0.765585444834124	0.757672450170875	-3.10796175577271	-0.879773907539752	-1.92875471922865	-2.04125785570103	-2.17319569151564
ALB_tv3:::CCT	-2.50893848107864	-1.85861591602413	-1.77995703448564	-2.38859274927944	-2.65539013909685	-2.63327589382831	-2.58946840996407	-3.90113294316533	-2.44671139757052	-3.55974110342992	-1.87990663801116	1.29649557630203	1.3274208782547	1.19380118098237	1.17037427749369	1.31360032474186	-4.04266099786827	-2.08698696724563	-2.25209955487882	-3.12594888146206	-2.17032271816899
ALB_tv3ATG:::AAG	-1.71658667568505	-1.48709631671124	-1.87252513721995	-2.10161111892091	-2.0064294382317	-2.59025497910357	-2.26106959538479	-1.32421629563803	-3.03610614875144	-1.37100421392352	-2.95098852020266	1.34714997553148	1.49671272442579	1.38765150926847	1.55102224934467	1.5187980120077	-2.296081217603	-1.63334813737826	-2.26681201772155	-2.68480973440785	-1.26198679109179
ALB_tv3ATG:::CCT	-2.33898209011165	-2.66220965070523	-2.10921989253217	-1.8943582862768	-2.2773018614717	-2.39016256742645	-3.1305059620608	-3.69305674707486	-3.05275380193314	-2.97209938171444	-2.95409757068099	2.13282986769063	2.22538250528258	2.07902330799461	2.08910274247639	2.19085500467187	-1.67511656029126	-2.90680669145541	-2.78242949493824	-2.25272597048191	-3.33652262816411
ALDH1L1:::AAG	0.27827808286402	0.413858748921488	0.421761180019209	-0.457262302539176	0.559869853635524	-0.0692443215440871	0.0137853460045207	0.502531664845539	0.0533431430010686	0.383269171395689	0.4041888621998	0.343767817744235	0.323893983449564	0.347368983822384	0.429203059778444	0.429602186239722	-0.255079822867766	-0.0626577993100365	0.682924011449654	0.28773565678809	0.30147906464787
ALDH1L1:::CCT	-0.534916629372825	-0.309891785930334	-0.21807912770986	-1.20546086376462	-0.91432796797302	-0.231080793749438	-0.681203926667909	-0.157804849485847	0.0329856881130014	-0.342502590518304	-0.0355424270799728	0.208570962149365	0.0841536288190768	0.039297772013504	0.0904880967730144	0.210096662294074	-0.50359860148349	-0.156887880664498	-0.872369579452243	-0.611779099047998	-0.355182643972179
