A_1_ratio_scaled_AAG	A_2_ratio_scaled_AAG	A_3_ratio_scaled_AAG	A_4_ratio_scaled_AAG	A_5_ratio_scaled_AAG	A_6_ratio_scaled_AAG	S_1_ratio_scaled_AAG	S_2_ratio_scaled_AAG	S_3_ratio_scaled_AAG	S_4_ratio_scaled_AAG	S_5_ratio_scaled_AAG	L_1_ratio_scaled_AAG	L_2_ratio_scaled_AAG	L_3_ratio_scaled_AAG	L_4_ratio_scaled_AAG	L_5_ratio_scaled_AAG	V_1_ratio_scaled_AAG	V_2_ratio_scaled_AAG	V_3_ratio_scaled_AAG	V_4_ratio_scaled_AAG	V_5_ratio_scaled_AAG	A_AAG	V_AAG	S_AAG	L_AAG	group_AAG	FDR_active_A_AAG	FDR_active_S_AAG	FDR_active_L_AAG	FDR_active_V_AAG	A_mean_log_ratio_AAG	S_mean_log_ratio_AAG	L_mean_log_ratio_AAG	V_mean_log_ratio_AAG	A_1_ratio_scaled_CCT	A_2_ratio_scaled_CCT	A_3_ratio_scaled_CCT	A_4_ratio_scaled_CCT	A_5_ratio_scaled_CCT	A_6_ratio_scaled_CCT	S_1_ratio_scaled_CCT	S_2_ratio_scaled_CCT	S_3_ratio_scaled_CCT	S_4_ratio_scaled_CCT	S_5_ratio_scaled_CCT	L_1_ratio_scaled_CCT	L_2_ratio_scaled_CCT	L_3_ratio_scaled_CCT	L_4_ratio_scaled_CCT	L_5_ratio_scaled_CCT	V_1_ratio_scaled_CCT	V_2_ratio_scaled_CCT	V_3_ratio_scaled_CCT	V_4_ratio_scaled_CCT	V_5_ratio_scaled_CCT	A_CCT	V_CCT	S_CCT	L_CCT	group_CCT	FDR_active_A_CCT	FDR_active_S_CCT	FDR_active_L_CCT	FDR_active_V_CCT	A_mean_log_ratio_CCT	S_mean_log_ratio_CCT	L_mean_log_ratio_CCT	V_mean_log_ratio_CCT	A_CCT_activity	A_AAG_activity	A_fold	A_pvalue	A_qvalue	S_CCT_activity	S_AAG_activity	S_fold	S_pvalue	S_qvalue	L_CCT_activity	L_AAG_activity	L_fold	L_pvalue	L_qvalue	V_CCT_activity	V_AAG_activity	V_fold	V_pvalue	V_qvalue	qvalue_0_05_A	fold_1_5_A	active_A	final_sig_A	qvalue_0_05_S	fold_1_5_S	active_S	final_sig_S	qvalue_0_05_L	fold_1_5_L	active_L	final_sig_L	qvalue_0_05_V	fold_1_5_V	active_V	final_sig_V	group2
CXCL2	0.982709292680943	0.774436124701471	0.33074640477921	0.557509608264406	0.710958138714514	0.441308502169674	-0.0274843761237225	0.389551856169895	0.58047444060293	0.732369156574823	1.14397175130851	0.931792374663465	0.981069105083926	1.03532805807893	1.05567005576597	1.04579103206134	0.542045858505707	0.763247421365295	0.617500103064471	0.558968810624279	0.845870560079994	0	0	0	1	promoter_candidate	1	1	1	1	0.632944678551703	0.563776565706487	1.00993012513073	0.665526550727949	0.351746861546794	0.296652235181534	0.19245855266737	0.20465693397581	0.453374940524242	0.368967147117907	0.979749788053482	0.531653190678828	0.20749970272206	0.380602966609974	0.226291497809747	1.44309937965955	1.47407277311493	1.48232765445741	1.40701691903067	1.49755567925078	0.142103637789608	0.0852058898465836	0.0547445406891809	0.208934447788541	0.292272300920195	0	0	0	1	promoter_candidate	1	1	1	1	0.311309445168943	0.465159429174818	1.46081448110267	0.156652163406822	0.311309445168943	0.632944678551703	0.32163523338276	0.0133187500995261	0.0345137045768451	0.465159429174818	0.563776565706487	0.098617136531669	0.77558609961868	0.840218274586903	1.46081448110267	1.00993012513073	-0.450884355971941	8.33896145882084e-05	0.000202628970027422	0.156652163406822	0.665526550727949	0.508874387321127	0.00102091509012319	0.0215219937917861	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0_0_0_1
CYP1A2	-0.950354912549232	-1.44939374942963	-1.39521571976723	-1.00412326451793	-0.931978516292386	-1.50847506314329	1.26396159283338	1.58199117001001	1.68338118787351	1.16365962120389	1.58330778764495	1.15846856485055	1.14991708831871	1.16922761674015	1.22143060914742	1.21329233840638	-0.874588708725187	-1.44320262516471	-0.839042953722838	-1.12354743046661	-0.58551464746068	0	0	0	1	promoter_candidate	0	1	1	1	-1.20659020428328	1.45526027191315	1.18246724349264	-0.973179273108004	-2.13298440759846	-1.79149102435848	-1.95712706046638	-1.83983547422409	-1.5514062914278	-2.26803064690116	1.40444026672768	1.61449375190824	1.15641110543266	1.15116782004799	1.36312933681926	1.747375940693	1.60803784976155	1.56333640272902	1.53923397084888	1.62234931655899	-1.25858271082928	-0.93361209818556	-1.754975900689	-1.30207155165098	-0.953862636703486	0	0	0	1	promoter_candidate	0	1	1	0	-1.92347915082939	1.33792845618717	1.61606669611829	-1.24062097961166	-1.92347915082939	-1.20659020428328	0.716888946546111	0.00164526529194939	0.00979623608946963	1.33792845618717	1.45526027191315	0.117331815725979	0.376191636823803	0.526803369340335	1.61606669611829	1.18246724349264	-0.433599452625645	0.000642359675196939	0.000954362946006881	-1.24062097961166	-0.973179273108004	0.267441706503656	0.309157597276857	0.423801275704655	1	2	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0_0_0_1
CYP2A6	0.900013087886158	0.776563612984795	0.663108083025673	0.678286391279741	0.612012756261762	0.955823307947506	1.26465125541824	1.34645712053846	1.28826768402784	1.58065140456642	1.32615373666957	1.84187857518114	1.87502527217313	2.04279957099684	2.19527177460434	2.06458491057843	1.4853612750804	1.51294223521398	1.21659461581122	1.34965602709039	1.26396520353872	0	0	0	1	promoter_candidate	1	1	1	1	0.764301206564272	1.36123624024411	2.00391202070678	1.36570387134694	0.23990590484392	0.258752549400346	0.190794613322916	0.163120406794295	0.321291969311992	0.230409437158327	0.336755755038757	0.383349058472188	0.758126226377069	0.219368129765972	0.942339058652486	1.7605850151796	1.75129012878191	1.72135209915945	1.84115123540997	1.83047166982749	0.397546342334824	0.799511974310731	0.457876470138992	0.488947550432772	0.751029444420458	0	0	0	1	promoter_candidate	1	1	1	1	0.234045813471966	0.527987645661294	1.78097002967168	0.578982356327555	0.234045813471966	0.764301206564272	0.530255393092306	0.00036546238789483	0.00483153665352487	0.527987645661294	1.36123624024411	0.833248594582814	0.00854314376489581	0.0701437067012498	1.78097002967168	2.00391202070678	0.222941991035092	0.0139384938088021	0.0160118191028949	0.578982356327555	1.36570387134694	0.786721515019387	0.00112098237778712	0.0203340989459058	1	0	1	0	0	2	1	0	1	0	1	0	1	2	1	2	0_0_0_1
CYP2A6_ATG	0.786113447739104	0.495603549562199	0.325309648909519	0.546227050149298	1.01386634187695	0.69793932264506	0.370061368950734	1.15034217233591	1.21339385045421	1.06951602125002	0.620447624391556	2.18562922452716	2.25736657815764	2.3585226205619	2.48194578577808	2.40038491754029	1.21551507194219	1.41372898207618	0.921385051102473	0.833359450697766	1.22192540861067	0	0	0	1	promoter_candidate	1	1	1	1	0.644176560147022	0.884752207476486	2.33676982531302	1.12118279288586	0.503072813175333	0.247250084397798	0.212315323733	0.32755052887563	0.462808854370112	0.221297273274411	0.353647789957365	0.322329373618423	0.241653563850876	-0.417137203518446	0.0649951967640695	2.30669670509208	2.31286933652018	2.25087645796262	2.31954128711768	2.33525692448846	0.828007239900617	0.863949389601736	0.615803243233385	0.492073909608149	0.772632779102801	0	0	0	1	promoter_candidate	1	1	1	1	0.329049146304381	0.113097744134458	2.3050481422362	0.714493312289338	0.329049146304381	0.644176560147022	0.315127413842641	0.00554977825374953	0.0208116684515607	0.113097744134458	0.884752207476486	0.771654463342028	0.0332712887768199	0.117428078035835	2.3050481422362	2.33676982531302	0.0317216830768103	0.577583381173848	0.581309725568518	0.714493312289338	1.12118279288586	0.406689480596519	0.000703567257795246	0.0203252763363071	1	0	1	0	0	2	1	0	0	0	1	0	1	0	1	0	0_0_0_1
CYP2C18	-5.36972603537407	-2.33561253026617	-0.858079534852137	-1.80827339944193	-2.43701791013649	-4.85425045579371	-2.15304553702427	-5.20706863048148	-4.1156038835408	-4.26638051619407	-3.74704056681497	-2.23580222164648	-1.68912164965634	-2.08527373669352	-2.01243316767256	-2.3130886034237	-6.29093514694254	-0.961492907959817	-1.12657099069813	-2.91389024170288	-2.6860948620406	0	0	0	1	promoter_candidate	0	0	0	0	-2.94382664431075	-3.89782782681112	-2.06714387581852	-2.79579682986879	-2.43615798843327	-2.37708255542098	-2.83313334433868	-2.67370047435978	-3.03212264928855	-3.98570517349456	-2.98070381052496	-4.02771345706568	-4.37166541425952	-3.46215199947266	-5.26293544173881	-3.32028530045798	-3.16556951170843	-3.15659973903145	-3.10014085609643	-3.06745846771619	-3.65696678897926	-3.85281946970001	-2.43341520818223	-1.70615852676067	-3.20823834429669	0	0	0	1	promoter_candidate	0	0	0	0	-2.88965036422264	-4.02103402461233	-3.1620107750021	-2.97151966758377	-2.88965036422264	-2.94382664431075	-0.0541762800881127	0.940597930814626	0.950345059631358	-4.02103402461233	-3.89782782681112	0.123206197801208	0.81767463820125	0.873679750406815	-3.1620107750021	-2.06714387581852	1.09486689918357	0.000668451016965391	0.000983758100439632	-2.97151966758377	-2.79579682986879	0.175722837714979	0.864211193128915	0.910925311676424	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0_0_0_1
CYP2C9	-3.87641058175082	-4.05276107233021	-2.76476502520309	-1.67233531934094	-2.16758725810273	-1.52124056940036	-0.836116912042991	-4.02621255074004	-3.64626657920913	-3.82089107613473	-1.9229004178481	-0.979983652809021	-0.951344024503871	-1.23689188792138	-1.28535967753829	-1.03755775538023	-2.68715683584493	-1.16113643704546	-1.99745160187546	-1.28272723309266	-1.60520367834809	0	0	0	1	promoter_candidate	0	0	0	0	-2.67584997102136	-2.850477507195	-1.09822739963056	-1.74673515724132	-2.47551194575506	-2.07036413720988	-2.10121633876857	-2.40764315334759	-1.60251790033588	-1.2895599305165	-2.96753038305604	-0.536799850462158	-2.8601850430938	-3.56112418080989	-0.822298141557406	-1.55374892070506	-1.86179980402038	-2.1369474797257	-1.97976734045	-1.71807722592563	-2.77256294319087	-1.72271625455039	-2.1772766644871	-0.966465202369528	-3.5589820599002	0	0	0	1	promoter_candidate	0	0	0	0	-1.99113556765558	-2.14958751979586	-1.85006815416535	-2.23960062489962	-1.99113556765558	-2.67584997102136	-0.684714403365776	0.134992810851042	0.187690539151182	-2.14958751979586	-2.850477507195	-0.700889987399139	0.479101302349046	0.616665042627485	-1.85006815416535	-1.09822739963056	0.751840754534795	0.000339493271612493	0.000567033729888104	-2.23960062489962	-1.74673515724132	0.4928654676583	0.27600332939845	0.392851454253268	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0_0_0_1
CYP2C9_ATG	-1.40381842582549	-1.13212011029103	-3.1919787574944	-1.84851279363972	-1.82898013339264	-2.55944172816837	-1.19588076433933	-0.610479942862284	-3.24220332139013	-3.34134178116006	-2.91323443441379	-0.99325142205396	-1.04586761810448	-1.05974673461053	-1.23076661242741	-1.16100991937596	-1.04269268495539	-1.17860462586928	0.902081982882426	-3.13100195961234	-2.08524403959588	0	0	0	1	promoter_candidate	0	0	0	0	-1.99414199146861	-2.26062804883312	-1.09812846131447	-1.30709226543009	-1.39861295037175	-3.79905121121764	-3.51192341609184	-2.8009111803332	-2.23874391615444	-3.16750332843636	-3.56513639605073	-2.755749126872	-4.07051510534815	-0.231442438520552	-2.31858572006792	-1.90452249779682	-1.86938707411594	-2.06094708477141	-1.87610179791425	-1.89513816076906	-1.79472162330021	-4.12170016730435	-1.72954806578636	-1.68569648580443	-2.68322611970083	0	0	0	1	promoter_candidate	0	0	0	0	-2.81945766710087	-2.58828575737187	-1.92121932307349	-2.40297849237924	-2.81945766710087	-1.99414199146861	0.825315675632262	0.0881805215799677	0.132525639368738	-2.58828575737187	-2.26062804883312	0.32765770853875	0.761813821669918	0.832233586698229	-1.92121932307349	-1.09812846131447	0.823090861759027	0.000196322882680509	0.000375323158065679	-2.40297849237924	-1.30709226543009	1.09588622694914	0.23942119040894	0.357071756250426	0	2	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0_0_0_1
CYP2D6	-1.83659068423995	-1.6237800168471	-1.55468925009622	-1.84093226232447	-2.10166656898098	-1.41092084044161	-1.55239603192229	-1.3086248792796	-1.1227706214239	-0.578290432559569	-1.56659360886868	0.825549584610077	0.76707387939789	0.841019120554082	0.931460666166247	0.909655521458104	-1.07381866925538	-1.47411984576397	-1.5575594152647	-2.25917406220342	-0.876500045808864	0	0	0	1	promoter_candidate	0	0	1	0	-1.72809660382172	-1.22573511481081	0.85495175443728	-1.44823440765927	-2.63831172025046	-2.28050728648191	-2.48129981323803	-1.33300538475932	-2.21332091335942	-1.67640330680135	6.73399428831787e-05	-1.34689972178685	-1.57739341942726	-0.956529687670749	-0.307047316213227	1.31697151108836	1.24015970601939	1.23102466470676	1.2728658323804	1.3687257318521	-1.43992148633949	-1.77507732267791	-2.69791275592703	-2.70749316055667	-3.33193714719448	0	0	0	1	promoter_candidate	0	0	1	0	-2.10380807081508	-0.837560561031041	1.2859494892094	-2.39046837453912	-2.10380807081508	-1.72809660382172	0.37571146699336	0.145518382101184	0.198434157410705	-0.837560561031041	-1.22573511481081	-0.388174553779767	0.411658862055925	0.563322653339687	1.2859494892094	0.85495175443728	-0.430997734772124	0.000107065624468573	0.000237923609930163	-2.39046837453912	-1.44823440765927	0.942233966879849	0.0816758971941555	0.169434042051705	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0_0_0_1
CYP2D6_ATG	-0.175922461143217	-1.09125178919206	-0.702894066529995	-0.975796181382539	-0.879699581300352	-0.486266895302842	0.427383738512118	-0.918583572685208	-0.585011323069168	-0.275985921778002	0.0821399728636946	1.62861705843898	1.60521393984552	1.60666202158602	1.73030106672692	1.73013266239044	-2.02178163057676	-0.818370373320246	-2.30975922912612	-1.2321498399288	-1.26202524325695	0	0	0	1	promoter_candidate	1	1	1	0	-0.718638495808501	-0.254011421231313	1.66018534979758	-1.52881726324177	-1.87172699358203	-1.01040250422327	-1.50437533502124	-1.08920852339322	-2.04364765752964	-2.48004981860944	-1.99477328651755	-1.89431815652411	-1.02291814455588	-0.647289921308988	-1.16009027252005	2.22383882775106	2.20143992707417	2.16794325799654	2.23490697587424	2.29826569025003	-1.52367881965634	-1.24943262300682	-2.59887118851338	-2.22753672039317	-1.39958225517195	0	0	0	1	promoter_candidate	0	0	1	0	-1.66656847205981	-1.34387795628532	2.22527893578921	-1.79982032134833	-1.66656847205981	-0.718638495808501	0.947929976251306	0.0386817759889067	0.070494825400344	-1.34387795628532	-0.254011421231313	1.089866535054	0.0424842080475767	0.133619686601249	2.22527893578921	1.66018534979758	-0.565093585991631	4.52022072260204e-06	5.77995436660589e-05	-1.79982032134833	-1.52881726324177	0.271003058106557	0.323423485922265	0.436453839133853	0	2	1	0	0	2	1	0	1	0	1	0	0	0	0	0	0_0_0_1
CYP2D7_tv1	-1.00185316399656	-0.422878052136034	-0.860347675198607	-1.40034327937379	-0.792460492388303	-1.30901626531616	-0.815300960162317	-0.504217265391498	-1.26372249218978	-0.465748286311714	-1.02874494590044	1.09647448569658	1.09461014496034	1.24598717988379	1.30346060129414	1.32413709270715	-1.07594936410708	-1.40430160039687	-1.6909708898169	-0.770211151790127	-0.817803601100985	0	0	0	1	promoter_candidate	0	0	1	0	-0.964483154734909	-0.81554678999115	1.2129339009084	-1.15184732144239	-1.27800475200304	-1.89779012476666	-1.04888637439871	-1.61999526049097	-1.72072033193446	-2.5092792415299	-0.395688393007313	-0.882385558915388	-2.68169845621216	-0.844049771125519	-0.967831826087458	1.52744542301465	1.43228492258849	1.59890569692054	1.63986845038077	1.65997021085036	-1.37743305971878	-1.53514637485714	-1.17859784654401	-0.878970482055202	-1.83526463532644	0	0	0	1	promoter_candidate	0	0	1	0	-1.67911268085396	-1.15433080106957	1.57169494075096	-1.36108247970031	-1.67911268085396	-0.964483154734909	0.714629526119048	0.0262421168466316	0.053165847117851	-1.15433080106957	-0.81554678999115	0.338784011078417	0.333710600355491	0.484719307778926	1.57169494075096	1.2129339009084	-0.358761039842564	4.01681307474344e-05	0.000131643453710079	-1.36108247970031	-1.15184732144239	0.209235158257921	0.440905338539067	0.552016314703808	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0_0_0_1
CYP2D7_tv2	-1.06000274204995	-1.7364873882772	-0.870639809734433	-1.04765739292602	-1.6913723764409	-0.628116154110612	-2.92427247456046	-2.11321774024863	-1.90309485411437	-1.28931293526625	-0.535406079726455	0.196000272378045	0.233297135526047	0.253293905867165	0.268636147785028	0.337610664659341	-2.79647053779954	-1.22176638764697	-1.23955084495091	-2.45614976690812	-1.80156577591705	0	0	0	1	promoter_candidate	0	0	1	0	-1.17237931058985	-1.75306081678323	0.257767625243125	-1.90310066264452	-1.95259712290084	-2.03390873588584	-1.52658032467227	-1.43382158529955	-1.54137322550366	-1.72925150264928	-1.68199889034564	-3.12349817848093	-2.11558189205584	-3.13649442164852	-1.98361899728853	0.402497634332461	0.350148070403237	0.418903484967609	0.395283226707981	0.511370615115398	-2.86361575411494	-3.84392746037159	-1.46754579119881	-1.98658855359738	-1.85230649971239	0	0	0	1	promoter_candidate	0	0	1	0	-1.70292208281857	-2.40823847596389	0.415640606305337	-2.40279681179902	-1.70292208281857	-1.17237931058985	0.530542772228721	0.034168262213522	0.0642198663290293	-2.40823847596389	-1.75306081678323	0.655177659180659	0.29671012058921	0.448515298565084	0.415640606305337	0.257767625243125	-0.157872981062212	0.000640727037064133	0.00095375398646951	-2.40279681179902	-1.90310066264452	0.499696149154504	0.40987305436184	0.524099971151206	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0_0_0_1
CYP2E1	0.519820728439995	0.048700755515491	0.0107757755646997	0.537089702822274	0.476154828726404	0.453015122343937	0.634888781813918	0.686879488643141	0.677440533088694	0.897920429204452	1.06927417936565	1.02853567289908	1.13933812929109	1.30660387382946	1.34349439902548	1.28700754001684	1.15186802411201	0.70853593485011	0.523242744810219	0.582007139879107	1.12381983627424	0	0	0	1	promoter_candidate	1	1	1	1	0.340926152235467	0.793280682423171	1.22099592301239	0.817894735985138	0.157442359347641	-0.0392738554139423	-0.0590234742632066	-0.0469933157125374	0.179491614052461	0.214005142957067	0.178734118920889	0.61676787691358	0.171148917275939	-0.672771901932998	-0.0489842651772672	1.34490991252811	1.32192899225068	1.41657470461386	1.42070637257633	1.44169194250793	0.294913566374067	0.390893243882085	0.784195258495748	0.685644329603069	0.609593378297722	0	0	0	1	promoter_candidate	1	1	1	1	0.0676080784945806	0.0489789492000286	1.38916238489538	0.553047955330538	0.0676080784945806	0.340926152235467	0.273318073740886	0.0171176064270001	0.0410822554248002	0.0489789492000286	0.793280682423171	0.744301733223142	0.0489963076470845	0.145866870094374	1.38916238489538	1.22099592301239	-0.168166461882994	0.0151263752714625	0.0172493753095626	0.553047955330538	0.817894735985138	0.2648467806546	0.262893797580729	0.381147141473919	1	0	1	0	0	2	1	0	1	0	1	0	0	0	1	0	0_0_0_1
CYP2E1_ATG	0.684469578855807	0.458250220850075	0.291499308062383	0.474161441850916	0.885772660246614	0.752338241119366	0.371899480075121	1.11060046746254	0.593639484225657	0.719522206798834	0.984413235527221	1.51631239421657	1.5743861985703	1.73060829901308	1.80650830166884	1.73589771586445	0.905778181528395	1.05059973067184	0.942321712282565	1.25086569521471	1.28112738095631	0	0	0	1	promoter_candidate	1	1	1	1	0.591081908497527	0.756014974817874	1.67274258186665	1.08613854013076	0.00725170041104126	0.159792457045474	0.0369279473579416	0.014829506435885	-0.0873227099597486	-0.260582645463198	0.607253298222907	-0.00593343961156623	0.681215154013018	0.114243547882351	-0.13995510016613	1.72047848562753	1.73868042292076	1.79734655833835	1.79753812326925	1.81793182846482	0.347550763820675	0.782338137429523	0.361649397748458	0.696236390666289	0.353723049549577	0	0	0	1	promoter_candidate	1	1	1	1	-0.021517290695434	0.251364692068116	1.77439508372414	0.508299547842905	-0.021517290695434	0.591081908497527	0.612599199192961	0.00613438524845136	0.0217491840626912	0.251364692068116	0.756014974817874	0.504650282749758	0.15537346655854	0.30373760379865	1.77439508372414	1.67274258186665	-0.101652501857493	0.0538948209218923	0.0579833935435531	0.508299547842905	1.08613854013076	0.577838992287859	0.00525024821111549	0.0397591612103892	1	2	1	2	0	0	1	0	0	0	1	0	1	0	1	0	0_0_0_1
CYP3A4	-0.890404891374784	-0.39816782819895	-0.432919014951125	-0.485258896535197	-0.824717656719566	-0.428748534935903	1.23600831068872	1.15573439866151	1.23318126620648	1.19803001942674	1.4407949721034	0.854917011307148	1.06869165859304	1.23264109408764	1.32434185023262	1.31399039270656	0.382105818461701	0.474144569418067	0.0507440325221044	0.665407813927029	0.300128752540346	0	0	0	1	promoter_candidate	1	1	1	1	-0.576702803785921	1.25274979341737	1.1589164013854	0.37450619737385	-0.698573615298226	-0.804678419706374	-0.502660325018574	-0.893144454879731	-1.05238008380348	-0.857403246558652	0.781445196962664	1.09763002519961	1.14569531744008	0.890040709959774	0.801704103663298	0.584174722506048	0.653715009324541	0.806882693583765	0.88440144036439	0.899893807250778	0.138424152256045	0.275865725301852	-0.350960930059149	-0.0741142711448301	0.135987850206058	0	0	0	1	promoter_candidate	1	1	1	1	-0.801473357544173	0.943303070645086	0.765813534605905	0.0250405053119951	-0.801473357544173	-0.576702803785921	0.224770553758252	0.0764961741483796	0.118386936182016	0.943303070645086	1.25274979341737	0.309446722772284	0.0482094245826118	0.145186684071186	0.765813534605905	1.1589164013854	0.393102866779496	0.000221176077720711	0.000407842412818333	0.0250405053119951	0.37450619737385	0.349465692061855	0.0297221036943907	0.0957985160397718	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0_0_0_1
CYP3A5	3.04312824880891	2.89363216272557	2.63449562982363	2.38300634680167	2.64174633125322	2.88914097403534	0.920019757760871	1.78169713621028	1.38610789877237	1.49072781543855	1.25129262613495	1.07208683758498	1.18087041058871	1.23033867096338	1.39713098183302	1.34687987877635	3.58514118309778	3.53858010795115	3.09581019817033	3.28445523197111	3.39935282094365	0	0	0	1	promoter_candidate	1	1	1	1	2.74752494890806	1.3659690468634	1.24546135594929	3.3806679084268	2.42824600780538	2.5147728081336	2.11930443992632	2.21710211035427	2.27375675158201	2.48777815932102	0.570731902453295	1.15516221556557	0.964670111254902	0.937644462611829	1.10009680321827	1.38148449671254	1.30622395245523	1.25955419846276	1.29278380609792	1.36778074186254	2.87360999773755	2.90498753223737	2.5994591773162	2.58065300763825	2.8756360860891	0	0	0	1	promoter_candidate	1	1	1	1	2.3401600461871	0.945661099020773	1.3215654391182	2.76686916020369	2.3401600461871	2.74752494890806	0.407364902720957	0.00122686444405349	0.00810978191831965	0.945661099020773	1.3659690468634	0.420307947842629	0.0071464318598901	0.0655790217731091	1.3215654391182	1.24546135594929	-0.0761040831689113	0.330683902856558	0.337609220193868	2.76686916020369	3.3806679084268	0.613798748223109	0.000162885933583278	0.0127051028194957	1	0	1	0	0	0	1	0	0	0	1	0	1	2	1	2	0_0_0_1
CYP4A11	-1.96636859087229	-1.14450664167934	-0.813260982946129	-1.62834650263467	-1.96622352781793	-1.08346767225465	-1.18428068571935	-1.01545027161161	-1.05721062079803	-1.31744392446819	-1.09697397013296	-0.616898808924428	-0.651452122134679	-0.58383118739199	-0.583318774704427	-0.438469314297785	-1.08437357138791	-1.28988100763206	-1.85218808753706	-0.851078865456938	-0.982973946256202	0	0	0	1	promoter_candidate	0	0	1	0	-1.43369565303417	-1.13427189454603	-0.574794041490662	-1.21209909565403	-2.30339932303076	-1.87891804275809	-1.84791904636338	-2.02863709870744	-2.49526829202661	-1.90775984707178	-1.94768217736789	-1.60976317092949	-1.26520617201292	-1.71288214632902	-1.40245523709894	-1.29218927549539	-1.3024396951083	-1.41569308039833	-1.37880069386601	-1.24228132637423	-1.79119769488941	-2.23210851978257	-1.82163219131359	-1.46337581092463	-2.09654790270873	0	0	0	1	promoter_candidate	0	0	0	0	-2.07698360832634	-1.58759778074765	-1.32628081424845	-1.88097242392379	-2.07698360832634	-1.43369565303417	0.643287955292173	0.00203376056137964	0.0107913825705859	-1.58759778074765	-1.13427189454603	0.453325886201622	0.010680736109327	0.0750538213087844	-1.32628081424845	-0.574794041490662	0.751486772757789	3.3846018096868e-05	0.000117332862735809	-1.88097242392379	-1.21209909565403	0.668873328269752	0.0268525439948561	0.09392369648425	1	2	0	0	0	0	0	0	1	2	1	2	0	2	0	0	0_0_0_1
CYP4A11_ATG	-1.58799592930455	-1.21573005051215	-1.55191215806863	-1.82139219450934	-1.77209839355212	-1.67438352292502	-2.49125360530782	-2.15642240925689	-1.4562429760989	-0.945338970527181	-0.60508647044742	-0.331525612923062	-0.341364567226154	-0.291825104642516	-0.340891807264727	-0.145698782611844	-0.800117322464777	-0.919270627688966	-1.54930126455465	-1.26232631073571	-1.812178481487	0	0	0	1	promoter_candidate	0	0	1	0	-1.6039187081453	-1.53086888632764	-0.290261174933661	-1.26863880138622	-1.95708889894842	-2.05988055434968	-2.24694852863237	-2.08055859827326	-2.03675872727012	-2.66600235959128	-2.36716070742831	-1.0914923268193	-1.52765601973226	-1.85837148079375	-1.66893253262851	-1.07742417912651	-1.13355181779504	-1.20764329696553	-1.27968610251369	-1.04134457419351	-1.8559067722746	-1.57201751587381	-1.7670000451236	-2.419347736944	-1.42184334741091	0	0	0	1	promoter_candidate	0	0	0	0	-2.17453961117752	-1.70272261348043	-1.14792999411886	-1.80722308352539	-2.17453961117752	-1.6039187081453	0.570620903032217	0.00685691490500047	0.0233554306807876	-1.70272261348043	-1.53086888632764	0.171853727152785	0.678816275418652	0.772958678578903	-1.14792999411886	-0.290261174933661	0.857668819185197	2.1743707642738e-05	9.21744128333458e-05	-1.80722308352539	-1.26863880138622	0.538584282139164	0.132171113862963	0.234837058799797	1	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0_0_0_1
CYP4A22	-0.559481464450563	-0.973496804642025	-1.27430293460036	-0.690738126520883	-0.957615457785951	-0.740001640588342	1.05369421340943	0.631040677936856	1.00962513082778	0.649427821756513	1.13923343110434	1.04405330321606	1.06509996642355	1.10956769915596	1.2575052671211	1.210929001358	-0.553097978688301	-0.669332803581173	-0.261828206383972	0.288371089302587	-0.157224313457699	0	0	0	1	promoter_candidate	1	1	1	1	-0.865939404764687	0.896604255006984	1.13743104745494	-0.270622442561712	-1.48977156440047	-1.33989987498202	-1.64885296588778	-1.32267583987708	-1.39545136216	-0.863849465846318	-0.11699768409059	0.352275756992436	0.238752212255641	-0.131441208968697	0.153427603605508	1.12190531297705	1.09920805273449	0.914969373135965	1.05850770495795	1.1314397451036	-0.698671759421379	-0.747113993514894	-0.424293175136835	-0.803276319808936	-0.296594330394224	0	0	0	1	promoter_candidate	0	1	1	1	-1.34341684552561	0.0992033359588599	1.06520603778181	-0.593989915655254	-1.34341684552561	-0.865939404764687	0.477477440760924	0.00808288639071695	0.0262693807698301	0.0992033359588599	0.896604255006984	0.797400919048124	0.00589761206128769	0.061335165437392	1.06520603778181	1.13743104745494	0.0722250096731258	0.273707753628795	0.279806091520918	-0.593989915655254	-0.270622442561712	0.323367473093542	0.168466537635606	0.276639788117417	1	0	1	0	0	2	1	0	0	0	1	0	0	0	1	0	0_0_0_1
