A_1_ratio_scaled_AAG	A_2_ratio_scaled_AAG	A_3_ratio_scaled_AAG	A_4_ratio_scaled_AAG	A_5_ratio_scaled_AAG	A_6_ratio_scaled_AAG	S_1_ratio_scaled_AAG	S_2_ratio_scaled_AAG	S_3_ratio_scaled_AAG	S_4_ratio_scaled_AAG	S_5_ratio_scaled_AAG	L_1_ratio_scaled_AAG	L_2_ratio_scaled_AAG	L_3_ratio_scaled_AAG	L_4_ratio_scaled_AAG	L_5_ratio_scaled_AAG	V_1_ratio_scaled_AAG	V_2_ratio_scaled_AAG	V_3_ratio_scaled_AAG	V_4_ratio_scaled_AAG	V_5_ratio_scaled_AAG	A_AAG	V_AAG	S_AAG	L_AAG	group_AAG	FDR_active_A_AAG	FDR_active_S_AAG	FDR_active_L_AAG	FDR_active_V_AAG	A_mean_log_ratio_AAG	S_mean_log_ratio_AAG	L_mean_log_ratio_AAG	V_mean_log_ratio_AAG	A_1_ratio_scaled_CCT	A_2_ratio_scaled_CCT	A_3_ratio_scaled_CCT	A_4_ratio_scaled_CCT	A_5_ratio_scaled_CCT	A_6_ratio_scaled_CCT	S_1_ratio_scaled_CCT	S_2_ratio_scaled_CCT	S_3_ratio_scaled_CCT	S_4_ratio_scaled_CCT	S_5_ratio_scaled_CCT	L_1_ratio_scaled_CCT	L_2_ratio_scaled_CCT	L_3_ratio_scaled_CCT	L_4_ratio_scaled_CCT	L_5_ratio_scaled_CCT	V_1_ratio_scaled_CCT	V_2_ratio_scaled_CCT	V_3_ratio_scaled_CCT	V_4_ratio_scaled_CCT	V_5_ratio_scaled_CCT	A_CCT	V_CCT	S_CCT	L_CCT	group_CCT	FDR_active_A_CCT	FDR_active_S_CCT	FDR_active_L_CCT	FDR_active_V_CCT	A_mean_log_ratio_CCT	S_mean_log_ratio_CCT	L_mean_log_ratio_CCT	V_mean_log_ratio_CCT	A_CCT_activity	A_AAG_activity	A_fold	A_pvalue	A_qvalue	S_CCT_activity	S_AAG_activity	S_fold	S_pvalue	S_qvalue	L_CCT_activity	L_AAG_activity	L_fold	L_pvalue	L_qvalue	V_CCT_activity	V_AAG_activity	V_fold	V_pvalue	V_qvalue	qvalue_0_05_A	fold_1_5_A	active_A	final_sig_A	qvalue_0_05_S	fold_1_5_S	active_S	final_sig_S	qvalue_0_05_L	fold_1_5_L	active_L	final_sig_L	qvalue_0_05_V	fold_1_5_V	active_V	final_sig_V	group2
HSPB8	1.30630241369078	1.11602973230329	1.15081609685046	0.985113077946518	1.2982202283739	1.27578772960774	1.8870208695633	1.45653322621526	1.77423344189884	1.88662754233229	2.1304767704966	0.307860891659464	0.503164521263942	0.623469467066791	0.717884363841483	0.606687598603707	1.33213412026082	1.71558682206578	1.52499727224958	1.25993921803736	1.55493094991246	0	0	1	0	promoter_candidate	1	1	1	1	1.18871154646211	1.82697837010126	0.551813368487077	1.4775176765052	0.899785328879524	0.992670158570753	0.0295614741469694	1.29485821240696	1.03034568878358	1.33897747364862	1.56122710856746	2.39374788293654	1.65861227688912	1.59238875041397	1.3338037907921	-0.28998594752733	-0.0961093819742574	-0.198598339889452	-0.144010720871674	-0.170100044844441	0.803517983434686	1.4176597838393	1.43105756940519	1.09400687574815	1.11740356225401	0	0	1	0	promoter_candidate	1	1	1	1	0.931033056072735	1.70795596191984	-0.179760887021431	1.17272915493627	0.931033056072735	1.18871154646211	0.257678490389378	0.255893210602772	0.311869850422128	1.70795596191984	1.82697837010126	0.119022408181422	0.699708669823701	0.783031223045175	-0.179760887021431	0.551813368487077	0.731574255508508	0.000197471789578408	0.000376596566922147	1.17272915493627	1.4775176765052	0.304788521568935	0.0197961503428027	0.079592769419516	0	0	1	0	0	0	1	0	1	2	1	2	0	0	1	0	0_0_1_0
HTRA3	1.13639045063207	2.08195487217231	-0.189662405480688	0.781494230100518	1.56889629450803	1.069242979744	0.0575374238357055	2.52996636546203	1.6663263882637	2.45420150005761	2.20677773892076	1.16426780617617	1.34358037804964	1.65308970398701	1.71139927452109	1.61765736715445	2.35334527716501	2.29662622618731	1.93083987985044	2.72953477226711	2.14720960062146	1	0	0	0	promoter_candidate	1	1	1	1	1.07471940361271	1.78296188330796	1.49799890597767	2.29151115121827	0.834554305215048	0.567153874875155	0.366470897932295	1.07335823501928	1.002627115651	1.04549775358258	2.62643719260617	2.62370361748366	2.7325044518372	0.603936528304972	1.05345356327355	0.44190502602498	0.671495027520745	0.842567605373253	0.935371381741369	0.913020616341177	0.0046503524193838	-0.379766295836399	1.99072563009283	1.8209238250012	0.991347016996007	1	0	0	0	promoter_candidate	1	1	1	1	0.814943697045892	1.92800707070111	0.760871931400305	0.885576105734604	0.814943697045892	1.07471940361271	0.259775706566816	0.425845325281253	0.486324090365121	1.92800707070111	1.78296188330796	-0.145045187393148	0.862775334494692	0.900889907504498	0.760871931400305	1.49799890597767	0.737126974577368	7.75813609505366e-06	6.50682382165791e-05	0.885576105734604	2.29151115121827	1.40593504548366	0.0476923130279819	0.121967226760085	0	0	1	0	0	0	1	0	1	2	1	2	0	2	1	0	1_0_0_0
HYAL1	2.52832277322966	2.45684382421648	2.3076797990191	2.51277746814818	2.50594483245121	2.74153799397502	1.89284093879678	2.4270435786678	1.98449851349273	2.49381350631341	2.51534774863402	1.81993162259403	1.91800289663071	2.0825736767656	2.15651545866779	2.08573845780322	2.75921819742457	2.76372808458135	2.85684916933187	2.61661396439596	2.99438092349176	0	0	0	1	promoter_candidate	1	1	1	1	2.50885111517327	2.26270885718095	2.01255242249227	2.7981580678451	2.1693896244016	1.83621251136178	1.57446369160697	1.8391737300931	1.90872066069417	1.85033836625274	1.8396016306878	1.8900917316796	1.43619403510156	1.56490723889174	1.48529298969839	1.5254440291497	1.58106731596364	1.54535839613996	1.57979713380412	1.61019686958951	2.39724525215835	2.21652333004912	2.25783289355249	1.93634942570137	2.37004171503492	0	0	0	1	promoter_candidate	1	1	1	1	1.86304976406839	1.64321752521182	1.56837274892939	2.23559852329925	1.86304976406839	2.50885111517327	0.645801351104883	0.000280315824603899	0.00437292686382083	1.64321752521182	2.26270885718095	0.61949133196913	0.0230409025895442	0.100965752920475	1.56837274892939	2.01255242249227	0.444179673562882	0.00130192172090055	0.00176916192038751	2.23559852329925	2.7981580678451	0.562559544545854	0.000498083998916462	0.0176593417797655	1	2	1	2	0	2	1	0	1	0	1	0	1	0	1	0	0_0_0_1
IDI2	-0.367942571875462	-0.169792584283503	-0.795135606323788	-0.752671453285501	-1.9661866126235	-1.54955012827755	-0.293780639131555	-4.13121808417232	-2.94732613003793	-1.61314410745797	-0.976320488629868	-1.38443247352086	-1.03764795211731	-1.29598690661565	-0.964914087688502	-1.10207160751554	-1.61538155115472	-0.232722531593473	-0.935359504055738	-0.0128620937948183	-2.40260348558918	0	0	1	0	promoter_candidate	0	0	0	0	-0.933546492778218	-1.99235788988593	-1.15701060549157	-1.03978583323759	-1.35362862459725	-1.69867174866104	-1.59132617319298	-2.57908334050315	-1.62817182004694	-1.9803826026713	-1.76671790612452	-0.379817199719995	-1.40998657454608	0.685561458751501	-1.61612012340035	-2.49459918842325	-2.284844215102	-2.42560141668273	-2.08276418360315	-2.05987630244459	-2.33122424069307	-0.952004228817564	-1.90546306802543	-3.45182364436981	-3.22402826470753	0	0	1	0	promoter_candidate	0	0	0	0	-1.80521071827878	-0.897416069007889	-2.26953706125114	-2.37290868932268	-1.80521071827878	-0.933546492778218	0.871664225500559	0.0404358440560928	0.072505651410925	-0.897416069007889	-1.99235788988593	-1.09494182087804	0.316240681095302	0.468060211108797	-2.26953706125114	-1.15701060549157	1.11252645575957	1.74041457998532e-05	8.3283642477825e-05	-2.37290868932268	-1.03978583323759	1.33312285608509	0.0651816902405056	0.148659995285364	0	2	0	0	0	1	0	0	1	2	0	0	0	2	0	0	0_0_1_0
IFI30	2.65764899164569	2.68006858027318	2.80646570375561	2.36486359480345	2.23171979426586	2.47660476256286	3.81966117634622	3.97268123189952	4.07673475397519	3.8862794979677	4.35975974544702	2.34752962743375	2.53691142551764	2.56513333412475	2.68937623898538	2.67772231600909	3.44019761664599	3.38975477040464	3.26369063025009	2.88052916497077	3.64709167959673	0	0	0	1	promoter_candidate	1	1	1	1	2.53622857121777	4.02302328112713	2.56333458841412	3.32425277237364	1.96155624910349	1.70445151827167	1.73442978832581	1.7067333709632	1.93381870925761	1.5694424992219	2.0135069733382	3.16900086433135	2.35228009543361	3.1959338765045	2.88026864846419	2.35611522926605	2.38100631757307	2.31982260985984	2.44065156061652	2.45202060345809	3.14789600146233	2.63377583239958	2.45985429960519	2.68700164873684	2.978004417635	0	0	0	1	promoter_candidate	1	1	1	1	1.76840535585728	2.72219809161437	2.38992326415471	2.78130643996779	1.76840535585728	2.53622857121777	0.767823215360495	0.00111514159161002	0.00812906954631604	2.72219809161437	4.02302328112713	1.30082518951276	0.00505430797834149	0.0571356554073386	2.38992326415471	2.56333458841412	0.173411324259408	0.0232298180995502	0.025847729126461	2.78130643996779	3.32425277237364	0.542946332405857	0.0123371567265308	0.0641532149779603	1	2	1	2	0	2	1	0	1	0	1	0	0	0	1	0	0_0_0_1
IFITM1	-0.426742318019601	-0.582067812894315	-1.00327641745797	-1.50016603150307	-0.804369057178527	-0.654105538984001	-0.804973207312303	-0.97516718939753	-0.571882009183707	-0.384203047862206	-0.414511333266872	-1.83305917406269	-1.72686651127183	-1.65321833185419	-1.66211418299016	-1.61290089015184	-0.241454095525147	0.0142709009102115	-0.269355540480715	-0.917193183485003	-0.210771492221551	1	0	0	0	promoter_candidate	1	1	0	1	-0.828454529339582	-0.630147357404524	-1.69763181806614	-0.324900682160441	-1.4585292738135	-0.776839747147575	-1.25582057112953	-1.10757264527002	-0.465702665321751	-1.06753403541896	-1.11717970182637	-1.73258762658999	-2.5722520715164	-3.16342380638196	-0.141523418788991	-2.1408339783887	-2.14847561158247	-1.96877732973529	-1.87525927636022	-2.10410819271385	-1.71320081428554	-1.3299503766999	-1.28862483409661	-0.786382022411699	-0.734161258968403	1	0	0	0	promoter_candidate	0	0	0	0	-1.02199982301689	-1.74539332502074	-2.0474908777561	-1.17046386129243	-1.02199982301689	-0.828454529339582	0.193545293677307	0.408409739055942	0.468469994799463	-1.74539332502074	-0.630147357404524	1.11524596761622	0.116830108176541	0.25383700383761	-2.0474908777561	-1.69763181806614	0.349859059689962	0.00193638897584897	0.00252995544583282	-1.17046386129243	-0.324900682160441	0.845563179131988	0.0451660479326917	0.119422092838981	0	0	1	0	0	2	1	0	1	0	0	0	0	2	1	0	1_0_0_0
IFITM2	-0.936742091316725	-0.735364455657342	-1.3932783483639	-1.25612675943817	-0.520289255233396	-1.24477795822077	-0.876244751843723	-1.34603439356823	-1.042546191218	-0.993555502731183	-2.34239089345825	-1.77137105820296	-1.77647606197795	-1.77050706075444	-1.81310125512356	-1.75981039423643	-1.00777555989456	-1.54171901390643	-1.07260332266191	-0.341536481300043	-0.886460495177483	0	0	0	1	promoter_candidate	0	0	0	1	-1.01442981137172	-1.32015434656388	-1.77825316605907	-0.970018974588086	-1.16728716185818	-1.27604450278792	-0.975999463593442	-1.27515104559787	-0.977769169481422	-1.33756404308398	-1.43772327040185	-1.73861225904499	-1.39120469318168	-1.74729388621575	-2.18278464331233	-2.53412895366696	-2.64915836585006	-2.52223370208242	-2.55178900441448	-2.5321213657754	-1.2795215543012	-1.1985948735171	-1.43620933917806	-1.04958109428968	-1.29909015584139	0	0	0	1	promoter_candidate	0	0	0	0	-1.16830256440047	-1.69952375043132	-2.55788627835786	-1.25259940342549	-1.16830256440047	-1.01442981137172	0.153872753028751	0.324687412711771	0.381985191425614	-1.69952375043132	-1.32015434656388	0.379369403867441	0.0676149724700896	0.181860960436793	-2.55788627835786	-1.77825316605907	0.779633112298795	5.29124164955689e-06	5.73217845368664e-05	-1.25259940342549	-0.970018974588086	0.282580428837403	0.177018095768105	0.285867732296319	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0_0_0_1
IGFALS	0.87429215490691	0.202573858118503	-0.167060399521298	-0.0742817119445535	0.201107564918149	1.52249914745453	0.284515686949151	1.17249761535478	1.42132163899187	0.239450293454316	1.44702279015243	0.751135362197177	0.883747863465042	0.992578618218843	1.03564291060632	1.08524180235395	0.803054336046632	0.415111835294829	1.07758664649626	0.700062095204875	0.937779026734876	0	0	0	1	promoter_candidate	1	1	1	1	0.426521768988706	0.912961604980509	0.949669311368266	0.786718787955495	-0.097202060927274	-0.570460011353293	-0.26728225515343	0.0283391890356596	0.587355526652182	0.198414823656114	0.151167351889413	0.585703941342038	0.636439339900174	-0.450650274638784	-0.0580694993625144	0.732579306429934	0.648572689137881	0.645286388691421	0.853070355003562	0.825715365766808	0.705246033669163	1.0090364484824	0.940520585382783	0.785364815382619	0.78142181017497	0	0	0	1	promoter_candidate	1	1	1	1	-0.0201391313483403	0.172918171826065	0.741044821005921	0.844317938618386	-0.0201391313483403	0.426521768988706	0.446660900337047	0.165146498804968	0.220950718812822	0.172918171826065	0.912961604980509	0.740043433154443	0.0288131629545073	0.111812274151819	0.741044821005921	0.949669311368266	0.208624490362345	0.0186115615171343	0.0210087090931472	0.844317938618386	0.786718787955495	-0.0575991506628913	0.703343771436267	0.777065356544318	0	0	1	0	0	2	1	0	1	0	1	0	0	0	1	0	0_0_0_1
IGFBP1	0.409753037924585	0.445868728875444	0.451286744483444	0.55467651641031	0.586302698619468	0.44218361708128	2.93978528654964	3.20832732747553	2.72440348213658	2.63296823176444	2.67924378628958	2.18789923907041	2.37155477590706	2.49905182193834	2.65667239976356	2.64123642563204	0.775971261897536	0.660240956604128	0.562277729445667	0.615450602849845	0.489672963335673	0	0	0	1	promoter_candidate	1	1	1	1	0.481678557232422	2.83694562284315	2.47128293246228	0.62072270282657	0.207346814588284	-0.0316807741318033	0.255300916580122	-0.0258273419913351	-0.0912806631369681	0.289897360100037	2.1610513944977	3.05869779983179	2.60534917007159	3.27731199049416	2.26798787096592	2.50778551433377	2.59010232997361	2.58860350161942	2.68805715131675	2.7493536911	0.668482345730186	0.612216908777448	0.102411850999993	0.0900602736399173	0.210562345868583	0	0	0	1	promoter_candidate	1	1	1	1	0.100626052001389	2.67407964517223	2.62478043766871	0.336746745003226	0.100626052001389	0.481678557232422	0.381052505231032	0.00909491827903832	0.0277110791314449	2.67407964517223	2.83694562284315	0.162865977670921	0.524666115866185	0.651655366840166	2.62478043766871	2.47128293246228	-0.153497505206428	0.0406400590541154	0.0442726900310196	0.336746745003226	0.62072270282657	0.283975957823344	0.0389081149125589	0.111166042607311	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0_0_0_1
IGFBP2	-0.0851178194039068	0.415327027514679	0.411985961203039	1.62826610263503	0.629314873974537	-1.62753769002714	0.832279925869469	1.90891019045283	-3.21102638691481	-2.2957148123622	-0.482548716561263	0.416014373557318	0.597088203887242	0.694132920128754	0.724963552878992	0.635393502758921	-0.833426982170777	2.16691069323364	2.29128788975081	-0.647695860139219	-3.32897569263123	0	0	0	1	promoter_candidate	1	1	1	1	0.22870640931604	-0.649619959903196	0.613518510642245	-0.0703799903913574	1.87813079972676	-0.379621956522281	0.523295170767481	-2.62241606435822	-0.0596216694386629	-1.30369479552124	0.339211644227198	-2.77815644306565	-2.88676950015065	-2.78878309400447	1.00939467736453	0.0302714686634088	0.239622871496759	0.189026018880811	0.136507720838643	0.253474230557252	-0.826956285174264	0.0892405585741341	-0.0757355460144886	0.917589711350872	0.560779865729419	0	0	0	1	promoter_candidate	1	0	1	1	-0.327321419224361	-1.42102054312581	0.169780462087375	0.132983660893134	-0.327321419224361	0.22870640931604	0.556027828540401	0.538429931226809	0.589025731215864	-1.42102054312581	-0.649619959903196	0.771400583222612	0.501093227088036	0.635532873379948	0.169780462087375	0.613518510642245	0.443738048554871	0.000560806948452111	0.000859389822775338	0.132983660893134	-0.0703799903913574	-0.203363651284492	0.870253892984711	0.914822151655087	0	0	1	0	0	2	1	0	1	0	1	0	0	0	1	0	0_0_0_1
IGFBP3	2.13774674208889	3.11061449640205	2.20308740756055	2.55649038124834	2.8521225847242	2.10221871828403	4.35013498414152	3.36764272604367	3.77441038948254	3.43015596986366	3.26482885814418	2.1506305398905	2.51048764562446	2.50910249356269	2.59060859443926	2.63587570449267	3.55088209390256	3.64659440321253	3.98786106625056	4.16241206620954	3.91639690001586	1	0	0	0	promoter_candidate	1	1	1	1	2.49371338838468	3.63743458553511	2.47934099560192	3.85282930591821	1.46104174810752	2.50388535428443	2.33013652733533	0.868190948622455	2.81632140466458	2.21172290576543	2.49295767366513	1.98615143665677	2.9470347476467	3.02612356628558	1.83806473402218	2.03405110669517	2.2224614920835	2.12467694412055	2.14769442495438	2.1906307493665	2.62907297327675	2.81001451447192	3.32428860903227	2.40245384270596	2.804072938436	1	0	0	0	promoter_candidate	1	1	1	1	2.03188314812996	2.45806643165527	2.14390294344402	2.79398057558458	2.03188314812996	2.49371338838468	0.461830240254719	0.165301191076877	0.220778988082131	2.45806643165527	3.63743458553511	1.17936815387984	0.00966131503051734	0.0731633565417818	2.14390294344402	2.47934099560192	0.335438052157896	0.00555785054361577	0.00676306306399423	2.79398057558458	3.85282930591821	1.05884873033363	0.00504045700633107	0.0389263016330519	0	0	1	0	0	2	1	0	1	0	1	0	1	2	1	2	1_0_0_0
IGFBP4	2.1783814715216	2.79222697465584	1.52342815571254	2.49223192860851	2.39376860583653	2.04557626134449	2.80901452532748	1.80989157277172	2.49427328229018	3.96286464549631	3.85281901027955	1.48875722448749	1.63961102415044	1.65728743954837	1.71948990309601	1.78228938276465	2.90589854639288	2.23628502907676	2.84652455175984	1.8652708009307	3.0985963743712	0	0	0	1	promoter_candidate	1	1	1	1	2.23760223294659	2.98577260723305	1.65748699480939	2.59051506050628	1.94686827703487	2.00350849137737	1.30960962405027	1.78529594254838	2.41177276120988	2.4509910803656	2.37760582503437	2.89841978656681	2.88799106424088	2.46003620822699	3.55325626530764	1.22041678954882	1.41629049766748	1.30105769988195	1.29715311806281	1.4909631942723	2.46397502042662	2.54665975810071	2.57931089954056	2.23810123518443	2.58334007261348	0	0	0	1	promoter_candidate	1	1	1	1	1.9846743627644	2.83546182987534	1.34517625988667	2.48227739717316	1.9846743627644	2.23760223294659	0.25292787018219	0.22496325547238	0.282562543105404	2.83546182987534	2.98577260723305	0.15031077735771	0.746352430662071	0.821092942054183	1.34517625988667	1.65748699480939	0.312310734922723	0.000860342711454583	0.0012223448359464	2.48227739717316	2.59051506050628	0.10823766333312	0.596152435756482	0.685839085383563	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0_0_0_1
IGFBP5	3.19015633933661	3.34438125799647	3.09709207408327	3.05643914763779	3.16419237232365	3.4706981659835	3.92088069434443	4.17043360688256	4.11582255524333	4.24817480638227	4.4331888431971	1.648981795589	1.70050223457107	1.82089478437385	1.97780582316924	1.90587510442848	3.83473816322841	3.77792956540955	3.50926116337284	3.4709749604668	3.54626436745669	0	0	1	0	promoter_candidate	1	1	1	1	3.22049322622688	4.17770010120994	1.81081194842633	3.62783364398686	3.37435558790433	3.2118825234545	3.10570173625787	3.05864374007966	3.14659062811529	3.2368510393019	3.4655377642299	3.85941426686046	3.63774708916709	3.54949953242881	3.81904641335604	2.06609637062642	2.10398078664066	2.02938922474207	2.12522134778458	2.17126446069377	3.44454750856768	3.27762114441134	3.29345162811564	3.23251967613916	3.38528106814963	0	0	1	0	promoter_candidate	1	1	1	1	3.18900420918559	3.66624901320846	2.0991904380975	3.32668420507669	3.18900420918559	3.22049322622688	0.0314890170412898	0.60996965171226	0.65896998384427	3.66624901320846	4.17770010120994	0.511451088001479	0.00159011481882007	0.0375845320812017	2.0991904380975	1.81081194842633	-0.28837848967117	0.00561401197514607	0.00681015449551156	3.32668420507669	3.62783364398686	0.301149438910169	0.00859583708332355	0.0511813200381097	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0_0_1_0
IGFBP6	1.34591940841722	1.39210664736332	0.932232024459049	1.06841920099395	0.905723651376634	1.24681088764768	1.3828924184637	2.65210813745124	1.17328645202739	2.07499858691383	1.440014760406	0.347286158790291	0.421287463608578	0.452407336426299	0.526150944778341	0.484491982445262	2.1539480848872	1.10548580888	1.40022174682755	1.29458134148161	1.22333906861736	1	0	0	0	promoter_candidate	1	1	1	1	1.14853530337631	1.74466007105243	0.446324777209754	1.43551521013874	1.08997097568724	0.507166891566707	0.697318683223836	0.953121764870023	0.961963779270923	0.940492501072611	1.68260392812858	2.14983719477749	1.04088550876742	2.26649006409479	1.88297855571927	0.0116278390903567	0.060179401216022	0.0578797137859073	0.0396985111153345	-0.00436848224268348	1.24541278514081	1.08089655393051	1.41850950096282	1.07807683072854	1.19224452797031	1	0	0	0	promoter_candidate	1	1	1	1	0.85833909928189	1.80455905029751	0.0330033965929874	1.2030280397466	0.85833909928189	1.14853530337631	0.290196204094419	0.0763288294468829	0.118362797154212	1.80455905029751	1.74466007105243	-0.0598989792450801	0.74163166239154	0.818207491747385	0.0330033965929874	0.446324777209754	0.413321380616767	0.000201025481742136	0.000380582222715695	1.2030280397466	1.43551521013874	0.232487170392149	0.251940214878899	0.370081671573524	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1_0_0_0
IL32	-1.37785116949956	-1.79483036181734	-1.98057596290274	-1.99692802113429	-1.34118021549886	-1.68577724827698	-1.77623569952084	-0.864829184622345	-0.517430714950357	-1.53117303895878	-0.866292813475855	-1.63414022142585	-1.5188815517175	-1.65363589510809	-1.66851191006365	-1.59757812232551	-1.5687261070878	-1.90530752758567	-1.76287508299721	-1.97846634802549	-1.37767360474475	0	0	0	1	promoter_candidate	0	0	0	0	-1.69619049652163	-1.11119229030564	-1.61454954012812	-1.71860973408818	-2.00920624774048	-1.98124700953464	-1.87356323965136	-2.14878776490688	-1.76377871283961	-1.60648453942868	-1.60771438314545	-2.63180317140561	-1.53425599945765	-2.25643679108674	-1.03024355417373	-2.21925299643483	-2.13522297667292	-2.30614433788539	-2.3021590701567	-2.22644447254067	-1.59648354903322	-1.98148118435106	-1.97068814474464	-2.06263200429814	-1.78414405619747	0	0	0	1	promoter_candidate	0	0	0	0	-1.89717791901694	-1.81209077985384	-2.2378447707381	-1.87908578772491	-1.89717791901694	-1.69619049652163	0.20098742249531	0.146352426862196	0.199223198870005	-1.81209077985384	-1.11119229030564	0.7008984895482	0.106579930299639	0.238886050671605	-2.2378447707381	-1.61454954012812	0.623295230609984	6.18763136580316e-07	2.54018550806656e-05	-1.87908578772491	-1.71860973408818	0.160476053636722	0.0785523938763999	0.164706632321484	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0_0_0_1
IP6K3	1.11746227871345	1.21142962509317	0.943664953348149	1.18680739661235	1.08331813131302	1.37352206112366	1.70343234277425	2.01644186607287	2.03050630485004	2.01914584406932	1.75597618326306	0.747464334673384	0.843614722544663	0.961619541976485	0.987905225867583	1.03866806924487	1.95442121330732	1.75312813729214	1.71774447469667	1.63050082417831	1.55063244081904	0	0	1	0	promoter_candidate	1	1	1	1	1.15270074103397	1.90510050820591	0.915854378861396	1.7212854180587	0.561366184847618	0.426991090202766	0.412230252596048	0.154399658558187	0.545857814463227	0.619984995861953	1.29951837094624	1.10321224211184	1.34608930099956	0.917934110710736	1.37435312511507	0.470660807520653	0.436877982205913	0.509180382761652	0.604100205763264	0.574310150329598	1.10332332001738	1.22962512351726	1.0791870443954	1.06734998580861	1.20670622577153	0	0	1	0	promoter_candidate	1	1	1	1	0.4534716660883	1.20822142997669	0.519025905716216	1.13723833990204	0.4534716660883	1.15270074103397	0.699229074945668	0.000341149271778862	0.004751721999777	1.20822142997669	1.90510050820591	0.696879078229223	0.00773572062675567	0.0655854574877111	0.519025905716216	0.915854378861396	0.39682847314518	0.000287787584966829	0.000499942797937921	1.13723833990204	1.7212854180587	0.584047078156662	0.00209914898228241	0.0264086484867787	1	2	1	2	0	2	1	0	1	0	1	0	1	2	1	2	0_0_1_0
ITGA7	0.926410277080792	-0.894083497750273	1.01733229380911	-0.416201696849613	0.366507838067232	1.58798326445461	-2.23673957306946	2.65328723056634	1.70989595155009	-2.92101255872997	1.02352050448991	0.586693536450789	0.855200166598433	0.535855360225152	0.904069948595764	0.879069843637435	1.21458345144214	2.27850640067137	1.8153488062385	0.0131100425163163	1.39355264980915	1	0	0	0	promoter_candidate	1	1	1	1	0.431324746468643	0.0457903109613807	0.752177771101515	1.3430202701355	0.306407466658247	0.259178754637636	0.584419398997951	0.00572806211515674	0.23908276953983	-1.62389270515943	-0.218660743945681	1.17277674765109	1.42848217919846	0.187281255594708	0.571695068811143	-0.341170882987142	-0.0686011084844052	-0.140449895515972	-0.0984924804939088	0.108030543120272	-0.202954580990953	0.958108506766624	0.30767713166187	-0.0242613727254287	-0.89088807390472	1	0	0	0	promoter_candidate	1	1	1	1	-0.0381793755351015	0.628314901461944	-0.108136764872231	0.0295363221614784	-0.0381793755351015	0.431324746468643	0.469504122003744	0.474882191512156	0.529154441970689	0.628314901461944	0.0457903109613807	-0.582524590500563	0.531635755889969	0.652006115714113	-0.108136764872231	0.752177771101515	0.860314535973746	0.000132459665079544	0.000277738007424849	0.0295363221614784	1.3430202701355	1.31348394797402	0.0221765090608495	0.086923000339008	0	0	1	0	0	1	1	0	1	2	1	2	0	2	1	0	1_0_0_0
ITIH2	-2.00971894936025	-1.84120941121436	-1.73977553405465	-1.3119928980263	-2.2814721395783	-1.76234014872048	-2.2097103266598	-2.73103724909893	-2.55308664225825	-3.15803149022962	-1.90284686040847	-1.07878744866918	-1.13864683024597	-1.06038388772612	-1.12274420404827	-1.00541324681124	-2.43940556274476	-1.50789653518805	-0.8981191559971	-1.62823269953561	-2.66769375624428	0	0	0	1	promoter_candidate	0	0	0	0	-1.82441818015906	-2.51094251373101	-1.08119512350015	-1.82826954194196	-2.49876234681885	-2.75740575576729	-2.59266972960973	-2.86457399388718	-2.88163851080718	-1.80704028182404	-2.54752963713046	-3.3574891236277	-3.0898993398841	-1.13808395841799	-4.88500517008621	-0.722692494077435	-0.759676238049225	-0.727469218376553	-0.906750180130659	-0.669265450943796	-1.45143629954502	-1.4025007243987	-3.39138760346408	-1.78820289387243	-2.28156713577284	0	0	0	1	promoter_candidate	0	0	0	0	-2.56701510311905	-3.00360144582929	-0.757170716315533	-2.06301893141062	-2.56701510311905	-1.82441818015906	0.742596922959989	0.0153935325987354	0.0379966943892835	-3.00360144582929	-2.51094251373101	0.49265893209828	0.567751917556189	0.680255753753959	-0.757170716315533	-1.08119512350015	-0.324024407184619	0.000329089725558663	0.000554406017139864	-2.06301893141062	-1.82826954194196	0.234749389468657	0.713738079735946	0.78521255598595	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0_0_0_1
